rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles	cluster
L11298	CS(=O)(=O)N1CCN(Cc2ccc(Br)cc2)CC1	NN=C(c1ccccc1)c1ccccc1	CS(=O)(=O)N1CCN(Cc2ccc(NN=C(c3ccccc3)c3ccccc3)cc2)CC1	2079
L11295	FC(F)(F)c1nc2ccccc2nc1Cl	NS(=O)(=O)N1CCOCC1	O=S(=O)(Nc1nc2ccccc2nc1C(F)(F)F)N1CCOCC1	2080
L11255	Clc1cccnc1Br	Cc1c(COc2ccc(C=O)cc2Cl)cccc1-c1cccc2c(N)nsc12	Cc1c(COc2ccc(C=O)cc2Cl)cccc1-c1cccc2c(Nc3ncccc3Cl)nsc12	2081
L11120	Cn1nc(-c2ccc(OCc3ccccc3)nc2OCc2ccccc2)c2cccc(Br)c21	NCc1ccccc1	Cn1nc(-c2ccc(OCc3ccccc3)nc2OCc2ccccc2)c2cccc(NCc3ccccc3)c21	2082
L11103	FC(F)(F)c1cccc(CN2CCN(c3ncc(Br)c4ccccc34)CC2)c1	Nc1ccc(N2CCOCC2)cc1	FC(F)(F)c1cccc(CN2CCN(c3ncc(Nc4ccc(N5CCOCC5)cc4)c4ccccc34)CC2)c1	2083
L11095	Cc1cccnc1Cl	Cc1ccc(N)c([N+](=O)[O-])c1	Cc1ccc(Nc2ncccc2C)c([N+](=O)[O-])c1	2084
L11082	O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Br)cc(Cl)cn12	COc1ccc(N)cc1	COc1ccc(Nc2cc(Cl)cn3c([N+](=O)[O-])c(CS(=O)(=O)c4ccccc4)nc23)cc1	2085
L11079	Cc1ccc(C)c(-c2csc(Br)n2)c1	NCc1ccc(S(=O)(=O)N2CCCCC2)cc1	Cc1ccc(C)c(-c2csc(NCc3ccc(S(=O)(=O)N4CCCCC4)cc3)n2)c1	2086
L11074	C=Cc1cc(F)c(Br)cc1C(=O)OC	CC(C)(C)OC(N)=O	C=Cc1cc(F)c(NC(=O)OC(C)(C)C)cc1C(=O)OC	2087
L11073	COC(=O)c1c(C2OCCO2)ccc(Br)c1F	CC(C)(C)OC(N)=O	COC(=O)c1c(C2OCCO2)ccc(NC(=O)OC(C)(C)C)c1F	2088
L11040	FC(F)(F)c1ccc2c(c1)c(Br)nn2C1CCCC1	Nc1cccc(Cl)c1	FC(F)(F)c1ccc2c(c1)c(Nc1cccc(Cl)c1)nn2C1CCCC1	2089
L11003	CC(C)(C)[Si](C)(C)OC[C@H]1OC(=O)C[C@@H]1C1(c2ccc(Cl)cc2)SCCCS1	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1ccc(C2([C@H]3CC(=O)O[C@@H]3CO[Si](C)(C)C(C)(C)C)SCCCS2)cc1	2090
L10992	O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc(Cl)c3)cc2)CC1	Nc1cccc(N2CCOCC2)c1	O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc(Nc4cccc(N5CCOCC5)c4)c3)cc2)CC1	2091
L10983	CC(C)(C)OC(=O)c1cccnc1Cl	CC(C)(C)OC(=O)N1CCC[C@H]1C(N)=O	CC(C)(C)OC(=O)c1cccnc1NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	2092
L10955	Brc1ccccn1	Nc1ccc2cc[nH]c2n1	c1ccc(Nc2ccc3cc[nH]c3n2)nc1	2093
L10934	N#Cc1ccccc1Br	NCc1ccc2c(c1)OCO2	N#Cc1ccccc1NCc1ccc2c(c1)OCO2	2094
L10922	O=[N+]([O-])c1ccccc1Br	NS(=O)(=O)c1ccccc1	O=[N+]([O-])c1ccccc1NS(=O)(=O)c1ccccc1	2095
L10897	Cc1ccc(S(=O)(=O)n2ccc3c(-c4cccc(OCc5cccnc5)c4)nc(Cl)nc32)cc1	Nc1ccccc1	Cc1ccc(S(=O)(=O)n2ccc3c(-c4cccc(OCc5cccnc5)c4)nc(Nc4ccccc4)nc32)cc1	2096
L10885	Cc1cc(C)c(Nc2cc(Cl)nc(Nc3ccc(C#N)cc3)n2)c(C)c1	CC(C)(C)OC(=O)N1CCC(N)CC1	Cc1cc(C)c(Nc2cc(NC3CCN(C(=O)OC(C)(C)C)CC3)nc(Nc3ccc(C#N)cc3)n2)c(C)c1	2097
L10883	Brc1cccnc1Br	Nc1cc2ccccc2cn1	Brc1cccnc1Nc1cc2ccccc2cn1	2098
L10876	Clc1ncc2cc[nH]c2n1	COc1cc(N)cc(OC)c1OC	COc1cc(Nc2ncc3cc[nH]c3n2)cc(OC)c1OC	2099
L10851	CC1(C)OB(c2cc(Br)cc(C(F)(F)F)c2)OC1(C)C	CC(N)=O	CC(=O)Nc1cc(B2OC(C)(C)C(C)(C)O2)cc(C(F)(F)F)c1	2100
L10850	N#Cc1ccc(Br)cc1	C=CCCC(N)c1ccc(-c2ccccc2)cc1	C=CCCC(Nc1ccc(C#N)cc1)c1ccc(-c2ccccc2)cc1	2101
L10847	N#Cc1ccc(Br)cc1	CN(C)N	CN(C)Nc1ccc(C#N)cc1	2102
L10841	N#Cc1nccnc1Cl	NS(=O)(=O)N1CCOCC1	N#Cc1nccnc1NS(=O)(=O)N1CCOCC1	2103
L10838	COc1cc(Cl)nc(OC)n1	NS(=O)(=O)N1CCOCC1	COc1cc(NS(=O)(=O)N2CCOCC2)nc(OC)n1	2104
L10837	Clc1ncnc2sccc12	NS(=O)(=O)N1CCOCC1	O=S(=O)(Nc1ncnc2sccc12)N1CCOCC1	2105
L10835	N#Cc1ccc(Cl)nc1	CN(C)C(=O)C1CCCN1S(N)(=O)=O	CN(C)C(=O)C1CCCN1S(=O)(=O)Nc1ccc(C#N)cn1	2106
L10802	Clc1cc(Cl)c2ccccc2n1	Nc1ccc(Cl)cc1	Clc1ccc(Nc2cc(Cl)c3ccccc3n2)cc1	2107
L10798	COc1ccc(CN(c2ccc(Br)c3ccccc23)S(=O)(=O)c2ccc(OC)cc2)cc1	Cc1ccccc1C(N)=O	COc1ccc(CN(c2ccc(NC(=O)c3ccccc3C)c3ccccc23)S(=O)(=O)c2ccc(OC)cc2)cc1	2108
L10757	CS(=O)(=O)c1ccc(/C=C/c2cc(Cl)ccn2)cc1	Nc1ccnc(-c2cc(F)ccc2F)c1	CS(=O)(=O)c1ccc(/C=C/c2cc(Nc3ccnc(-c4cc(F)ccc4F)c3)ccn2)cc1	2109
L10749	CC(C)(O)CCn1cc2cc(Br)cc([N+](=O)[O-])c2n1	CC(C)(C)OC(N)=O	CC(C)(O)CCn1cc2cc(NC(=O)OC(C)(C)C)cc([N+](=O)[O-])c2n1	2110
L10737	Cn1nc(-c2ccnc(Cl)n2)cc1C=O	CC(C)(C)OC(N)=O	Cn1nc(-c2ccnc(NC(=O)OC(C)(C)C)n2)cc1C=O	2111
L10736	O=C(Nc1cc(F)cc2cccnc12)c1csc(Br)n1	CCN(CC)CCCC(C)N	CCN(CC)CCCC(C)Nc1nc(C(=O)Nc2cc(F)cc3cccnc23)cs1	2112
L10725	FC(F)(F)c1ccc2nccc(Cl)c2c1	Nc1c(F)c(F)c(F)c(F)c1F	Fc1c(F)c(F)c(Nc2ccnc3ccc(C(F)(F)F)cc23)c(F)c1F	2113
L10665	COc1ncc(-c2cc(Cl)c3cnn(C)c3n2)cc1NS(C)(=O)=O	CC(C)N1CCN(Cc2nc(C(N)=O)co2)CC1	COc1ncc(-c2cc(NC(=O)c3coc(CN4CCN(C(C)C)CC4)n3)c3cnn(C)c3n2)cc1NS(C)(=O)=O	2114
L10664	COc1ncc(-c2cc(Cl)c3cnn(C)c3n2)cc1NS(C)(=O)=O	CC(C)(C)OC(=O)N1CC[C@@H](N)C1	COc1ncc(-c2cc(N[C@@H]3CCN(C(=O)OC(C)(C)C)C3)c3cnn(C)c3n2)cc1NS(C)(=O)=O	2115
L10612	Fc1ccc(Br)nc1	Cc1cc(Oc2cncnc2OCc2ccccc2)cc(C(N)=O)n1	Cc1cc(Oc2cncnc2OCc2ccccc2)cc(C(=O)Nc2ccc(F)cn2)n1	2116
L10584	N#Cc1ccc(C(=O)c2nccc(Cl)n2)cc1	N#Cc1ccc(N)cc1	N#Cc1ccc(Nc2ccnc(C(=O)c3ccc(C#N)cc3)n2)cc1	2117
L10582	O=Cc1cccnc1Br	Nc1ccc(N2CCOCC2)cc1[N+](=O)[O-]	O=Cc1cccnc1Nc1ccc(N2CCOCC2)cc1[N+](=O)[O-]	2118
L10566	Clc1ncc(Cl)c(Oc2ccc3ccccc3c2)n1	COc1ccc([N+](=O)[O-])cc1N	COc1ccc([N+](=O)[O-])cc1Nc1ncc(Cl)c(Oc2ccc3ccccc3c2)n1	2119
L10563	COc1nc(Cl)cc2cc(Cl)ccc12	Nc1ccccc1	COc1nc(Nc2ccccc2)cc2cc(Cl)ccc12	2120
L10553	O=C(c1nnc2ccc(Br)cn12)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1	CN(C)C(N)=O	CN(C)C(=O)Nc1ccc2nnc(C(=O)N3C[C@H]4C[C@@H](c5ccccc5C(F)(F)F)C[C@H]4C3)n2c1	2121
L10527	N#Cc1cccnc1Br	C[C@]1(c2cc(N)ccc2F)N=C(N)CO[C@H]1C(F)(F)F	C[C@]1(c2cc(Nc3ncccc3C#N)ccc2F)N=C(N)CO[C@H]1C(F)(F)F	2122
L10521	O=C(c1cccc(Cl)c1)c1ccc(Cl)nc1Cl	COc1ccc(CN(CC(N)=O)Cc2ccc(OC)cc2)cc1	COc1ccc(CN(CC(=O)Nc2nc(Cl)ccc2C(=O)c2cccc(Cl)c2)Cc2ccc(OC)cc2)cc1	2123
L10480	Clc1ccccn1	CCn1nccc1N	CCn1nccc1Nc1ccccn1	2124
L10461	COC(=O)c1cccnc1Cl	Nc1c(Br)ccc2ccccc12	COC(=O)c1cccnc1Nc1c(Br)ccc2ccccc12	2125
L10419	CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Cl)cc12	CO[C@@H]1CCN(c2nccc(N)n2)C[C@@H]1F	CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F	2126
L10410	COc1ccc2c(Br)csc2c1	COc1cc(N)cc(OC)c1OC	COc1ccc2c(Nc3cc(OC)c(OC)c(OC)c3)csc2c1	2127
L10366	Cc1cc(C)nc(Br)c1	CCOC(=O)c1cnc(N)nc1	CCOC(=O)c1cnc(Nc2cc(C)cc(C)n2)nc1	2128
L10363	Brc1ncccc1C1OCCO1	CN1Cc2c(N)cccc2C1=O	CN1Cc2c(Nc3ncccc3C3OCCO3)cccc2C1=O	2129
L10361	COc1cc(N(C(=O)OC(C)(C)C)c2ncc(Br)cn2)cc(OC)c1OC	N#Cc1ccc(N)cc1	COc1cc(N(C(=O)OC(C)(C)C)c2ncc(Nc3ccc(C#N)cc3)cn2)cc(OC)c1OC	2130
L10331	CC1CCCCn2ncc(-c3nc(Cl)ncc3F)c21	CCN1CC2(C1)CN(c1ccc(N)nc1)C2	CCN1CC2(C1)CN(c1ccc(Nc3ncc(F)c(-c4cnn5c4C(C)CCCC5)n3)nc1)C2	2131
L10309	CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(Cl)n2)c1	Nc1cccc2cccc(N)c12	CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(Nc3cccc4cccc(N)c34)n2)c1	2132
L10282	COc1ncc(Br)c(OC)c1C(=O)c1cc2ccccc2o1	Nc1cnccn1	COc1ncc(Nc2cnccn2)c(OC)c1C(=O)c1cc2ccccc2o1	2133
L10271	CNC(=O)c1ccc(Br)cn1	Nc1ccc2c(c1)CCC(=O)N2	CNC(=O)c1ccc(Nc2ccc3c(c2)CCC(=O)N3)cn1	2134
L10266	N#Cc1ccc(Cl)cc1	Nc1nc(Cl)cc(Cl)n1	N#Cc1ccc(Nc2nc(Cl)cc(Cl)n2)cc1	2135
L10245	NS(=O)(=O)c1cccc(Cl)c1Cl	CCOC(=O)c1cnc2c(cnn2C)c1Cl	CCOC(=O)c1cnc2c(cnn2C)c1NS(=O)(=O)c1cccc(Cl)c1Cl	2136
L10223	O=S(=O)(c1ccccc1)n1ccc2cc(-c3cc(Cl)ncn3)cnc21	Cc1ccc([N+](=O)[O-])cc1N	Cc1ccc([N+](=O)[O-])cc1Nc1cc(-c2cnc3c(ccn3S(=O)(=O)c3ccccc3)c2)ncn1	2137
L10203	Nc1nnc(Cl)cc1-c1ccccc1	CC(C)(C)OC(=O)N1CCC(CN)CC1	CC(C)(C)OC(=O)N1CCC(CNc2cc(-c3ccccc3)c(N)nn2)CC1	2138
L10202	Nc1nnc(Cl)cc1-c1ccccc1	CCCC(C)N	CCCC(C)Nc1cc(-c2ccccc2)c(N)nn1	2139
L10164	CC(C)(C)OC(=O)C1(c2cnc(Br)c(Br)c2)CC1	Nc1ccccc1	CC(C)(C)OC(=O)C1(c2cnc(Nc3ccccc3)c(Br)c2)CC1	2140
L10155	N#CC1(c2cc(Cl)nc(Cl)c2)CCOCC1	N#Cc1ccnc(N)c1	N#Cc1ccnc(Nc2cc(C3(C#N)CCOCC3)cc(Cl)n2)c1	2141
L10138	Brc1ccccc1	NC=O	O=CNc1ccccc1	2142
L10119	Cn1ncc2c(Cl)cccc21	CC(C)(C)CCc1cc(C(F)(F)F)ccc1CNC(N)=O	Cn1ncc2c(NC(=O)NCc3ccc(C(F)(F)F)cc3CCC(C)(C)C)cccc21	2143
L10107	N#Cc1ccc2oc(-c3ccc(Br)cc3)nc2c1	CC(OCCN)(C(F)(F)F)C(F)(F)F	CC(OCCNc1ccc(-c2nc3cc(C#N)ccc3o2)cc1)(C(F)(F)F)C(F)(F)F	2144
L10106	Fc1ccc(-n2ncc3c(Br)cccc32)cc1	Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CN)c(C)c1	Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1	2145
L10104	N#Cc1cnc2sc(-c3ccccc3)cc2c1Cl	Nc1cccc2[nH]ccc12	N#Cc1cnc2sc(-c3ccccc3)cc2c1Nc1cccc2[nH]ccc12	2146
L10081	Brc1cccnc1	Cc1cccc(NC(=O)c2nc(C)ccc2N)n1	Cc1cccc(NC(=O)c2nc(C)ccc2Nc2cccnc2)n1	2147
L10078	Brc1cccnc1	NC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2	O=C(Nc1cccnc1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2	2148
L10076	Clc1cnccn1	Cc1csc(N)n1	Cc1csc(Nc2cnccn2)n1	2149
L10062	Cc1ccc(S(=O)(=O)n2ccc3c(Oc4ccccc4S(C)(=O)=O)nc(Cl)nc32)cc1	COc1ccccc1N	COc1ccccc1Nc1nc(Oc2ccccc2S(C)(=O)=O)c2ccn(S(=O)(=O)c3ccc(C)cc3)c2n1	2150
L10041	CC(C)(C)OC(=O)N1CCC(n2c(-c3ccco3)nc3cc(Br)ccc32)CC1	Nc1ccc(OC(F)F)cc1	CC(C)(C)OC(=O)N1CCC(n2c(-c3ccco3)nc3cc(Nc4ccc(OC(F)F)cc4)ccc32)CC1	2151
L10039	CCn1c2ccccc2c2c3c(ccc21)nc(Cl)c1ccccc13	NCc1ccccc1	CCn1c2ccccc2c2c3c(ccc21)nc(NCc1ccccc1)c1ccccc13	2152
L9976	Cn1c2ccncc2c2ccc(Br)nc21	Nc1cccc(O)c1	Oc1cccc(Nc2ccc3c(n2)[nH]c2ccncc23)c1	2153
L9958	Cc1ncc(Br)cn1	Nc1ccccc1C(=O)O	Cc1ncc(Nc2ccccc2C(=O)O)cn1	2154
L9951	O=C1CCCN1c1cccc(Br)n1	Cc1csc(N)n1	Cc1csc(Nc2cccc(N3CCCC3=O)n2)n1	2155
L9921	Clc1ccc2ccc3cccnc3c2n1	Nc1ccccc1N	Nc1ccccc1Nc1ccc2ccc3cccnc3c2n1	2156
L9913	CC(C)(C)OC(=O)N1CCC(c2cc(Cl)nc(Cl)n2)C1	CC(C)n1ncc2cnc(N)cc21	CC(C)n1ncc2cnc(Nc3cc(C4CCN(C(=O)OC(C)(C)C)C4)nc(Cl)n3)cc21	2157
L9874	Clc1nccc(-c2cn(C3COC3)c3ccccc23)n1	COc1cc(F)c([N+](=O)[O-])cc1N	COc1cc(F)c([N+](=O)[O-])cc1Nc1nccc(-c2cn(C3COC3)c3ccccc23)n1	2158
L9873	Clc1nc2c(cc(-c3ccccc3)n2Cc2ccccc2)nc1Br	NCc1ccccc1	Clc1nc2c(cc(-c3ccccc3)n2Cc2ccccc2)nc1NCc1ccccc1	2159
L9853	Cc1cc(OCCCOCc2ccc3ccc4cccc5ccc2c3c45)cc(C)c1Br	Cc1cc(C)c(NCCN)c(C)c1	Cc1cc(C)c(NCCNc2c(C)cc(OCCCOCc3ccc4ccc5cccc6ccc3c4c56)cc2C)c(C)c1	2160
L9850	O=[N+]([O-])c1cccnc1Cl	COc1cc2ncnc(N)c2cc1OC	COc1cc2ncnc(Nc3ncccc3[N+](=O)[O-])c2cc1OC	2161
L9841	COCCNc1cnc(Cl)nc1Cl	CC(C)(C)OC(=O)Nc1cccc(N)c1	COCCNc1cnc(Cl)nc1Nc1cccc(NC(=O)OC(C)(C)C)c1	2162
L9820	Brc1ccc2ccccc2c1	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)N(N)c1ccc2ccccc2c1	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)N(Nc1ccc2ccccc2c1)c1ccc2ccccc2c1	2163
L9815	O=C1/C(=C/c2ccc(Br)cc2)Oc2ccccc21	NCc1ccccc1	O=C1/C(=C/c2ccc(NCc3ccccc3)cc2)Oc2ccccc21	2164
L9810	Brc1ccsc1/C=N\N=C(c1ccccc1)c1ccccc1	NN=C(c1ccccc1)c1ccccc1	C(=N\N=C(c1ccccc1)c1ccccc1)\c1sccc1NN=C(c1ccccc1)c1ccccc1	2165
L9793	Clc1ccc(-c2ccccc2)nn1	CC(C)(C)C(N)=O	CC(C)(C)C(=O)Nc1ccc(-c2ccccc2)nn1	2166
L9790	O=C(C#Cc1ccccc1)c1sccc1Br	CCN(CC)c1ccc(N)cc1	CCN(CC)c1ccc(Nc2ccsc2C(=O)C#Cc2ccccc2)cc1	2167
L9788	CC(O)(c1ccccc1)c1cc2cc(-c3ccccc3)cc(Br)c2o1	CN(C)N	CN(C)Nc1cc(-c2ccccc2)cc2cc(C(C)(O)c3ccccc3)oc12	2168
L9785	N#Cc1ccc(N)c(Cl)c1	CNc1nc(Cl)ncc1C(F)(F)F	CNc1nc(Nc2ccc(C#N)cc2Cl)ncc1C(F)(F)F	2169
L9773	N#Cc1c(-c2ccccc2)oc2ncc(Cl)nc12	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1cnc2oc(-c3ccccc3)c(C#N)c2n1	2170
L9761	Clc1cccc(Cl)n1	Nc1nc(-c2ccccc2)cs1	Clc1cccc(Nc2nc(-c3ccccc3)cs2)n1	2171
L9750	Clc1ccc2c(Cl)ccnc2c1	CN(CCN)CCN	CN(CCN)CCNc1ccnc2cc(Cl)ccc12	2172
L9739	Cc1cccc(C)c1Cl	C[C@H](N)c1ccccc1	Cc1cccc(C)c1N[C@@H](C)c1ccccc1	2173
L9732	Nc1ncc(Br)cn1	NCc1ccco1	Nc1ncc(NCc2ccco2)cn1	2174
L9709	Cn1cc(-c2ccnc(Cl)n2)c2ccccc21	COC(=O)c1ccc(N)cc1F	COC(=O)c1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1F	2175
L9702	COc1cc(OC)c(F)c(CCc2cnc(Cl)nc2)c1F	COc1cc(N)ccc1N1CCC2(CC1)OCCO2	COc1cc(Nc2ncc(CCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCC2(CC1)OCCO2	2176
L9701	Cc1cccc(Br)n1	CCCCCC[C@@H](C)N	CCCCCC[C@@H](C)Nc1cccc(C)n1	2177
L9698	CNc1nc(Cl)nc2ccsc12	CCOC(=O)c1ccc(N)cc1	CCOC(=O)c1ccc(Nc2nc(NC)c3sccc3n2)cc1	2178
L9602	Cc1ncc(Br)cn1	Cn1nc(C(C)(C)C)cc1N	Cc1ncc(Nc2cc(C(C)(C)C)nn2C)cn1	2179
L9587	C=Cc1cc(Cl)ccc1Br	C=CCCN	C=CCCNc1ccc(Cl)cc1C=C	2180
L9576	CC(=O)c1ncccc1Br	Nc1cccc(C(F)(F)F)c1	CC(=O)c1ncccc1Nc1cccc(C(F)(F)F)c1	2181
L9552	COc1ccc(Cl)c(Cl)n1	Nc1ccncc1	COc1ccc(Cl)c(Nc2ccncc2)n1	2182
L9526	O=[N+]([O-])c1ncccc1Cl	Nc1ccc(C2CC2)c2ccccc12	O=[N+]([O-])c1ncccc1Nc1ccc(C2CC2)c2ccccc12	2183
L9523	Cc1ccc2ccc(Cl)nc2c1[N+](=O)[O-]	COC(N)=O	COC(=O)Nc1ccc2ccc(C)c([N+](=O)[O-])c2n1	2184
L9484	Clc1cc(-c2ccccc2)cnn1	Nc1cccnc1	c1ccc(-c2cnnc(Nc3cccnc3)c2)cc1	2185
L9466	N#Cc1cccc(Cl)n1	Nc1ccc(Br)cc1	N#Cc1cccc(Nc2ccc(Br)cc2)n1	2186
L9426	Clc1ccccc1	N[C@@H](CC(=O)O)C1CCCCC1	O=C(O)C[C@H](Nc1ccccc1)C1CCCCC1	2187
L9418	Brc1cnc2ccccc2c1	Nn1ccc2ccccc21	c1ccc2ncc(Nn3ccc4ccccc43)cc2c1	2188
L9414	Brc1nccs1	CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21	CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nccs3)nc21	2189
L9397	CC(=O)c1ccc(Cl)cc1	CCCCCC(N)=O	CCCCCC(=O)Nc1ccc(C(C)=O)cc1	2190
L9392	CC(C)(C)[Si](C)(C)OCc1cccc(Br)n1	Nc1nccs1	CC(C)(C)[Si](C)(C)OCc1cccc(Nc2nccs2)n1	2191
L9389	Brc1cncc(Br)c1	COc1cc(N)cc(OC)c1OC	COc1cc(Nc2cncc(Br)c2)cc(OC)c1OC	2192
L9385	Clc1cccnc1	CCn1nccc1N	CCn1nccc1Nc1cccnc1	2193
L9380	Brc1ccsc1	Nc1ccccc1	c1ccc(Nc2ccsc2)cc1	2194
L9378	Cc1cc(C)cc(Br)c1	CC(C)(C)N	Cc1cc(C)cc(NC(C)(C)C)c1	2195
L9365	Clc1ccnc(-c2ccccc2)c1	Nc1ccccc1	c1ccc(Nc2ccnc(-c3ccccc3)c2)cc1	2196
L9359	N#Cc1cc(Cl)c2ccccc2n1	COCOc1cc(N)ccc1OC	COCOc1cc(Nc2cc(C#N)nc3ccccc23)ccc1OC	2197
L9354	Cn1nc(C(C)(C)O)c2cc(Br)ccc21	CC(C)(C)OC(N)=O	Cn1nc(C(C)(C)O)c2cc(NC(=O)OC(C)(C)C)ccc21	2198
L9350	CC1(S(C)(=O)=O)CC[C@@](CF)(c2nc(Br)ccc2F)N=C1N	NC(=O)c1cnc(OCF)cn1	C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2nc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C1N	2199
L9343	Clc1nc2ccnn2c2ccccc12	NCc1ccco1	c1coc(CNc2nc3ccnn3c3ccccc23)c1	2200
L9330	COC(=O)c1cccc2c1CCN2c1cc(Cl)ncn1	Nc1cccc(C(F)(F)F)c1	COC(=O)c1cccc2c1CCN2c1cc(Nc2cccc(C(F)(F)F)c2)ncn1	2201
L9283	Brc1ccc2ncccc2c1	COC(=O)[C@]1(C)CCC[C@]2(C)c3cc(Br)c4nc(N)[nH]c4c3CC[C@@H]12	COC(=O)[C@]1(C)CCC[C@]2(C)c3cc(Br)c4nc(Nc5ccc6ncccc6c5)[nH]c4c3CC[C@@H]12	2202
L9275	Cc1cnccc1Cl	Nc1ccncc1	Cc1cnccc1Nc1ccncc1	2203
L9274	Brc1ccsc1C1OCCO1	CN1Cc2c(N)cccc2C1=O	CN1Cc2c(Nc3ccsc3C3OCCO3)cccc2C1=O	2204
L9236	C=CC(=O)Nc1cccc(Nc2nc(Cl)ncc2C(F)(F)F)c1	NNc1ccccc1	C=CC(=O)Nc1cccc(Nc2nc(NNc3ccccc3)ncc2C(F)(F)F)c1	2205
L9200	FC(F)(F)c1ccc(Cl)nc1	CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1[C@H](N)C2	CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1[C@H](Nc1ccc(C(F)(F)F)cn1)C2	2206
L9183	Cc1cc(CCc2cc(Br)cc(C#N)c2)nc(-n2c(C)ccc2C)c1	NCCc1ccccn1	Cc1cc(CCc2cc(C#N)cc(NCCc3ccccn3)c2)nc(-n2c(C)ccc2C)c1	2207
L9181	COc1nc(NC(C)C)ncc1-c1ccc(Oc2ccnc(Cl)c2)c(C)n1	CC(N)=O	COc1nc(NC(C)C)ncc1-c1ccc(Oc2ccnc(NC(C)=O)c2)c(C)n1	2208
L9153	COc1cc(Cl)ncc1C#N	Nc1ccc(Br)cc1	COc1cc(Nc2ccc(Br)cc2)ncc1C#N	2209
L9140	CCCCCc1cc2cc(-c3ccccc3)cc(Cl)c2o1	NN1CCCCC1	CCCCCc1cc2cc(-c3ccccc3)cc(NN3CCCCC3)c2o1	2210
L9123	Clc1ccccc1	N[C@@H](CC(=O)O)c1ccccc1	O=C(O)C[C@H](Nc1ccccc1)c1ccccc1	2211
L9116	COC(=O)c1ncc(Br)cc1OCc1ccccc1	NCc1ccccc1	COC(=O)c1ncc(NCc2ccccc2)cc1OCc1ccccc1	2212
L9114	COC(=O)c1cc(C)ccc1Br	CC(C)(C)S(N)=O	COC(=O)c1cc(C)ccc1NS(=O)C(C)(C)C	2213
L9102	CCOC(=O)c1ccccc1Cl	CC(C)(C)S(N)=O	CCOC(=O)c1ccccc1NS(=O)C(C)(C)C	2214
L9098	N#Cc1cc(C(F)(F)F)ccc1Br	CC(C)(C)S(N)=O	CC(C)(C)S(=O)Nc1ccc(C(F)(F)F)cc1C#N	2215
L9097	N#Cc1c(F)cccc1Cl	CC(C)(C)S(N)=O	CC(C)(C)S(=O)Nc1cccc(F)c1C#N	2216
L9096	COc1cc(F)cc(Cl)c1	CC(C)(C)S(N)=O	COc1cc(F)cc(NS(=O)C(C)(C)C)c1	2217
L9095	N#Cc1cccc(Br)n1	CC(C)(C)S(N)=O	CC(C)(C)S(=O)Nc1cccc(C#N)n1	2218
L9067	Brc1cncc2ccccc12	CCCCCCCCN	CCCCCCCCNc1cncc2ccccc12	2219
L9048	Cc1cc(C)cc(NC(=O)c2cccnc2SCc2ccnc(Br)c2)c1	CNC(N)=O	CNC(=O)Nc1cc(CSc2ncccc2C(=O)Nc2cc(C)cc(C)c2)ccn1	2220
L9047	CC(=O)Nc1cccc(-c2cnc(NC(C)=O)c(Br)n2)c1	COc1cc(N)cc(OC)c1OC	COc1cc(Nc2nc(-c3cccc(NC(C)=O)c3)cnc2NC(C)=O)cc(OC)c1OC	2221
L9045	Brc1cnc2ccccc2c1	Nc1cc(-c2ccccc2)n[nH]1	c1ccc(-c2cc(Nc3cnc4ccccc4c3)[nH]n2)cc1	2222
L9030	Cc1cc2ccccc2nc1Cl	CCCCCCCCN	CCCCCCCCNc1nc2ccccc2cc1C	2223
