rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles	cluster
L6237	CC(C)CCOc1nc(Cl)ccc1C(=O)NC1C2CC3CC1CC(O)(C3)C2	COC(=O)c1cccc(N)c1	COC(=O)c1cccc(Nc2ccc(C(=O)NC3C4CC5CC3CC(O)(C5)C4)c(OCCC(C)C)n2)c1	753
L6225	FC(F)(F)c1c(Br)c(-c2ccccc2)nn1-c1ccccc1	NCc1ccccc1	FC(F)(F)c1c(NCc2ccccc2)c(-c2ccccc2)nn1-c1ccccc1	754
L6125	Brc1ccccc1	C=CCC[C@H](N)c1ccccc1Br	C=CCC[C@H](Nc1ccccc1)c1ccccc1Br	755
L6008	CC1(C)O[C@H]2CN(Cc3ccccc3)S(=O)(=O)N(Cc3ccccc3Br)C[C@@H]2O1	NC(=O)Cc1ccccc1	CC1(C)O[C@H]2CN(Cc3ccccc3)S(=O)(=O)N(Cc3ccccc3NC(=O)Cc3ccccc3)C[C@@H]2O1	756
L5964	C=Cc1ccc(Cn2c3ccccc3c3cc(Br)ccc32)cc1	CCn1c2ccccc2c2cc(N)ccc21	C=Cc1ccc(Cn2c3ccccc3c3cc(Nc4ccc5c(c4)c4ccccc4n5CC)ccc32)cc1	757
L5758	Clc1nnc(N2CCOCC2)c2nn3ccccc3c12	CCCCN	CCCCNc1nnc(N2CCOCC2)c2nn3ccccc3c12	758
L5710	CCOC(=O)c1ncncc1Br	Nc1ccccc1F	CCOC(=O)c1ncncc1Nc1ccccc1F	759
L5491	COc1cccc2cnc(Cl)nc12	Nc1cc(Cl)cc(Cl)c1	COc1cccc2cnc(Nc3cc(Cl)cc(Cl)c3)nc12	760
L5156	Cn1cnc(Br)c1	NC(=O)c1ccccc1	Cn1cnc(NC(=O)c2ccccc2)c1	761
L5010	CC(C)c1cccc(C(C)C)c1Br	NC[C@@H](NC12CC3CC(CC(C3)C1)C2)c1ccccc1	CC(C)c1cccc(C(C)C)c1NC[C@@H](NC12CC3CC(CC(C3)C1)C2)c1ccccc1	762
L4886	Oc1ncccc1Br	CN([15NH2])C(=O)OC(C)(C)C	CN([15NH]c1cccnc1O)C(=O)OC(C)(C)C	763
L4859	COc1ccnc(OC)c1Cl	Nc1ccccc1OC(F)(F)F	COc1ccnc(OC)c1Nc1ccccc1OC(F)(F)F	764
L4596	FC(F)(F)c1ccc(/C=C/c2nc3c(Cl)ncnc3n2Cc2ccccc2)cc1	COCCN	COCCNc1ncnc2c1nc(/C=C/c1ccc(C(F)(F)F)cc1)n2Cc1ccccc1	765
L4554	CCn1ccc2c(Br)ccnc21	NC(=O)c1ccc(F)cc1	CCn1ccc2c(NC(=O)c3ccc(F)cc3)ccnc21	766
L4331	CC(C)c1cccc(C(C)C)c1Br	NCC1CCCO1	CC(C)c1cccc(C(C)C)c1NCC1CCCO1	767
L3941	Clc1ncccn1	CS(=O)(=O)c1ccc(NC(c2ccccn2)c2cccc(Cl)c2F)c(N)c1	CS(=O)(=O)c1ccc(NC(c2ccccn2)c2cccc(Cl)c2F)c(Nc2ncccn2)c1	768
L3680	O=[N+]([O-])c1ccc(Br)cn1	Cc1cc(CNC(=O)c2ccccc2)ccc1N	Cc1cc(CNC(=O)c2ccccc2)ccc1Nc1ccc([N+](=O)[O-])nc1	769
L3542	Brc1cnc2ccccc2c1	NCCc1cccs1	c1csc(CCNc2cnc3ccccc3c2)c1	770
L3191	Cc1cc(Nc2nc(Cl)ncc2Cl)c(P(C)(C)=O)cc1C	COc1cc(N2CC3(CCN(C)CC3)C2)c(C)cc1N	COc1cc(N2CC3(CCN(C)CC3)C2)c(C)cc1Nc1ncc(Cl)c(Nc2cc(C)c(C)cc2P(C)(C)=O)n1	771
L2809	COc1ccc(Cn2nc(Br)c(C#N)c2Br)cc1	CC(C)(C)OC(=O)CCCCCCCOc1cccc(N)c1	COc1ccc(Cn2nc(Br)c(C#N)c2Nc2cccc(OCCCCCCCC(=O)OC(C)(C)C)c2)cc1	772
L2612	CC1(C)O[C@@H]2[C@@H](CO)C[C@@H](Nc3cc(Cl)ncc3-c3nc4ccccc4s3)[C@@H]2O1	COc1cc(N)ccn1	COc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@H]4OC(C)(C)O[C@H]43)c(-c3nc4ccccc4s3)cn2)ccn1	773
L2416	COc1ccc2c(c1)c(Br)nn2C(=O)OC(C)(C)C	NC1CCN(Cc2ccc3c(c2)OCO3)CC1	COc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)nn2C(=O)OC(C)(C)C	774
L2068	COc1ccc(-n2ccc3c(Cl)ncnc32)cc1	COc1ccc(N)cc1Cl	COc1ccc(-n2ccc3c(Nc4ccc(OC)c(Cl)c4)ncnc32)cc1	775
L2052	Clc1ncc(Cl)c(-c2cccc(-c3ccccc3)c2)n1	Nc1cncc(N2CCCC2=O)c1	O=C1CCCN1c1cncc(Nc2ncc(Cl)c(-c3cccc(-c4ccccc4)c3)n2)c1	776
L871	O=S(=O)(Nc1nccs1)c1ccc(Br)cc1	COc1cccc(O)c1CN	COc1cccc(O)c1CNc1ccc(S(=O)(=O)Nc2nccs2)cc1	777
L779	FC(F)(F)c1ccnc(Br)c1	CC(C)(C)OC(=O)N1CCN(c2cccc(-c3cccc(N)n3)c2)CC1	CC(C)(C)OC(=O)N1CCN(c2cccc(-c3cccc(Nc4cc(C(F)(F)F)ccn4)n3)c2)CC1	778
L536	N#Cc1ccc(Br)cn1	NS(=O)(=O)c1c(F)cccc1F	N#Cc1ccc(NS(=O)(=O)c2c(F)cccc2F)cn1	779
L284	Cc1cc(Cl)nc(CC2CCN(C(=O)OC(C)(C)C)CC2)n1	Cc1ccc(S(=O)(=O)n2nccc2N)cc1	Cc1ccc(S(=O)(=O)n2nccc2Nc2cc(C)nc(CC3CCN(C(=O)OC(C)(C)C)CC3)n2)cc1	780
L197	COc1ccc(S(=O)(=O)N(Cc2csc(Br)n2)C2CCCC2)cc1	NC(=O)c1cccnc1	COc1ccc(S(=O)(=O)N(Cc2csc(NC(=O)c3cccnc3)n2)C2CCCC2)cc1	781
L75	CC(C)(C)OC(=O)N1CCN(c2nc(Cl)nc(NC3Cc4ccccc4C3)n2)CC1	Nc1ccccn1	CC(C)(C)OC(=O)N1CCN(c2nc(Nc3ccccn3)nc(NC3Cc4ccccc4C3)n2)CC1	782
L69	C[C@H](Nc1cncc(Cl)n1)c1ccc(F)cn1	Cc1cc(N)nn1C(=O)OC(C)(C)C	Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1	783
L11757	CC1=Nc2c(F)cc(-c3nc(Cl)ncc3F)cc2C12CCCC2	CCN1CCC(c2ccc(N)nc2)CC1	CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)C4(CCCC4)C(C)=N5)n3)nc2)CC1	784
L4767	OCC1CCN(c2nc(Nc3ccc(F)cc3)nc3cnc(Cl)cc23)CC1	CN(C)C1CCN(c2ccc(N)nc2)CC1	CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1	785
L3454	Clc1cc2c(N3CCOCC3)nc(Oc3cccnc3)nc2cn1	CN(C)C1CCN(c2ccc(N)nc2)CC1	CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Oc5cccnc5)nc4cn3)nc2)CC1	786
L11001	Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Cl)nc(Nc2ccc(C#N)cc2)c1	NCC1CCCO1	Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCC2CCCO2)nc(Nc2ccc(C#N)cc2)c1	787
L7750	COc1cnc(Cl)nc1-c1ccc2ncc(N(C)C)nc2c1	CC(C)(C)OC(=O)N1CCN(c2ccc(N)nc2)CC1	COc1cnc(Nc2ccc(N3CCN(C(=O)OC(C)(C)C)CC3)cn2)nc1-c1ccc2ncc(N(C)C)nc2c1	788
L9352	Fc1cnc(Cl)nc1-c1ccc(CN2CCCC2)o1	CC(C)N1CCN(Cc2ccc(N)nc2)CC1	CC(C)N1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc(CN5CCCC5)o4)n3)nc2)CC1	789
L5071	CC(=O)Nc1cccc2c(Oc3cncc(Cl)n3)cccc12	COc1cc(N)cc(OC)c1OC	COc1cc(Nc2cncc(Oc3cccc4c(NC(C)=O)cccc34)n2)cc(OC)c1OC	790
L7159	O=S(=O)(c1cc(F)ccc1Nc1nc(Cl)ncc1Cl)N1CCOCC1	CN1CCN(Cc2ccc(N)cc2)CC1	CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccc(F)cc4S(=O)(=O)N4CCOCC4)n3)cc2)CC1	791
L13121	N#Cc1nc2ccc(Br)cc2s1	CCc1ccccc1N	CCc1ccccc1Nc1ccc2nc(C#N)sc2c1	792
L11318	COc1ccc2c(Cl)c(-c3ccc(OC(C)=O)cc3)sc2c1	COc1ccc(N)cc1	COc1ccc(Nc2c(-c3ccc(O)cc3)sc3cc(OC)ccc23)cc1	793
L5446	COc1ccc2nc(-c3ccc(C)o3)cc(Cl)c2c1	CN1CCC(N)CC1	COc1ccc2nc(-c3ccc(C)o3)cc(NC3CCN(C)CC3)c2c1	794
L4234	Brc1cccc(-c2nnc(-c3ccccc3)c(-c3ccccc3)n2)n1	COCCCN	COCCCNc1cccc(-c2nnc(-c3ccccc3)c(-c3ccccc3)n2)n1	795
L12321	N#Cc1ccc(Br)cc1	CN(C)CCN	CN(C)CCNc1ccc(C#N)cc1	796
L7784	FC(F)(F)c1ccc2c(Br)cc(C(F)(F)F)nc2c1	COC(=O)c1cc(N)ccn1	COC(=O)c1cc(Nc2cc(C(F)(F)F)nc3cc(C(F)(F)F)ccc23)ccn1	797
L3632	COc1ccc(Br)cn1	NN=C(c1ccccc1)c1ccccc1	COc1ccc(NN=C(c2ccccc2)c2ccccc2)cn1	798
L2181	Brc1ccc2cc[nH]c2c1	COc1cc(-c2nccc3nc(N)nn23)cc(OC)c1OC	COc1cc(-c2nccc3nc(Nc4ccc5cc[nH]c5c4)nn23)cc(OC)c1OC	799
L129	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3)c12	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nnc(C)c2c1cnn2-c1ccc(F)cc1	800
L12515	CC(=O)c1c(Cl)n(S(=O)(=O)c2ccccc2)c2ccccc12	NC(=O)c1cccnc1	CC(=O)c1c(NC(=O)c2cccnc2)n(S(=O)(=O)c2ccccc2)c2ccccc12	801
L11805	COc1ccc2c(c1)c(Br)c(C(=O)OC(C)C)n2Cc1ccccc1	COc1cc(N)cc(OC)c1OC	COc1ccc2c(c1)c(Nc1cc(OC)c(OC)c(OC)c1)c(C(=O)OC(C)C)n2Cc1ccccc1	802
L8790	CCOC(=O)c1ccc(Br)cc1	CS(N)(=O)=O	CCOC(=O)c1ccc(NS(C)(=O)=O)cc1	803
L6390	Brc1cccc(-c2ccccc2)c1	CC(C)(C)S(N)=O	CC(C)(C)S(=O)Nc1cccc(-c2ccccc2)c1	804
L2739	COc1cc(OC)c(Cl)c(COc2c(C)nc(Br)c(C)c2C)c1Cl	COc1ccc([N+](=O)[O-])c(N)c1	COc1ccc([N+](=O)[O-])c(Nc2nc(C)c(OCc3c(Cl)c(OC)cc(OC)c3Cl)c(C)c2C)c1	805
L1555	Fc1cnc(Cl)nc1-c1cnn(C2CCCC2)c1	CC(C)(C)OC(=O)N1CCN(c2ccc(N)c(F)c2)CC1	CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3ncc(F)c(-c4cnn(C5CCCC5)c4)n3)c(F)c2)CC1	806
L11507	CC(=O)c1ccc(Br)cc1	CC(C)C[C@@H](C)N	CC(=O)c1ccc(N[C@H](C)CC(C)C)cc1	807
L11051	Nc1ccc(NC(=O)C2(C(=O)Nc3cccc(Cl)c3)CC2)cc1	CC(C)n1nnc2ccc(-c3nc(Cl)ncc3F)cc21	CC(C)n1nnc2ccc(-c3nc(Nc4ccc(NC(=O)C5(C(=O)Nc6cccc(Cl)c6)CC5)cc4)ncc3F)cc21	808
L7111	O=S(=O)(c1cccc2cnc(Cl)cc12)N1CCCCC1	CCCCN	CCCCNc1cc2c(S(=O)(=O)N3CCCCC3)cccc2cn1	809
L6097	COC(=O)c1ccc(-c2ccnc(Cl)n2)cc1	CCc1nnc(N)s1	CCc1nnc(Nc2nccc(-c3ccc(C(=O)OC)cc3)n2)s1	810
L12994	Brc1ccccn1	Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	FC(F)(F)c1cc(Nc2ccccn2)cc(C(F)(F)F)c1	811
L9744	CC(=O)Nc1ccc(Cl)nc1	NCc1ccccc1	CC(=O)Nc1ccc(NCc2ccccc2)nc1	812
L9604	Cc1ncc(Br)cn1	Nc1cccc(C(F)(F)F)c1	Cc1ncc(Nc2cccc(C(F)(F)F)c2)cn1	813
L9224	Clc1ncc2nnn(C3CCCC3)c2n1	COC(=O)CCCCCCC(=O)Nc1ccc(N)cc1	COC(=O)CCCCCCC(=O)Nc1ccc(Nc2ncc3nnn(C4CCCC4)c3n2)cc1	814
L8242	N#Cc1cc(C(F)(F)F)ccc1Br	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1ccc(C(F)(F)F)cc1C#N	815
L6133	CC(C)[C@H]1COC(c2ccccc2Br)=N1	CC(C)(C)[S@@](N)=O	CC(C)[C@H]1COC(c2ccccc2N[S@@](=O)C(C)(C)C)=N1	816
L4494	COc1ccccc1Br	CC(C)(C)OC(=O)NN	COc1ccccc1NNC(=O)OC(C)(C)C	817
L4022	Brc1cccnc1Br	Nc1ccc2ccccc2n1	Brc1cccnc1Nc1ccc2ccccc2n1	818
L1789	CCn1nc(-c2ccccc2Nc2nc(Cl)ncc2Cl)nc1C	CC(=O)N1CCN(c2ccc(N)cc2)CC1	CCn1nc(-c2ccccc2Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)nc1C	819
L292	CC(C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Cl)cc21	Nc1ccnc(-c2cnn(S(=O)(=O)C3CC3)c2)n1	CC(C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21	820
L12819	Cc1cc([N+](=O)[O-])ccc1Br	CC(C)(C)OC(=O)NN	Cc1cc([N+](=O)[O-])ccc1NNC(=O)OC(C)(C)C	821
L12444	CN1CCN(c2ccc(C#N)c(Cl)c2)CC1	NCc1ccco1	CN1CCN(c2ccc(C#N)c(NCc3ccco3)c2)CC1	822
L12078	Cc1ccc(Cl)cc1	NC(c1ccccc1)c1ccccc1	Cc1ccc(NC(c2ccccc2)c2ccccc2)cc1	823
L11315	CC(C)(C)OC(=O)c1ccc(Br)cc1	NCc1ccccc1	CC(C)(C)OC(=O)c1ccc(NCc2ccccc2)cc1	824
L10903	Brc1ccccn1	COc1ccc(OC)c(N)c1	COc1ccc(OC)c(Nc2ccccn2)c1	825
L9463	N#Cc1ccnc(Cl)c1	Nc1ccccc1Br	N#Cc1ccnc(Nc2ccccc2Br)c1	826
L7253	FC(F)(F)c1cnc(Cl)c(Br)c1	Nc1ccccc1	FC(F)(F)c1cnc(Nc2ccccc2)c(Br)c1	827
L6868	FC(F)(F)c1cccc(Br)n1	NCC1(C2CCN(Cc3ccccc3)CC2)CCOCC1	FC(F)(F)c1cccc(NCC2(C3CCN(Cc4ccccc4)CC3)CCOCC2)n1	828
L2486	CC(C)c1cc(C(C)C)c(-c2cccc(Br)n2)c(C(C)C)c1	CC(C)c1cccc(C(C)C)c1N	CC(C)c1cc(C(C)C)c(-c2cccc(Nc3c(C(C)C)cccc3C(C)C)n2)c(C(C)C)c1	829
L2254	Brc1cccc(-c2nncn2-c2ccccc2)n1	COC(=O)c1cncn1-c1cc(C(N)=O)c(F)cc1F	COC(=O)c1cncn1-c1cc(C(=O)Nc2cccc(-c3nncn3-c3ccccc3)n2)c(F)cc1F	830
L1653	CCCCNc1nc(Cl)nc2[nH]cnc12	Cn1cc(N)cn1	CCCCNc1nc(Nc2cnn(C)c2)nc2[nH]cnc12	831
L1355	O=[N+]([O-])c1cccnc1Cl	CCOC(=O)c1ccc(N)cn1	CCOC(=O)c1ccc(Nc2ncccc2[N+](=O)[O-])cn1	832
L11717	CC(C)n1cnc2c(Cl)nc(Nc3ncccn3)nc21	Nc1cccnc1	CC(C)n1cnc2c(Nc3cccnc3)nc(Nc3ncccn3)nc21	833
L11558	Clc1nc(NC2CCCCC2)c2ccncc2n1	NC1CCOCC1	c1cc2c(NC3CCCCC3)nc(NC3CCOCC3)nc2cn1	834
L10869	Brc1ccccn1	CC(C)c1ccccc1N	CC(C)c1ccccc1Nc1ccccn1	835
L10840	O=[N+]([O-])c1ccc(Br)cc1	NS(=O)(=O)N1CCOCC1	O=[N+]([O-])c1ccc(NS(=O)(=O)N2CCOCC2)cc1	836
L10416	Fc1cccnc1Br	NCCC1C2CC3CC(C2)CC1C3	Fc1cccnc1NCCC1C2CC3CC(C2)CC1C3	837
L9771	COC(=O)c1c(-c2ccccc2)oc2nc(C)c(Cl)nc12	CC(=O)NC(C)C(N)=O	COC(=O)c1c(-c2ccccc2)oc2nc(C)c(NC(=O)C(C)NC(C)=O)nc12	838
L9658	COc1cccc(Nc2cc(Cl)ncn2)c1	Nc1cnc2ccccc2c1	COc1cccc(Nc2cc(Nc3cnc4ccccc4c3)ncn2)c1	839
L8956	O=[N+]([O-])c1c(Cl)ncnc1N1CCOCC1	Nc1ccccc1	O=[N+]([O-])c1c(Nc2ccccc2)ncnc1N1CCOCC1	840
L8589	Cc1cccc(C)c1Cl	CCCCCCN	CCCCCCNc1c(C)cccc1C	841
L7633	Clc1ccccc1	NCC12CCCN1CCC2	c1ccc(NCC23CCCN2CCC3)cc1	842
L7396	CC(C)c1cccc(Br)c1	CC(C)(C)S(N)=O	CC(C)c1cccc(NS(=O)C(C)(C)C)c1	843
L5994	Brc1csc2ccccc12	Nc1ccccc1Br	Brc1ccccc1Nc1csc2ccccc12	844
L5578	Cc1cc(C)c(Br)c(C)c1	NCCNCc1ccccc1	Cc1cc(C)c(NCCNCc2ccccc2)c(C)c1	845
L4398	CCN(CC)CCOc1c(C)n(C)c2ccc(Br)cc12	CCCCCCN	CCCCCCNc1ccc2c(c1)c(OCCN(CC)CC)c(C)n2C	846
L4296	C[C@@H]1COCCN1c1nc(Cl)nc2c(S(C)(=O)=O)csc12	Nc1cccc(F)c1[N+](=O)[O-]	C[C@@H]1COCCN1c1nc(Nc2cccc(F)c2[N+](=O)[O-])nc2c(S(C)(=O)=O)csc12	847
L3910	CC(C)Nc1cc(Cl)nc(Cl)c1	Nc1cc(C(F)(F)F)ccn1	CC(C)Nc1cc(Cl)nc(Nc2cc(C(F)(F)F)ccn2)c1	848
L3794	Brc1cccc2ccc3cccnc3c12	Nc1ccccc1	c1ccc(Nc2cccc3ccc4cccnc4c23)cc1	849
L3667	Brc1cc2ccccc2nc1Br	Nc1ccccn1	Brc1cc2ccccc2nc1Nc1ccccn1	850
L2652	Fc1ccc(-c2ccnc(Cl)n2)cc1	Nc1ccc(S(N)(=O)=O)cc1	NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1	851
L2309	Brc1nnc(-c2ccccc2)c(-c2ccccc2)n1	Nc1ncccc1C1=N[C@@H](c2ccccc2)CO1	c1ccc(-c2nnc(Nc3ncccc3C3=N[C@@H](c4ccccc4)CO3)nc2-c2ccccc2)cc1	852
L2192	Brc1cccc2[nH]ccc12	COc1cc(-c2cncc3nc(N)nn23)cc(OC)c1OC	COc1cc(-c2cncc3nc(Nc4cccc5[nH]ccc45)nn23)cc(OC)c1OC	853
L812	Clc1ccc2ccccc2n1	CC(N)CC12CC3CC(CC(C3)C1)C2	CC(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2ccccc2n1	854
L784	COC(=O)c1cc(Cl)nc(N2CCOCC2)c1	NCc1ccccc1	COC(=O)c1cc(NCc2ccccc2)nc(N2CCOCC2)c1	855
L715	COc1ccc(Cn2cnc3cnc(Br)cc32)cc1	CC(C)(C)OC(=O)N1CCC(COc2nc(N)cnc2C#N)CC1	COc1ccc(Cn2cnc3cnc(Nc4cnc(C#N)c(OCC5CCN(C(=O)OC(C)(C)C)CC5)n4)cc32)cc1	856
L12684	CC(C)(C)NS(=O)(=O)c1cccc(Nc2nc(Cl)nc3cc[nH]c23)c1	CN1CCN(c2ccc(N)cc2)CC1	CN1CCN(c2ccc(Nc3nc(Nc4cccc(S(=O)(=O)NC(C)(C)C)c4)c4[nH]ccc4n3)cc2)CC1	857
L12039	COc1ccc(CNc2nc(Cl)nc3c2ncn3C(C)C)cc1	Nc1ccccc1	COc1ccc(CNc2nc(Nc3ccccc3)nc3c2ncn3C(C)C)cc1	858
L11793	Cc1nc(Cl)cc(N2CCN(C)CC2)n1	CC(C)c1nnc(N)s1	Cc1nc(Nc2nnc(C(C)C)s2)cc(N2CCN(C)CC2)n1	859
L11655	CC(C)(C)c1ccc(-c2cncc(Cl)n2)cc1	Nc1ccc2c(c1)OCCO2	CC(C)(C)c1ccc(-c2cncc(Nc3ccc4c(c3)OCCO4)n2)cc1	860
L11643	Brc1ccccc1	C[C@H](N)c1cccc2ccccc12	C[C@H](Nc1ccccc1)c1cccc2ccccc12	861
L11548	CCN1CCN(c2cc(N)nc(Cl)n2)CC1	Brc1cncc(N2CCOCC2)c1	CCN1CCN(c2cc(Nc3cncc(N4CCOCC4)c3)nc(Cl)n2)CC1	862
L10426	Cc1c(-c2nc(Cl)ncc2F)cnn1C	CN1CCN(c2ccc(N)cc2F)CC1	Cc1c(-c2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)ncc2F)cnn1C	863
L10172	Nc1ccnc(Cl)n1	CC(C)n1cc(C(N)=O)c2cnc(Br)cc21	CC(C)n1cc(C(N)=O)c2cnc(Nc3ccnc(Cl)n3)cc21	864
L9855	Cc1cnc(Cl)nc1-c1cc2ccccc2o1	CCOC(=O)C=Cc1ccc(N)cc1	CCOC(=O)C=Cc1ccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)cc1	865
L8531	Clc1cnc2[nH]c3ccccc3c2c1	COc1cccc(N)c1	COc1cccc(Nc2cnc3[nH]c4ccccc4c3c2)c1	866
L8418	Fc1ccnc(Cl)c1	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1cc(F)ccn1	867
L8411	COc1ccc(Cl)cc1	CN	CNc1ccc(OC)cc1	868
L6552	Clc1ccc2ncccc2c1	COc1ccc(CNC(N)=O)cc1	COc1ccc(CNC(=O)Nc2ccc3ncccc3c2)cc1	869
L6419	CNC(=O)c1cnc(Cl)cc1NC(C)C	Nc1ccnc(N2CC[C@@H](O)[C@@H](F)C2)n1	CNC(=O)c1cnc(Nc2ccnc(N3CC[C@@H](O)[C@@H](F)C3)n2)cc1NC(C)C	870
L6346	CN1CCN(c2cc(Cl)nc(/C=C/c3ccc([N+](=O)[O-])cc3)n2)CC1	CC(C)(C)OC(=O)n1nc(N)cc1C1COC1	CN1CCN(c2cc(Nc3cc(C4COC4)n(C(=O)OC(C)(C)C)n3)nc(/C=C/c3ccc([N+](=O)[O-])cc3)n2)CC1	871
L5616	Cc1cccc(C)c1Cl	NC(=O)c1ccccc1C(F)(F)F	Cc1cccc(C)c1NC(=O)c1ccccc1C(F)(F)F	872
L5516	Cc1ccc(Br)c(C)c1	NCCN(Cc1ccccn1)Cc1ccccn1	Cc1ccc(NCCN(Cc2ccccn2)Cc2ccccn2)c(C)c1	873
L4501	Brc1cccnc1	Cc1cc(N)[nH]n1	Cc1cc(Nc2cccnc2)[nH]n1	874
L4407	O=[N+]([O-])c1cccnc1Cl	NC(=O)c1ccccc1	O=C(Nc1ncccc1[N+](=O)[O-])c1ccccc1	875
L4347	FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1	COCCN	COCCNc1cc(C(F)(F)F)cc(C(F)(F)F)c1	876
L2806	COC(=O)c1ccc(Br)cc1	COc1ccc(CN)cc1Cl	COC(=O)c1ccc(NCc2ccc(OC)c(Cl)c2)cc1	877
L1248	CC(C)c1cc(-c2nc(Cl)ncc2F)ccc1C(=O)O	COc1ccccc1N	COc1ccccc1Nc1ncc(F)c(-c2ccc(C(=O)O)c(C(C)C)c2)n1	878
L568	OCC1CCN(c2nc(Cl)ncc2F)CC1	CC(C)(C)OC(=O)N1CCN(c2ccc(N)cn2)CC1	CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3ncc(F)c(N4CCC(CO)CC4)n3)cn2)CC1	879
L13399	Cc1cc(C#N)cc(C)c1Oc1nc(Cl)ncc1C(N)=O	NC1CCN(c2ccc([N+](=O)[O-])cc2)CC1	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccc([N+](=O)[O-])cc3)CC2)ncc1C(N)=O	880
L13331	O=c1oc2ccccc2cc1-c1ccc(Br)cc1	CC(C)(C)OC(=O)NCCN	CC(C)(C)OC(=O)NCCNc1ccc(-c2cc3ccccc3oc2=O)cc1	881
L13252	C[Si](C)(C)CCOCn1cc(-c2cccnc2)c2c(Oc3ccccc3)nc(Cl)nc21	Nc1ccc(N2CCOCC2)cc1	C[Si](C)(C)CCOCn1cc(-c2cccnc2)c2c(Oc3ccccc3)nc(Nc3ccc(N4CCOCC4)cc3)nc21	882
L13193	CN1CCOc2c1cnn1c(-c3ccc4cccc(Cl)c4c3)nnc21	CC(C)(C)OC(=O)N1CCC(CN)CC1	CN1CCOc2c1cnn1c(-c3ccc4cccc(NCC5CCN(C(=O)OC(C)(C)C)CC5)c4c3)nnc21	883
L13100	CC(C)(C)OC(=O)N(Cc1ccccc1Cl)c1cccc(Br)n1	Nc1ccccc1	CC(C)(C)OC(=O)N(Cc1ccccc1Cl)c1cccc(Nc2ccccc2)n1	884
L13063	Nc1ncncc1Br	NCc1ccccc1	Nc1ncncc1NCc1ccccc1	885
L13026	CC(C)(C)OC(=O)N1CCN(c2ccccc2NC(=O)c2csc(Br)n2)CC1	NC1Cc2ccccc2C1	CC(C)(C)OC(=O)N1CCN(c2ccccc2NC(=O)c2csc(NC3Cc4ccccc4C3)n2)CC1	886
L12892	Clc1ccccn1	C[Si](C)(C)CCS(N)(=O)=O	C[Si](C)(C)CCS(=O)(=O)Nc1ccccn1	887
L12891	CO[C@]1(c2cccc(Br)n2)C[C@H](C)CC[C@H]1C(C)C	CO[C@]1(c2cccc(N)n2)C[C@H](C)CC[C@H]1C(C)C	CO[C@]1(c2cccc(Nc3cccc([C@@]4(OC)C[C@H](C)CC[C@H]4C(C)C)n3)n2)C[C@H](C)CC[C@H]1C(C)C	888
L12882	Brc1ccccc1	CN(C)N	CN(C)Nc1ccccc1	889
L12852	Brc1ccccn1	N[C@H]1CCCc2ccccc21	c1ccc(N[C@H]2CCCc3ccccc32)nc1	890
L12563	Clc1ncccc1C1OCCO1	Nc1ccccc1	c1ccc(Nc2ncccc2C2OCCO2)cc1	891
L12407	Brc1cccnc1	C[C@H]1[C@H]2Cc3ccc(N)cc3[C@]1(C)CCN2CC1CC1	C[C@H]1[C@H]2Cc3ccc(Nc4cccnc4)cc3[C@]1(C)CCN2CC1CC1	892
L12371	Brc1ccc2ccccc2n1	C=CCN	C=CCNc1ccc2ccccc2n1	893
L12222	COc1nc(Cl)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	NC1CCC1	COc1nc(NC2CCC2)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	894
