rxn_id	ligand_1_name	ligand_1_cas	ligand_1_smiles	startingmat_1_cas	startingmat_1_smiles	startingmat_2_cas	startingmat_2_smiles	product_1_smiles	product_1_yield
AN-074	L-074	2118959-55-8	CC(OC1=CC=CC(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)=C1P(C3CCCCC3)C4CCCCC4)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2.2
AN-075	L-075	742103-27-1	CC1(P(C(C)(C)C)C(C)(C)C)C(C2=CC=CC=C2)(C3=CC=CC=C3)C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	7.2
AN-076	L-076	84680-95-5	CC(P([C-]12[CH]3=[CH]4[CH]5=[CH]1[Fe+2]45326789[CH]%10=[CH]6[C-]7(P(C(C)(C)C)C(C)(C)C)[CH]8=[CH]%109)C(C)(C)C)(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	9.2
AN-077	L-077	251320-86-2	CC1=CC=CC=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.8
AN-078	L-078	1810068-31-5	CC(OC1=CC=CC(OC(C)C)=C1C2=C(P(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(OC)=CC=C2OC)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	51.9
AN-079	L-079	1355318-27-2	CC1(C)CCCC(C)(C)P1C2=C(N3C=CC=C3)C=CC=C2	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.9
AN-080	L-080	1663-45-2	P(CCP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.2
AN-081	L-081	1308652-64-3	C1(P(C2CCCCC2)C3CCCCC3)=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	5.9
AN-082	L-082	1160861-60-8	CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(OC)=CC=C2OC	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	63.6
AN-083	L-083		CCC1(CC)CC2(OCCO2)CC(CC)(CC)P1C3=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=CC=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	4.1
AN-084	L-084	150111-89-0	CC(P(CCCCP(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.2
AN-085	L-085		CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2P3C(C)(C4=CC=CC=C4)CC5(OCCO5)CC3(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.8
AN-086	L-086	2565981-01-1	CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2P3C(C)CC4(OCCO4)CC3C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	25.2
AN-087	L-087	224311-49-3	CN(C)C(C=CC=C1)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	80.6
AN-088	L-088	65038-36-0	P(CCCCP(C1CCCCC1)C2CCCCC2)(C3CCCCC3)C4CCCCC4	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2.2
AN-089	L-089	149341-33-3	C12=CC=CC=C1C(C3=NC=CC4=C3C=CC=C4)=C(P(C5=CC=CC=C5)C6=CC=CC=C6)C=C2	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.7
AN-090	L-090	2565981-07-7	CN(C)C(C=CC=C1N(C)C)=C1C2=C(OC)C=CC(OC)=C2P3C(C4=CC=CC=C4)CC5(OCCO5)CC3C6=CC=CC=C6	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	7.6
AN-091	L-091	2489243-29-8	COC1=CC=C(OC(C)(C)C)C(P(C2CCCCC2)C3CCCCC3)=C1C4=C(C(C)C)C=CC=C4C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1
AN-092	L-092	261733-18-0	C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(OC(C(P(C4=CC=CC=C4)C5=CC=CC=C5)=CC=C6)=C6N7)C7=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	4.3
AN-093	L-093	53597-69-6	N12CN3CN(C2)CP(C3)C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.7
AN-094	L-094	2565981-08-8	CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC(OC)=C2P3C(C4=CC=CC=C4)CC5(OCCO5)CC3C6=CC=CC=C6	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	84.2
AN-095	L-095	1160861-59-5	CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P([C@]34C[C@H]5C[C@H](C[C@H](C5)C4)C3)[C@]67C[C@H]8C[C@H](C[C@H](C8)C7)C6)C(OC)=CC=C2OC	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-096	L-096	866081-62-1	CP(C(C)(C)C)C1=NC2=CC=CC=C2N=C1P(C(C)(C)C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2.1
AN-097	L-097	2565981-08-8	COC1=C([P@@]2[C@@H](C3=CC=CC=C3)CC4(OCCO4)C[C@H]2C5=CC=CC=C5)C(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	82.5
AN-098	L-098		COC1=C([P@@]2[C@@H](C3=CC=CC=C3)CC4(OCCO4)C[C@H]2C5=CC=CC=C5)C(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C(OC)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	73.1
AN-099	L-099		CN(C)C1=C(C2=C(OC)C=CC(OC)=C2[P@@]3[C@@H](C4=CC=CC=C4)CC5(OCCO5)C[C@H]3C6=CC=CC=C6)C(N(C)C)=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	24.5
AN-100	L-100		CN(C)C1=C(C2=C(OC)C=CC(OC)=C2[P@@]3[C@@H](C4=CC=CC=C4)CC5(OCCO5)C[C@H]3C6=CC=CC=C6)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	71
AN-101	L-101		COC1=C([P@@]2[C@@H](C3=CC=C(OC)C=C3)CC4(OCCO4)C[C@H]2C5=CC=C(OC)C=C5)C(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C(OC)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	82
AN-102	L-102		COC1=C([P@@]2[C@@H](C3=CC=C(C(F)(F)F)C=C3)CC4(OCCO4)C[C@H]2C5=CC=C(C(F)(F)F)C=C5)C(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C(OC)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	74.3
AN-103	L-103		C[C@@H](CC1(OCCO1)C[C@H]2C)[P@]2C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	49
AN-104	L-104		CC1(C)CC2(OCCO2)CC(C3=CC=CC=C3)(C4=CC=CC=C4)[P@]1C5=C(OC)C=CC=C5C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	9.5
AN-105	L-105		CN(C)C1=C(C2=C(OC)C=CC(OC)=C2P3C(C)(C)CC(OC)CC3(C4=CC=CC=C4)C5=CC=CC=C5)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-106	L-106		CC(CC1(OCCO1)CC23CCCCC3)(C)[P@]2C4=C(OCC5=CC=C(C(F)(F)F)C=C5)C=CC=C4C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2.6
AN-107	L-107		CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC(OCC3=CC=C(C(F)(F)F)C=C3)=C2P4C5(CCCCC5)CC6(OCCO6)CC47CCCCC7)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-108	L-108		CC(CC1(OCCO1)CC23CCCCC3)(C)[P@]2C4=C(OCC5=CC=CC=C5)C=CC=C4C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.2
AN-109	L-109		CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC(OCC3=CC=CC=C3)=C2P4C5(CCCCC5)CC6(OCCO6)CC47CCCCC7)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.7
AN-110	L-110		CC(CC1(OCCO1)CC23CCCCC3)(C)[P@]2C4=C(OC(F)(F)F)C=CC=C4C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-111	L-111		COC1=C(P2C3(CCCCC3)CC4(OCCO4)CC25CCCCC5)C(C6=C(N(C)C)C=CC=C6)=C(OC)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	3.1
AN-112	L-112		COC1=C([P@@]2C(C)(C)CC3(OCCO3)CC24CCCCC4)C(C5=C(N(C)C)C=CC=C5N(C)C)=C(OC)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.9
AN-113	L-113		COC1=C(P2C3(CCCCC3)CC4(OCCO4)CC25CCCCC5)C(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.8
AN-114	L-114		CC1(C)CC2(OCCO2)CC(C)(C)P1C3=C(C4=C(N(C)C)C=CC=C4OC)C=CC=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.6
AN-115	L-115		CC1(C)CC2(OCCO2)CC(C)(C)P1C3=C(C4=C(C=CC=C5)C5=CC=C4)C=CC=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	9.9
AN-116	L-116		CC(C)C(C=C1C(C)C)=CC(C(C)C)=C1C2=C(P3C(C)(C)CCCCC3(C)C)C=CC=C2	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2.1
AN-117	L-117		CC(CC1(OCCO1)CC23CCCCC3)(C)P2C4=C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)C(OC)=CC=C4OC	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.8
AN-118	L-118		CC(CC1(OCCO1)CC2(C)C)(C)P2C3=C(C4=C(OC(C)C)C=CC=C4OC(C)C)C=CC=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	5.1
AN-119	L-119		COC1=C([P@@]2C(C)(C)CC3(OCCO3)CC24CCCCC4)C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-120	L-120		COC1=C([P@@]2C3(CCCCC3)CC4(OCCO4)CC2(C)C)C(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)=C(C)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.9
AN-121	L-121		CC(C)OC1=CC=CC(OC(C)C)=C1C2=CC=CC=C2[P@@]3[C@H](C4=CC=CC=C4)CC5(OCCO5)C[C@@H]3C6=CC=CC=C6	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.4
AN-122	L-122		CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P@@]3[C@H](C4=CC=CC=C4)CC5(OCCO5)C[C@@H]3C6=CC=CC=C6)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	10.9
AN-123	L-123		C[C@](CC1(OCCO1)CC2(C)C)(C3=CC=CC=C3)[P@]2C4=C(OC)C=CC=C4C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.3
AN-124	L-124		CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2P3C4(CCCCC4)CC5(OCCO5)CC36CCCCC6)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2
AN-125	L-125		CC(C=CC(OC)=C1P2C3(CCCCC3)CC4(OCCO4)CC25CCCCC5)=C1C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.9
AN-126	L-126		CO[C@H](CC12CCCCC2)CC3(CCCCC3)[P@]1C4=C(OC)C=CC(OC)=C4C5=C(N(C)C)C=CC=C5N(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.8
AN-127	L-127		C[C@](CC1(OCCO1)CC2(C)C)(C3=CC=CC=C3)[P@]2C4=C(OC)C=CC(OC)=C4C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.1
AN-128	L-128		CN(C)C1=C(C2=C(OC)C=CC(OC)=C2P3[C@@H](C4=CC=C(C(F)(F)F)C=C4)CC5(OCCO5)C[C@@H]3C6=CC=C(C(F)(F)F)C=C6)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	68.2
AN-129	L-129		CC(C=CC(OC)=C1[P@@]2[C@](C)(C3=CC=CC=C3)CC4(OCCO4)CC2(C)C)=C1C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.3
AN-130	L-130		CC(C)C1=C(C2=C(OC)C=CC(OC)=C2[P@@]3[C@](C)(C4=CC=CC=C4)CC5(OCCO5)CC3(C)C)C(C(C)C)=CC(C(C)C)=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	5.6
AN-131	L-131		CC(CC1(OCCO1)CC2(C)C)(C)P2C3=CC=CC=C3N4C=CC=C4	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	3
AN-132	L-132		CC(CC1(OCCO1)CC2(C)C)(C)P2C3=CC=CC=C3C4=C(OC)C=CC=C4OC	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	7
AN-133	L-133		CC1(C)CC2(OCCO2)CC(C)(C)P1C3=C(C4=C(C=CC=C5)C5=CC=C4)C6=C(C=CC=C6)C=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	7.8
AN-134	L-134		CC1(C)CC2(OCCO2)CC(C)(C)P1C3=C(C4=C(C=CC=C5)C5=CC=C4OC)C6=C(C=CC=C6)C=C3	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	4.8
AN-135	L-135		CN(C)C(C=CC=C1N(C)C)=C1C2=C(P3C4(CCCCC4)CC5(OCCO5)CC36CCCCC6)C=CC=C2	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	2
AN-136	L-136		[C@H]1(C2=CC=CC=C2)P(C3=CC=CC=C3)[C@@H](C4=CC=CC=C4)CC5(OCCO5)C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.4
AN-137	L-137		CC(CC1(OCCO1)CC2(C3=CC=CC=C3)C4=CC=CC=C4)(C)P2C5=C(C6=C(C=CC=C7)C7=CC=C6)C=CC=C5	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.2
AN-138	L-138		C1(C2=C(C=CC=C3)C3=CC=C2)=C(P4C(C5=CC=CC=C5)CC6(OCCO6)CC4C7=CC=CC=C7)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	7.5
AN-139	L-139		C1(C2=C(C=CC=C3)C3=CC4=C2C=CC=C4)=C(P5C(C6=CC=CC=C6)CC7(OCCO7)CC5C8=CC=CC=C8)C=CC=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0.7
AN-140	L-140		C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3)=C(P5C(C6=CC=CC=C6)CC7(OCCO7)CC5C8=CC=CC=C8)C=C1	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	6.5
AN-141	L-141		CCC1(CC)CC2(OCCO2)CC(CC)(CC)P1C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	0
AN-142	L-142		CCC1(CC)CC2(OCCO2)CC(CC)(CC)P1C3=C(OC)C=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	1.1
AN-143	L-143		CCC1(CC)CC2(OCCO2)CC(CC)(CC)P1C3=CC=CC=C3C4=C5C(C=CC=C5)=CC=C4	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	5.2
AN-144	L-144		CC1(C)CC2(OCCO2)CC(C3=C(C(F)(F)F)C=CC=C3C(F)(F)F)(C)P1C4=CC=CC=C4C5=C6C(C=CC=C6)=CC=C5	1904-31-0	CN1N=C(N)C=C1	3970-39-6	O=N(=O)C=1C=CC=C(OC)C1Cl	CN1N=C(NC2=C(OC)C=CC=C2[N+]([O-])=O)C=C1	5.1
