,symbol_slice_1,symbol_slice_2,symbol_slice_3,symbol_slice_4,symbol_slice_5,symbol_slice_6,symbol_slice_7,symbol_slice_8,symbol_slice_9,symbol_slice_10,symbol_slice_11,symbol_slice_12,symbol_slice_13,symbol_slice_14,symbol_slice_15,symbol_slice_16,symbol_slice_17,symbol_slice_18,symbol_slice_19,symbol_slice_20,disp_slice_1,disp_slice_2,disp_slice_3,disp_slice_4,disp_slice_5,disp_slice_6,disp_slice_7,disp_slice_8,disp_slice_9,disp_slice_10,disp_slice_11,disp_slice_12,disp_slice_13,disp_slice_14,disp_slice_15,disp_slice_16,disp_slice_17,disp_slice_18,disp_slice_19,disp_slice_20,pol_slice_1,pol_slice_2,pol_slice_3,pol_slice_4,pol_slice_5,pol_slice_6,pol_slice_7,pol_slice_8,pol_slice_9,pol_slice_10,pol_slice_11,pol_slice_12,pol_slice_13,pol_slice_14,pol_slice_15,pol_slice_16,pol_slice_17,pol_slice_18,pol_slice_19,pol_slice_20,charge_slice_1,charge_slice_2,charge_slice_3,charge_slice_4,charge_slice_5,charge_slice_6,charge_slice_7,charge_slice_8,charge_slice_9,charge_slice_10,charge_slice_11,charge_slice_12,charge_slice_13,charge_slice_14,charge_slice_15,charge_slice_16,charge_slice_17,charge_slice_18,charge_slice_19,charge_slice_20,covCN_slice_1,covCN_slice_2,covCN_slice_3,covCN_slice_4,covCN_slice_5,covCN_slice_6,covCN_slice_7,covCN_slice_8,covCN_slice_9,covCN_slice_10,covCN_slice_11,covCN_slice_12,covCN_slice_13,covCN_slice_14,covCN_slice_15,covCN_slice_16,covCN_slice_17,covCN_slice_18,covCN_slice_19,covCN_slice_20,f+_slice_1,f+_slice_2,f+_slice_3,f+_slice_4,f+_slice_5,f+_slice_6,f+_slice_7,f+_slice_8,f+_slice_9,f+_slice_10,f+_slice_11,f+_slice_12,f+_slice_13,f+_slice_14,f+_slice_15,f+_slice_16,f+_slice_17,f+_slice_18,f+_slice_19,f+_slice_20,f-_slice_1,f-_slice_2,f-_slice_3,f-_slice_4,f-_slice_5,f-_slice_6,f-_slice_7,f-_slice_8,f-_slice_9,f-_slice_10,f-_slice_11,f-_slice_12,f-_slice_13,f-_slice_14,f-_slice_15,f-_slice_16,f-_slice_17,f-_slice_18,f-_slice_19,f-_slice_20,f0_slice_1,f0_slice_2,f0_slice_3,f0_slice_4,f0_slice_5,f0_slice_6,f0_slice_7,f0_slice_8,f0_slice_9,f0_slice_10,f0_slice_11,f0_slice_12,f0_slice_13,f0_slice_14,f0_slice_15,f0_slice_16,f0_slice_17,f0_slice_18,f0_slice_19,f0_slice_20,max_bond_order_slice_1,max_bond_order_slice_2,max_bond_order_slice_3,max_bond_order_slice_4,max_bond_order_slice_5,max_bond_order_slice_6,max_bond_order_slice_7,max_bond_order_slice_8,max_bond_order_slice_9,max_bond_order_slice_10,max_bond_order_slice_11,max_bond_order_slice_12,max_bond_order_slice_13,max_bond_order_slice_14,max_bond_order_slice_15,max_bond_order_slice_16,max_bond_order_slice_17,max_bond_order_slice_18,max_bond_order_slice_19,max_bond_order_slice_20,C_rdf_slice_1,C_rdf_slice_2,C_rdf_slice_3,C_rdf_slice_4,C_rdf_slice_5,C_rdf_slice_6,C_rdf_slice_7,C_rdf_slice_8,C_rdf_slice_9,C_rdf_slice_10,C_rdf_slice_11,C_rdf_slice_12,C_rdf_slice_13,C_rdf_slice_14,C_rdf_slice_15,C_rdf_slice_16,C_rdf_slice_17,C_rdf_slice_18,C_rdf_slice_19,C_rdf_slice_20,N_rdf_slice_1,N_rdf_slice_2,N_rdf_slice_3,N_rdf_slice_4,N_rdf_slice_5,N_rdf_slice_6,N_rdf_slice_7,N_rdf_slice_8,N_rdf_slice_9,N_rdf_slice_10,N_rdf_slice_11,N_rdf_slice_12,N_rdf_slice_13,N_rdf_slice_14,N_rdf_slice_15,N_rdf_slice_16,N_rdf_slice_17,N_rdf_slice_18,N_rdf_slice_19,N_rdf_slice_20,S_rdf_slice_1,S_rdf_slice_2,S_rdf_slice_3,S_rdf_slice_4,S_rdf_slice_5,S_rdf_slice_6,S_rdf_slice_7,S_rdf_slice_8,S_rdf_slice_9,S_rdf_slice_10,S_rdf_slice_11,S_rdf_slice_12,S_rdf_slice_13,S_rdf_slice_14,S_rdf_slice_15,S_rdf_slice_16,S_rdf_slice_17,S_rdf_slice_18,S_rdf_slice_19,S_rdf_slice_20,O_rdf_slice_1,O_rdf_slice_2,O_rdf_slice_3,O_rdf_slice_4,O_rdf_slice_5,O_rdf_slice_6,O_rdf_slice_7,O_rdf_slice_8,O_rdf_slice_9,O_rdf_slice_10,O_rdf_slice_11,O_rdf_slice_12,O_rdf_slice_13,O_rdf_slice_14,O_rdf_slice_15,O_rdf_slice_16,O_rdf_slice_17,O_rdf_slice_18,O_rdf_slice_19,O_rdf_slice_20,F_rdf_slice_1,F_rdf_slice_2,F_rdf_slice_3,F_rdf_slice_4,F_rdf_slice_5,F_rdf_slice_6,F_rdf_slice_7,F_rdf_slice_8,F_rdf_slice_9,F_rdf_slice_10,F_rdf_slice_11,F_rdf_slice_12,F_rdf_slice_13,F_rdf_slice_14,F_rdf_slice_15,F_rdf_slice_16,F_rdf_slice_17,F_rdf_slice_18,F_rdf_slice_19,F_rdf_slice_20
el2401,0.0,26.154867199999998,20.579574399999995,0.0,50.8884033504,20.285554150400003,61.444702950399986,87.59957015039998,84.03989439999998,59.606624,0.0,15.5985676,20.579574399999995,11.150585600000003,56.75771639999999,37.3054528,48.4560384,5.5752928000000015,5.5752928000000015,0.0,0.0,32.509,23.973,0.0,66.22800000000001,20.493,63.373,85.41399999999999,77.902,38.495999999999995,0.0,28.527,23.084,4.295,66.025,27.749999999999996,34.125,2.369,2.333,0.0,0.0,11.330000000000002,8.03,0.0,20.908,8.061,22.284,29.854000000000003,29.954,23.170999999999992,0.0,7.919,7.879,4.582,20.348,13.696,18.605,2.407,2.388,0.0,0.0,-0.03,0.189,0.0,-0.14599999999999996,-0.196,0.09299999999999999,-0.101,-0.16000000000000003,0.28,0.0,-0.296,0.236,0.129,-0.186,0.139,0.153,0.046,0.049,0.0,0.0,3.873,2.93,0.0,6.260000000000001,2.63,9.037,14.031,14.968000000000002,10.232000000000001,0.0,1.916,2.919,1.8490000000000002,10.251999999999999,6.524,8.374,0.925,0.925,0.0,0.0,0.057,0.055,0.0,0.113,0.024,0.062,0.07999999999999999,0.019999999999999997,0.093,0.0,0.095,0.005,0.008,0.019000000000000003,0.054,0.038000000000000006,0.021,0.001,0.0,0.0,0.08399999999999999,0.01,0.0,0.051000000000000004,0.018000000000000002,0.027000000000000003,0.069,0.045,0.11299999999999999,0.0,0.079,-0.002,0.041,0.064,0.081,0.08999999999999998,0.032,-0.002,0.0,0.0,0.07,0.032,0.0,0.081,0.022,0.045,0.075,0.033,0.10500000000000001,0.0,0.087,0.002,0.024,0.041999999999999996,0.068,0.063,0.027,0.0,0.0,0.0,2.346,1.411,0.0,4.412999999999999,2.136,4.843,6.654999999999999,6.923,7.8709999999999996,0.0,1.436,1.28,1.95,3.284,3.947,5.8919999999999995,0.984,0.98,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2402,0.0,15.5985676,20.579574399999995,21.173860400000002,0.0,0.0,0.0,0.0,0.0,71.19084674239998,0.0,20.579574399999995,36.178141999999994,20.579574399999995,21.173860400000002,20.579574399999995,5.5752928000000015,26.154867199999998,0.0,348.47770323519995,0.0,27.216,24.842,29.915,0.0,0.0,0.0,0.0,0.0,74.999,0.0,26.252,51.925,25.349,23.72,27.873,2.058,31.4,0.0,402.87499999999994,0.0,7.734,8.175,10.094999999999999,0.0,0.0,0.0,0.0,0.0,28.477,0.0,8.311,15.853000000000002,8.219,9.198,8.652,2.243,11.203,0.0,139.35499999999996,0.0,-0.244,0.145,-0.202,0.0,0.0,0.0,0.0,0.0,-0.07200000000000001,0.0,0.039,-0.10899999999999999,0.102,0.047,0.006,0.073,0.009000000000000001,0.0,0.1449999999999999,0.0,1.898,2.945,2.755,0.0,0.0,0.0,0.0,0.0,9.408000000000001,0.0,3.237,5.052,3.181,3.744,2.836,0.926,3.827,0.0,48.824999999999996,0.0,0.041,0.016,0.082,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.014,0.054,0.024,0.06,0.01,0.021,0.044,0.0,0.3650000000000001,0.0,0.083,-0.002,0.10900000000000001,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.013,0.068,0.0,0.054,0.011,0.017,0.031,0.0,0.45300000000000007,0.0,0.062,0.007,0.095,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.013,0.061,0.012,0.056,0.01,0.019,0.038,0.0,0.40900000000000014,0.0,1.423,1.45,2.404,0.0,0.0,0.0,0.0,0.0,6.733,0.0,1.305,2.952,1.61,2.137,1.777,0.954,2.731,0.0,28.880999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
el2403,0.0,15.5985676,20.579574399999995,0.0,14.7102613504,20.579574399999995,16.725878400000006,0.0,0.0,0.0,0.0,15.5985676,20.579574399999995,11.150585600000003,35.289835750399995,5.5752928000000015,0.0,0.0,0.0,0.0,0.0,28.687,21.237,0.0,17.394,20.536,5.994999999999999,0.0,0.0,0.0,0.0,29.428,21.228,4.073,38.004000000000005,1.94,0.0,0.0,0.0,0.0,0.0,7.941,7.558,0.0,5.631,6.5,6.632000000000001,0.0,0.0,0.0,0.0,8.043,7.556,4.464,12.143,2.178,0.0,0.0,0.0,0.0,0.0,-0.303,0.34,0.0,-0.204,0.018,0.235,0.0,0.0,0.0,0.0,-0.331,0.341,0.149,-0.191,0.084,0.0,0.0,0.0,0.0,0.0,1.91,2.927,0.0,1.709,3.664,2.773,0.0,0.0,0.0,0.0,1.907,2.922,1.848,5.372,0.925,0.0,0.0,0.0,0.0,0.0,0.114,0.037,0.0,0.078,-0.029,0.108,0.0,0.0,0.0,0.0,0.108,0.04,0.059,0.048,0.049,0.0,0.0,0.0,0.0,0.0,0.147,-0.005,0.0,0.078,-0.023,0.14100000000000001,0.0,0.0,0.0,0.0,0.125,-0.003,0.078,0.052,0.058,0.0,0.0,0.0,0.0,0.0,0.131,0.016,0.0,0.078,-0.026,0.125,0.0,0.0,0.0,0.0,0.117,0.018,0.068,0.05,0.053,0.0,0.0,0.0,0.0,0.0,1.418,1.339,0.0,1.186,0.979,2.929,0.0,0.0,0.0,0.0,1.379,1.323,1.95,2.162,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2404,0.0,15.5985676,20.579574399999995,5.5752928000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5985676,20.579574399999995,5.5752928000000015,15.5985676,20.579574399999995,31.730159999999998,20.579574399999995,41.15914879999999,45.03597954239999,0.0,27.558,26.297,2.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.354,24.288,1.107,23.883,26.369,33.81,29.796,52.891999999999996,45.23,0.0,7.783,8.411,2.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.896,8.081,1.648,7.258,8.42,13.556,8.952,16.842,17.533,0.0,-0.258,0.076,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.173,0.2,-0.133,0.073,0.06,-0.072,0.149,-0.15600000000000003,0.0,1.903,2.944,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.928,2.91,0.86,2.712,2.908,4.772,2.924,5.711,5.555,0.0,0.096,0.04,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.046,0.04,0.024,0.04,0.096,0.028,0.051000000000000004,0.208,0.0,0.133,0.005,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.004,0.041,0.06,0.017,0.096,0.017,0.041,0.197,0.0,0.115,0.022,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.025,0.041,0.042,0.029,0.096,0.022,0.046,0.20299999999999999,0.0,1.399,1.489,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409,1.315,0.922,1.204,1.366,3.38,1.412,2.863,4.334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
el2405,0.0,15.5985676,20.579574399999995,5.5752928000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5985676,26.154867199999998,20.579574399999995,36.178141999999994,31.730159999999998,41.15914879999999,26.154867199999998,11.150585600000003,0.0,0.0,27.673,26.31,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.073,26.317,29.201,50.191,32.305,58.218999999999994,31.346,5.023,0.0,0.0,7.799,8.413,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.856,10.306000000000001,8.861,15.669,12.952,17.695,11.331000000000001,4.9559999999999995,0.0,0.0,-0.263,0.076,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.279,0.248,-0.048,-0.05700000000000001,0.193,-0.089,-0.002999999999999999,0.07,0.0,0.0,1.904,2.942,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918,3.835,2.92,5.609,4.708,5.846,3.8440000000000003,1.852,0.0,0.0,0.102,0.044,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.076,0.015,0.056,0.106,0.065,0.063,0.108,0.0,0.0,0.126,0.007,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.037,0.023,0.082,0.112,0.069,0.069,0.11499999999999999,0.0,0.0,0.114,0.026,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.057,0.019,0.069,0.109,0.068,0.066,0.11199999999999999,0.0,0.0,1.412,1.514,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399,2.275,1.45,2.596,3.3529999999999998,2.894,2.425,1.942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2406,0.0,26.154867199999998,20.579574399999995,0.0,5.5752928000000015,0.0,14.7102613504,0.0,0.0,0.0,0.0,41.15914879999999,36.178141999999994,0.0,5.5752928000000015,0.0,14.7102613504,0.0,0.0,0.0,0.0,30.708,28.361,0.0,1.781,0.0,21.139,0.0,0.0,0.0,0.0,55.564,53.414,0.0,1.776,0.0,21.12,0.0,0.0,0.0,0.0,10.969000000000001,8.733,0.0,2.087,0.0,6.166,0.0,0.0,0.0,0.0,17.158,15.972000000000001,0.0,2.084,0.0,6.163,0.0,0.0,0.0,0.0,0.053000000000000005,-0.014,0.0,0.1,0.0,-0.374,0.0,0.0,0.0,0.0,0.145,-0.201,0.0,0.101,0.0,-0.373,0.0,0.0,0.0,0.0,3.8800000000000003,2.918,0.0,0.926,0.0,0.93,0.0,0.0,0.0,0.0,4.918,3.837,0.0,0.926,0.0,0.93,0.0,0.0,0.0,0.0,0.083,0.044,0.0,0.059,0.0,0.133,0.0,0.0,0.0,0.0,0.054,0.131,0.0,0.049,0.0,0.137,0.0,0.0,0.0,0.0,0.081,0.018,0.0,0.053,0.0,0.108,0.0,0.0,0.0,0.0,0.056999999999999995,0.185,0.0,0.047,0.0,0.109,0.0,0.0,0.0,0.0,0.08199999999999999,0.031,0.0,0.056,0.0,0.121,0.0,0.0,0.0,0.0,0.055,0.15799999999999997,0.0,0.048,0.0,0.123,0.0,0.0,0.0,0.0,2.4210000000000003,1.459,0.0,0.956,0.0,1.457,0.0,0.0,0.0,0.0,4.208,4.223,0.0,0.956,0.0,1.458,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2407,0.0,26.154867199999998,20.579574399999995,0.0,5.5752928000000015,0.0,0.0,0.0,0.0,0.0,0.0,52.30973439999999,41.15914879999999,16.725878400000006,5.5752928000000015,0.0,0.0,0.0,0.0,0.0,0.0,31.296999999999997,28.789,0.0,2.417,0.0,0.0,0.0,0.0,0.0,0.0,54.108000000000004,51.332,7.427999999999999,2.408,0.0,0.0,0.0,0.0,0.0,0.0,11.202,8.799,0.0,2.431,0.0,0.0,0.0,0.0,0.0,0.0,20.066000000000003,15.57,7.382,2.427,0.0,0.0,0.0,0.0,0.0,0.0,0.010999999999999996,-0.032,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.04699999999999999,-0.135,0.11300000000000002,0.043,0.0,0.0,0.0,0.0,0.0,0.0,3.886,2.922,0.0,0.926,0.0,0.0,0.0,0.0,0.0,0.0,8.653,6.684,2.774,0.926,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.058,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,0.034,0.113,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.045,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.009000000000000001,0.168,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.052,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.11900000000000001,0.022000000000000002,0.141,0.076,0.0,0.0,0.0,0.0,0.0,0.0,2.407,1.439,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,4.3790000000000004,2.444,2.949,0.968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2408,0.0,26.154867199999998,15.5985676,20.579574399999995,0.0,0.0,5.5752928000000015,0.0,0.0,0.0,0.0,26.154867199999998,20.579574399999995,0.0,20.579574399999995,46.73444159999999,0.0,41.15914879999999,31.730159999999998,5.5752928000000015,0.0,29.122,27.258,24.91,0.0,0.0,1.226,0.0,0.0,0.0,0.0,30.922,28.505,0.0,28.282,57.82900000000001,0.0,58.213,33.758,2.478,0.0,10.828,7.737,8.182,0.0,0.0,1.735,0.0,0.0,0.0,0.0,11.119,8.754,0.0,8.72,19.704,0.0,17.694,13.749999999999998,2.461,0.0,0.108,-0.246,0.138,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.030000000000000002,-0.023,0.0,-0.014,0.067,0.0,-0.089,0.040999999999999995,0.038,0.0,3.8880000000000003,1.834,3.085,0.0,0.0,0.86,0.0,0.0,0.0,0.0,3.8770000000000002,3.075,0.0,3.068,6.92,0.0,5.829,4.776,0.926,0.0,0.12,0.099,0.007,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.12,0.041,0.0,0.034,0.10800000000000001,0.0,0.046,0.16499999999999998,0.066,0.0,0.074,0.099,0.01,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.065,0.035,0.0,0.017,0.092,0.0,0.074,0.129,0.054,0.0,0.096,0.099,0.009,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.093,0.038,0.0,0.025,0.1,0.0,0.06,0.147,0.06,0.0,2.404,1.443,1.364,0.0,0.0,0.939,0.0,0.0,0.0,0.0,2.38,1.389,0.0,1.363,3.8059999999999996,0.0,2.944,3.407,0.971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
el2409,0.0,26.154867199999998,15.5985676,20.579574399999995,0.0,26.154867199999998,41.753434799999994,52.30973439999999,20.579574399999995,84.03989439999998,0.0,26.154867199999998,20.579574399999995,0.0,15.5985676,20.579574399999995,15.5985676,21.173860400000002,0.0,83.74587415039998,0.0,29.323,26.881,27.222,0.0,26.163,47.596000000000004,60.245,28.964,96.45199999999998,0.0,31.148,25.854,0.0,29.484,22.983,29.833,25.578,0.0,72.028,0.0,10.89,7.683,8.558,0.0,10.161,16.320999999999998,21.563,8.826,36.374,0.0,11.103,8.341,0.0,8.048,7.859,8.096,9.013,0.0,30.045999999999996,0.0,0.096,-0.23,0.035,0.0,0.271,-0.128,0.20299999999999999,-0.039,0.038000000000000006,0.0,0.02600000000000001,0.096,0.0,-0.333,0.241,-0.346,0.035,0.0,0.11999999999999998,0.0,3.8560000000000003,1.837,2.958,0.0,3.797,7.373,7.6770000000000005,2.924,12.462000000000002,0.0,3.886,2.985,0.0,1.852,2.872,1.864,3.5669999999999997,0.0,13.567999999999998,0.0,0.07300000000000001,0.087,0.014,0.0,0.043,0.030999999999999996,0.081,0.015,0.17200000000000001,0.0,0.107,0.013,0.0,0.051,0.014,0.052,0.06,0.0,0.051,0.0,0.058,0.092,0.015,0.0,0.018,0.028,0.08399999999999999,0.011,0.163,0.0,0.056999999999999995,0.011,0.0,0.11,0.0,0.076,0.072,0.0,0.08399999999999999,0.0,0.066,0.09,0.014,0.0,0.031,0.030000000000000002,0.083,0.013,0.167,0.0,0.082,0.012,0.0,0.081,0.007,0.064,0.066,0.0,0.068,0.0,2.48,1.519,1.324,0.0,2.325,3.239,4.752000000000001,1.446,8.212,0.0,2.476,1.311,0.0,1.348,1.348,1.398,2.1670000000000003,0.0,7.782000000000001,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
