ligand_1_name	buried_volume_2.0A	buried_volume_3.5A	buried_volume_5.0A	quadrant_buried_volume_ligand_max	quadrant_buried_volume_ligand_range_max	quadrant_total_volume_ligand_min	quadrant_total_volume_ligand_range_max	pyramidalization_alpha	sterimol_ligand_B1	sterimol_ligand_B5	buried_sterimol_ligand_L	buried_sterimol_ligand_B1	buried_sterimol_ligand_B5	distance_Pd_N	distance_Pd_C	distance_Pd_O	distance_avg_amine_N_H	distance_amine_N_C	distance_carb_C_OH	distance_carb_C_O	distance_carb_OH_O	homo_lumo	partial_charge_metal	partial_charge_phosphine	partial_charge_amine_nitrogen	partial_charge_carbon	partial_charge_carboxylic_oxygen	partial_charge_carbonyl_oxygen	partial_charge_avg_amine_proton	partial_charge_amine_carbon	partial_charge_carbonyl_carbon	fukui_f_plus_amine_nitrogen	fukui_f_minus_amine_nitrogen	fukui_f_plus_aryl_carbon	fukui_f_minus_aryl_carbon	fukui_f_plus_carb_oh	fukui_f_minus_carb_oh	fukui_f_plus_avg_amine_proton	fukui_f_minus_avg_amine_proton	global_nucleophilicity	bond_order_Pd_P	bond_order_Pd_N	bond_order_Pd_C	bond_order_Pd_O	mlep_Pd_C	mlep_Pd_O	num_conformers	min_buried_volume_2.0A	min_buried_volume_ipso_2.5A	min_buried_volume_ipso_3.5A	min_quadrant_buried_volume_ligand_max	min_quadrant_buried_volume_ligand_range_max	min_quadrant_total_volume_ligand_max	min_quadrant_total_volume_ligand_range_max	min_P_int_phosphine	min_P_int_ipso_carbon	min_pyramidalization_alpha	min_sasa_phosphine_area	min_sterimol_ligand_L	min_sterimol_ligand_B1	min_sterimol_ligand_B5	min_buried_sterimol_ligand_L	min_buried_sterimol_ligand_B1	min_buried_sterimol_ligand_B5	min_distance_Pd_P	min_distance_Pd_C	min_distance_Pd_O	min_distance_avg_amine_N_H	min_distance_amine_N_C	min_distance_carb_C_OH	min_distance_carb_C_O	min_distance_carb_OH_O	min_homo_lumo	min_partial_charge_metal	min_partial_charge_phosphine	min_partial_charge_amine_nitrogen	min_partial_charge_carbon	min_partial_charge_carboxylic_oxygen	min_partial_charge_carbonyl_oxygen	min_partial_charge_avg_amine_proton	min_partial_charge_amine_carbon	min_partial_charge_carbonyl_carbon	min_fukui_f_plus_amine_nitrogen	min_fukui_f_minus_amine_nitrogen	min_fukui_f_plus_aryl_carbon	min_fukui_f_minus_aryl_carbon	min_fukui_f_plus_carb_oh	min_fukui_f_minus_carb_oh	min_fukui_f_plus_avg_amine_proton	min_fukui_f_minus_avg_amine_proton	min_global_nucleophilicity	min_tolman_electronic_parameter	min_bond_order_Pd_N	min_bond_order_Pd_C	min_bond_order_Pd_O	min_mlep_Pd_P	min_mlep_Pd_N	max_buried_volume_2.0A	max_buried_volume_3.5A	max_buried_volume_5.0A	max_buried_volume_ipso_2.5A	max_buried_volume_ipso_3.5A	max_quadrant_buried_volume_ligand_max	max_quadrant_buried_volume_ligand_range_max	max_quadrant_total_volume_ligand_max	max_quadrant_total_volume_ligand_min	max_P_int_ligand	max_P_int_phosphine	max_P_int_ipso_carbon	max_pyramidalization_alpha	max_sasa_ligand_area	max_sasa_phosphine_area	max_sterimol_ligand_L	max_sterimol_ligand_B1	max_sterimol_ligand_B5	max_buried_sterimol_ligand_L	max_buried_sterimol_ligand_B1	max_buried_sterimol_ligand_B5	max_distance_Pd_P	max_distance_Pd_N	max_distance_Pd_C	max_distance_Pd_O	max_distance_avg_amine_N_H	max_distance_amine_N_C	max_distance_carb_C_OH	max_distance_carb_C_O	max_distance_carb_OH_O	max_homo_lumo	max_partial_charge_metal	max_partial_charge_phosphine	max_partial_charge_amine_nitrogen	max_partial_charge_carbon	max_partial_charge_carboxylic_oxygen	max_partial_charge_carbonyl_oxygen	max_partial_charge_avg_amine_proton	max_partial_charge_amine_carbon	max_partial_charge_carbonyl_carbon	max_fukui_f_plus_amine_nitrogen	max_fukui_f_minus_amine_nitrogen	max_fukui_f_minus_aryl_carbon	max_fukui_f_plus_carb_oh	max_fukui_f_minus_carb_oh	max_fukui_f_plus_avg_amine_proton	max_fukui_f_minus_avg_amine_proton	max_global_electrophilicity	max_bond_order_Pd_N	max_bond_order_Pd_C	max_bond_order_Pd_O	product_1_yield	buchwald-type
L-038	10.469951121154429	67.29183853783702	203.53914333871623	43.51933623286606	24.926835340652385	41.29688935494082	215.7646105595508	28.32866758490361	5.30738924221623	11.26791723175547	7.1366661129948366	4.917710638750932	7.907658482017566	2.189582035558429	1.9956753775262948	2.0921779909775573	1.017299839	1.4759668326519904	1.273569239562978	1.2374419936669443	2.215691581997409	8.2446697637552	0.0992331937903	0.626220371481	0.0323562521598	0.0131142201947	-0.1823262368472	-0.2454322047997	0.0380098416	-0.0588081142579	-0.0894063167874	-0.0124556899999999	-0.0290245799999999	0.00401869	-0.0086019399999999	0.00331919	0.0096016199999999	0.010262165	0.02132477	-5.085443256	0.8155875149999999	0.306444925	0.7866220700000001	0.461227434	1.9669768017601432	1.0205885152496783	19	10.135530844174507	64.14579348145587	164.2530505582913	43.37575783063001	23.279745799434863	249.4506809754053	206.37870837692645	32.43509340231141	48.11325894052271	26.956816912228035	4.649986813594396	9.772934011289422	5.166125634123619	11.003211079534378	7.064393958043397	4.673156260742962	7.802837600452094	2.3575543520414426	1.9905425610657397	2.0712183152444386	1.01632	1.4751795261619485	1.2712820421935878	1.2289428206710196	2.2079570115067013	7.8116266	0.09290885	0.61336013	0.02650189	0.00115221	-0.19410143	-0.26215335	0.03447	-0.06162562	-0.09427574	-0.016	-0.032	0.001	-0.013	0.0	0.008	0.0095	0.017	-5.1581	2061.38962224	0.2984	0.782	0.443	0.9575732784959846	0.7470420822754552	10.636411491079492	68.02040920416239	206.91282540957812	64.45262959165152	167.4346925172221	43.975061197647534	26.37876129066164	275.47318300878226	50.51785239443464	22.47041715323289	34.54951145034897	58.57809441986844	28.711931176115268	793.862051057128	5.149985395701316	10.246252965636616	5.477952741942048	11.480614495654956	7.281480804519508	5.183611831862784	7.966396072504026	2.393563012546818	2.2076724794829548	2.0032434965938446	2.118654334663016	1.01798	1.479505447042025	1.2756992641420286	1.2410640733094251	2.244034265882503	8.29551759	0.1147298	0.62879006	0.03458542	0.03049222	-0.17166032	-0.23886874	0.04402	-0.05694854	-0.08266154	-0.012	-0.027	-0.006	0.005	0.017	0.012	0.0235	1.3598	0.3255	0.7892	0.4827	6.1	1
L-039	8.791915804312758	49.96391124920491	152.7599964434451	44.02840233502606	36.36924255026276	8.37191857597913	196.90813414306865	20.342047410103124	5.741739233643427	11.08222866106177	7.240043889671865	5.725286639252979	7.987257727569837	2.1940610009017143	2.0002830897344555	2.0759571678323008	1.01797	1.4837682974267552	1.277418146724434	1.2306322698137335	2.2453776107671075	7.88058566	0.11561239	0.59694651	0.01924798	-0.00908736	-0.20600298	-0.24072939	0.0415	-0.05678908	-0.08852263	-0.018	-0.022	-0.002	-0.014	0.002	0.003	0.0095	0.009	-4.9525	0.9063	0.3227	0.7773	0.4704	1.9454592802796125	1.2945933037441302	1	8.791915804312758	63.23700458563336	160.774371677488	44.02840233502606	36.36924255026276	205.28005271904777	196.90813414306865	28.598712190752337	41.93665905503166	20.342047410103124	14.659958427375008	10.524091826469352	5.741739233643427	11.08222866106177	7.240043889671865	5.725286639252979	7.987257727569837	2.323133657967284	2.0002830897344555	2.0759571678323008	1.01797	1.4837682974267552	1.277418146724434	1.2306322698137335	2.2453776107671075	7.88058566	0.11561239	0.59694651	0.01924798	-0.00908736	-0.20600298	-0.24072939	0.0415	-0.05678908	-0.08852263	-0.018	-0.022	-0.002	-0.014	0.002	0.003	0.0095	0.009	-4.9525	2071.39806892	0.3227	0.7773	0.4704	1.1846678969482969	0.7471395006010231	8.791915804312758	49.96391124920491	152.7599964434451	63.23700458563336	160.774371677488	44.02840233502606	36.36924255026276	205.28005271904777	8.37191857597913	22.267962156739134	28.598712190752337	41.93665905503166	20.342047410103124	600.3531436403772	14.659958427375008	10.524091826469352	5.741739233643427	11.08222866106177	7.240043889671865	5.725286639252979	7.987257727569837	2.323133657967284	2.1940610009017143	2.0002830897344555	2.0759571678323008	1.01797	1.4837682974267552	1.277418146724434	1.2306322698137335	2.2453776107671075	7.88058566	0.11561239	0.59694651	0.01924798	-0.00908736	-0.20600298	-0.24072939	0.0415	-0.05678908	-0.08852263	-0.018	-0.022	-0.014	0.002	0.003	0.0095	0.009	1.4831	0.3227	0.7773	0.4704	7.5	1
L-040	9.772682312581304	60.11496860833817	180.03900851189383	44.04140639182565	29.210276259753613	23.867080416913865	197.5503390416043	26.310170660298628	4.66033807326817	11.281068581190082	7.6873427847362095	4.622508744779104	7.923114095335589	2.1702945123648014	1.983524791324356	2.117085883186194	1.0196219532000002	1.4766273113172774	1.2720928465034718	1.2425328792834116	2.20669856502116	8.557158517113	0.0989716707049999	0.6041465495369001	0.0251104474517999	-0.0017680139626999	-0.1962969299746999	-0.2574530254404	0.0405154259	-0.0658192183063	-0.0889476835589999	-0.01203862	-0.02795216	-8.135000000000001e-05	-0.0110058499999999	0.00200105	0.01410068	0.0090191799999999	0.019547825	-4.993880441	0.93193329	0.3173388	0.7841208050000001	0.425212168	2.085993629236349	0.8708290530611487	10	9.394487122511626	63.365918368041946	162.0273654535561	43.88092977874426	27.884863993114063	208.85322209065123	186.11754849031783	29.67751832430099	41.56026105540572	24.567068395817927	8.75997515851331	9.829149945610054	4.600564867242484	11.191862053640438	7.528639841017606	4.571527871641031	7.903703024885051	2.2887930711183277	1.9822768982196803	2.0588309062026564	1.01754	1.4761845419321464	1.2701595855814007	1.2312419517247468	2.2041534088197747	8.03587622	0.09736309	0.59406009	0.02183956	-0.00631704	-0.20392608	-0.27249511	0.03596	-0.06603938	-0.09267508	-0.014	-0.028	-0.003	-0.012	0.002	0.005	0.009	0.016	-5.0615	2068.22306752	0.3095	0.7819	0.4175	1.5482252981605191	0.8310278975695613	9.776368047689724	61.896637452176975	186.00709869788832	63.57899900012225	162.49279302480005	44.07965166309562	31.48277600452821	227.35470521653548	26.123025979892677	22.155341142866934	31.038215586643155	45.79019363949511	26.60491863612565	586.4625863070667	9.199973910767396	9.897923178252247	5.11863169841325	11.464939966291013	7.790629292921663	4.643975605674486	7.938655009972039	2.313744886749028	2.1851702106754347	1.9926981355782136	2.1286395422803093	1.01978	1.480555304073066	1.276069135956282	1.2439293764442738	2.2298802805581306	8.57431079	0.10767039	0.60551535	0.025248	-0.00020843	-0.18695833	-0.23445015	0.04126	-0.06118204	-0.08264502	-0.012	-0.024	-0.01	0.003	0.015	0.0095	0.02	1.4568	0.3231	0.7894	0.4841	8.5	1
L-045	9.99056754679812	49.51208043846918	132.3155620528198	38.35750729843086	23.8675442152531	31.808213621724956	55.53795735982467	18.49648387156948	4.042499922467604	11.240298171582625	6.544095332224653	3.99816830834668	7.965421454477219	2.1814219043886145	1.984102615209608	2.125878217247096	1.01648	1.48032426612706	1.27094942274251	1.2431997214298398	2.2040220895461786	8.64703075	0.11750944	0.57815809	0.01359083	-0.01227674	-0.20230283	-0.26896863	0.05322	-0.06749766	-0.09282767	-0.021	-0.026	-0.004	-0.009	0.007	0.023	0.011	0.024	-5.3416	0.9629	0.3088	0.7744	0.4123	2.1549643587438405	0.602585151889003	1	9.99056754679812			38.35750729843086	23.8675442152531	87.34617098154962	55.53795735982467	23.537228362012566		18.49648387156948	20.69994129922665	6.690731351291363	4.042499922467604	11.240298171582625	6.544095332224653	3.99816830834668	7.965421454477219	2.264370714414963	1.984102615209608	2.125878217247096	1.01648	1.48032426612706	1.27094942274251	1.2431997214298398	2.2040220895461786	8.64703075	0.11750944	0.57815809	0.01359083	-0.01227674	-0.20230283	-0.26896863	0.05322	-0.06749766	-0.09282767	-0.021	-0.026	-0.004	-0.009	0.007	0.023	0.011	0.024	-5.3416	2086.68925883	0.3088	0.7744	0.4123	1.5192019885888344	0.8118073983390024	9.99056754679812	49.51208043846918	132.3155620528198			38.35750729843086	23.8675442152531	87.34617098154962	31.808213621724956	19.055418676340626	23.537228362012566		18.49648387156948	418.7217328390103	20.69994129922665	6.690731351291363	4.042499922467604	11.240298171582625	6.544095332224653	3.99816830834668	7.965421454477219	2.264370714414963	2.1814219043886145	1.984102615209608	2.125878217247096	1.01648	1.48032426612706	1.27094942274251	1.2431997214298398	2.2040220895461786	8.64703075	0.11750944	0.57815809	0.01359083	-0.01227674	-0.20230283	-0.26896863	0.05322	-0.06749766	-0.09282767	-0.021	-0.026	-0.009	0.007	0.023	0.011	0.024	1.5854	0.3088	0.7744	0.4123	0.5	0
L-046	9.640223969497766	59.393835850644585	166.41037450357638	43.55814949953413	28.73316791998541	31.365797921450916	81.94101237171702	21.39499699160606	4.999309770995369	11.231398480221715	7.629263664197222	4.820456773437694	7.942124912297033	2.1951770648236084	1.9853886399022016	2.1231649723338286	1.0167221716782833	1.4791647726954047	1.2722217694022535	1.2431494321994847	2.20538478604833	8.572596009765602	0.100588832189478	0.599081732806772	0.0200029781224187	0.0013844915287847	-0.1883703769645303	-0.2646587774559255	0.0508416943830561	-0.0636667921646783	-0.086702380498395	-0.0151638483615163	-0.0279120708792912	0.0002654673453265	-0.0089836501634983	0.0040795292047079	0.0197426225737742	0.0088985910140898	0.0224761502384976	-5.210944065559345	0.9247886971130288	0.3039365256347436	0.7820331036689633	0.4248542614573854	2.1027548586150373	0.8055116120239828	46	9.10456052775885			43.075583194794	26.409092525641576	107.29357430782132	67.48507609420557	26.47411456846829		20.55002355578313	7.3799790718982	7.747535401066901	4.660561926876426	10.90042142991915	7.511930485686915	4.582947273587357	7.885194034495394	2.2854433832505374	1.9806171086683868	2.069166603851156	1.01492	1.4777184419337466	1.270426394291758	1.2319606290029883	2.19979876693905	8.08961983	0.09397073	0.5903318	0.01389194	-0.01859979	-0.21210688	-0.28585552	0.03885	-0.0842946	-0.09638192	-0.018	-0.031	-0.003	-0.012	-0.0	0.0	0.0085	0.0195	-5.3406	2072.68551235	0.2847	0.7697	0.4124	1.3878267932303858	0.7070561921652643	10.07386735200694	62.11313971565452	169.91346615426096			43.70312598748251	32.66569416874605	126.57183338405414	45.37793100794509	21.03309915394442	28.36054601900616		25.201814253186782	516.2536011947897	12.879963475074357	8.135769278767372	6.0584254910263695	11.445201863815802	7.705935543944673	5.381082233655212	7.992952121584842	2.3230714550762745	2.231052675364439	2.000550125800649	2.1354597645413578	1.02154	1.4824489951529185	1.276723399566028	1.2452370257766985	2.244190276861491	8.66164186	0.12223982	0.60337685	0.02319447	0.00881737	-0.17525326	-0.21198257	0.05874	-0.05740461	-0.07430682	-0.014	-0.018	-0.004	0.006	0.022	0.011	0.0245	1.4845	0.3324	0.7876	0.4754	1.3	0
L-049	9.709295477261843	61.842250410143976	173.78130422886915	44.27628173813802	30.43582544539287	19.153365688137576	209.4370732951616	32.199469689470845	4.746825154525283	11.300374097671584	7.005614921011484	4.66996990092953	7.804739088562546	2.2365445894387825	1.9966858748374785	2.091699623173889	1.02259	1.4711762364755472	1.2751285685631166	1.2310229664315997	2.240071365569783	7.46471268	0.1222966	0.6013958	0.01394633	-0.00862706	-0.20960688	-0.20838039	0.03497	-0.08864918	-0.07066256	-0.008	-0.01	0.0	-0.006	-0.002	0.014	0.005	0.0175	-5.2125	0.8669	0.3	0.7935	0.467	1.939518875859055	1.2636196994191102	1	9.709295477261843	64.73922304179953	163.98529896674424	44.27628173813802	30.43582544539287	228.5904389832992	209.4370732951616	29.56861018946513	0.0	32.199469689470845	5.40998465839692	11.181961287324595	4.746825154525283	11.300374097671584	7.005614921011484	4.66996990092953	7.804739088562546	2.3521147717764883	1.9966858748374785	2.091699623173889	1.02259	1.4711762364755472	1.2751285685631166	1.2310229664315997	2.240071365569783	7.46471268	0.1222966	0.6013958	0.01394633	-0.00862706	-0.20960688	-0.20838039	0.03497	-0.08864918	-0.07066256	-0.008	-0.01	0.0	-0.006	-0.002	0.014	0.005	0.0175	-5.2125	2067.4463561	0.3	0.7935	0.467	1.020531948354325	0.6344913010597809	9.709295477261843	61.842250410143976	173.78130422886915	64.73922304179953	163.98529896674424	44.27628173813802	30.43582544539287	228.5904389832992	19.153365688137576	22.58875746449359	29.56861018946513	0.0	32.199469689470845	708.0444635068561	5.40998465839692	11.181961287324595	4.746825154525283	11.300374097671584	7.005614921011484	4.66996990092953	7.804739088562546	2.3521147717764883	2.2365445894387825	1.9966858748374785	2.091699623173889	1.02259	1.4711762364755472	1.2751285685631166	1.2310229664315997	2.240071365569783	7.46471268	0.1222966	0.6013958	0.01394633	-0.00862706	-0.20960688	-0.20838039	0.03497	-0.08864918	-0.07066256	-0.008	-0.01	-0.006	-0.002	0.014	0.005	0.0175	1.8233	0.3	0.7935	0.467	10.3	1
L-050	9.671316498555266	61.77667756744945	177.4834752804601	44.08730145485928	27.11762730310856	28.775062970979608	173.4094269929972	31.40658531385079	5.157040350834711	11.434270550195423	7.737174503851744	5.151425010415022	7.963576136656512	2.2217834546502573	1.992642979878192	2.117569394797	1.0165557226572266	1.4792419183138508	1.2726790508456112	1.24265649197312	2.210475964236968	8.470168515591952	0.0906850772346723	0.5958684454375545	0.0198821787521875	0.0111724773281732	-0.1815393191608916	-0.2669586293217932	0.0492583582835828	-0.0621907915810158	-0.0893761323724237	-0.0130335603356033	-0.0296111961119611	0.0060133401334013	-0.0108417784177841	0.0040090500905009	0.0150146701467014	0.0104485244852448	0.0205273552735527	-5.122546194461944	0.8748494714947149	0.2910060660606605	0.7845110241102411	0.4347881508815087	1.99025638755925	0.968007362011992	22	9.283060110349178			43.60271914065235	18.342029925630747	154.98050990543	74.87206307301068	30.00191942144781		24.70629476639378	4.659986785236525	7.856532168305257	5.068912917383264	10.480667194026134	7.363919659773924	4.96636513215693	7.761406437795864	2.324171880519836	1.990590239833416	2.078703462462036	1.01464	1.4760455310036875	1.2703949445040297	1.2299342051694464	2.2038267413022994	7.76414275	0.07404858	0.57859873	0.0120551	-0.06845823	-0.27275575	-0.27791417	0.04165	-0.0884039	-0.10435948	-0.018	-0.03	0.003	-0.011	-0.006	0.011	0.01	0.018	-5.1497	2064.64785139	0.2647	0.777	0.41	1.2505587841205377	0.6181081529614453	11.113492193639098	74.79159593727144	213.167619051574			44.36204591980545	28.3199603293781	212.46599180482147	83.59632315849433	21.335886329829705	32.266290511923		31.989199810182303	663.0501934343955	6.229982333052277	9.957341063527709	5.920290423730334	11.456108748409497	7.758362321209228	5.817219431052559	7.975946256488529	2.355619855856269	2.313951904953377	2.009907498149598	2.1295476740108525	1.01826	1.483987401994706	1.274769200428356	1.24423124556736	2.240883713727196	8.66508016	0.12178849	0.64025303	0.05960396	0.01690103	-0.16576464	-0.22306703	0.06162	-0.04764614	-0.08077203	-0.008	-0.023	-0.005	0.005	0.017	0.0125	0.021	1.3829	0.3954	0.8046	0.4721	7.3	0
L-051	9.162978572970228	61.993906585043696	194.28043323474373	44.69464359993036	31.714966837822956	71.76292848481808	173.48808539170915	18.24056999811714	4.804988835829798	10.29768147853226	7.254967801837153	4.677922511172545	7.7623006730034865	2.3684897052087712	1.9890123444938608	2.1546502949036226	1.01698	1.4852223272691027	1.2707211657586108	1.2406173603873367	2.206887147437639	7.81067054	0.11691196	0.59879239	0.01120496	0.02671387	-0.16726751	-0.24820702	0.0441	-0.08187288	-0.08739691	-0.013	-0.02	0.005	-0.009	0.005	0.027	0.0065	0.0155	-5.0867	0.7457	0.2385	0.8045	0.4129	1.9494338068031247	0.5501325699637487	1	9.162978572970228	62.21634835796869	147.9421674716624	44.69464359993036	31.714966837822956	245.2510138765272	173.48808539170915	33.522558556793285	41.25667425309829	18.24056999811714	5.719983779303213	9.728314318928645	4.804988835829798	10.29768147853226	7.254967801837153	4.677922511172545	7.7623006730034865	2.467406069438383	1.9890123444938608	2.1546502949036226	1.01698	1.4852223272691027	1.2707211657586108	1.2406173603873367	2.206887147437639	7.81067054	0.11691196	0.59879239	0.01120496	0.02671387	-0.16726751	-0.24820702	0.0441	-0.08187288	-0.08739691	-0.013	-0.02	0.005	-0.009	0.005	0.027	0.0065	0.0155	-5.0867	2068.26001369	0.2385	0.8045	0.4129	0.4587204442956156	0.4005504147721594	9.162978572970228	61.993906585043696	194.28043323474373	62.21634835796869	147.9421674716624	44.69464359993036	31.714966837822956	245.2510138765272	71.76292848481808	21.95983329865046	33.522558556793285	41.25667425309829	18.24056999811714	711.1633291113778	5.719983779303213	9.728314318928645	4.804988835829798	10.29768147853226	7.254967801837153	4.677922511172545	7.7623006730034865	2.467406069438383	2.3684897052087712	1.9890123444938608	2.1546502949036226	1.01698	1.4852223272691027	1.2707211657586108	1.2406173603873367	2.206887147437639	7.81067054	0.11691196	0.59879239	0.01120496	0.02671387	-0.16726751	-0.24820702	0.0441	-0.08187288	-0.08739691	-0.013	-0.02	-0.009	0.005	0.027	0.0065	0.0155	1.8106	0.2385	0.8045	0.4129	7.8	1
L-052	9.74607720943197	51.435499098059466	150.05622489716075	42.0976623428544	26.71449668474999	47.75293616855336	177.93753926677778	18.45264927136795	5.956337755035392	11.364133738759971	7.011004525373579	5.510805823050534	7.969640830235384	2.1970092028188866	1.9887696536522543	2.090803831448014	1.01556	1.4820055985875096	1.2748130322328266	1.2444225504858448	2.20276005205478	7.58108361	0.11329611	0.60035775	0.01141444	-0.01129948	-0.19395171	-0.27560006	0.05592	-0.06902709	-0.07667295	-0.014	-0.02	-0.008	-0.003	0.005	0.022	0.007	0.0205	-5.6734	0.9833	0.2971	0.7716	0.4401	2.091305384918725	0.9672554255059292	1	9.74607720943197			42.0976623428544	26.71449668474999	225.69047543533117	177.93753926677778	26.80975132786285		18.45264927136795	16.289953805043577	8.70174693588187	5.956337755035392	11.364133738759971	7.011004525373579	5.510805823050534	7.969640830235384	2.249972366876136	1.9887696536522543	2.090803831448014	1.01556	1.4820055985875096	1.2748130322328266	1.2444225504858448	2.20276005205478	7.58108361	0.11329611	0.60035775	0.01141444	-0.01129948	-0.19395171	-0.27560006	0.05592	-0.06902709	-0.07667295	-0.014	-0.02	-0.008	-0.003	0.005	0.022	0.007	0.0205	-5.6734	2099.25616042	0.2971	0.7716	0.4401	1.7603712653576904	0.7371503380669305	9.74607720943197	51.435499098059466	150.05622489716075			42.0976623428544	26.71449668474999	225.69047543533117	47.75293616855336	20.39637516507465	26.80975132786285		18.45264927136795	768.9687423277562	16.289953805043577	8.70174693588187	5.956337755035392	11.364133738759971	7.011004525373579	5.510805823050534	7.969640830235384	2.249972366876136	2.1970092028188866	1.9887696536522543	2.090803831448014	1.01556	1.4820055985875096	1.2748130322328266	1.2444225504858448	2.20276005205478	7.58108361	0.11329611	0.60035775	0.01141444	-0.01129948	-0.19395171	-0.27560006	0.05592	-0.06902709	-0.07667295	-0.014	-0.02	-0.003	0.005	0.022	0.007	0.0205	3.7561	0.2971	0.7716	0.4401	1.7	0
L-053	9.350132680777058	55.13068024234033	163.64112895643044	44.05664176069704	25.93111409854383	35.09301126797025	260.00163378595704	20.676220564599056	5.522233781024646	10.639763795465802	8.16193357237844	5.180446076477578	7.917472827587408	2.2026362263143486	1.973190485512744	2.133273970622769	1.01738	1.4816378057326145	1.2699664495116758	1.244572055379238	2.202778852921153	8.39273085	0.10358933	0.60664436	0.01390714	-0.00499419	-0.19124514	-0.26814737	0.0423	-0.05951957	-0.08459415	-0.005	-0.028	0.001	-0.012	-0.002	0.022	0.003	0.0205	-5.2515	0.9375	0.2963	0.7936	0.4054	2.217744743978032	0.7369535662978773	1	9.350132680777058			44.05664176069704	25.93111409854383	295.0946450539273	260.00163378595704	29.50768977860708		20.676220564599056	11.90996622578693	12.314206052682154	5.522233781024646	10.639763795465802	8.16193357237844	5.180446076477578	7.917472827587408	2.2958400641767627	1.973190485512744	2.133273970622769	1.01738	1.4816378057326145	1.2699664495116758	1.244572055379238	2.202778852921153	8.39273085	0.10358933	0.60664436	0.01390714	-0.00499419	-0.19124514	-0.26814737	0.0423	-0.05951957	-0.08459415	-0.005	-0.028	0.001	-0.012	-0.002	0.022	0.003	0.0205	-5.2515	2065.81900982	0.2963	0.7936	0.4054	1.4058776637216792	0.7077770131003069	9.350132680777058	55.13068024234033	163.64112895643044			44.05664176069704	25.93111409854383	295.0946450539273	35.09301126797025	23.39235159979416	29.50768977860708		20.676220564599056	742.3637063928273	11.90996622578693	12.314206052682154	5.522233781024646	10.639763795465802	8.16193357237844	5.180446076477578	7.917472827587408	2.2958400641767627	2.2026362263143486	1.973190485512744	2.133273970622769	1.01738	1.4816378057326145	1.2699664495116758	1.244572055379238	2.202778852921153	8.39273085	0.10358933	0.60664436	0.01390714	-0.00499419	-0.19124514	-0.26814737	0.0423	-0.05951957	-0.08459415	-0.005	-0.028	-0.012	-0.002	0.022	0.003	0.0205	1.7358	0.2963	0.7936	0.4054	8.8	0
L-054	10.962243547324226	70.50543685839985	208.9665336933546	43.76940320831714	26.242346038387005	64.21596903784716	218.23366280726137	24.89415509987991	5.8118755198442615	11.348418796778745	7.132589398908527	5.508997883475426	7.88482064461968	2.169981796771823	1.9989696861996171	2.0740809100435413	1.0180842722	1.4741351842193031	1.2742063511317303	1.233280462006985	2.2334985074079348	8.06930069699	0.0997960240856	0.6281435604483	0.0258391027814	-0.0023086871311	-0.1922600626928	-0.2373752211124999	0.0357707402	-0.0594279697085999	-0.0893452392367999	-0.01255973	-0.02808467	0.0043674799999999	-0.0105523299999999	0.00072055	0.015073	0.0100530849999999	0.01954425	-5.138413828	0.891106765	0.3189947949999999	0.7787799849999999	0.4765389939999999	1.9156498793966013	1.2497839024754214	10	9.671431929439652	63.52466343894178	161.3046453373098	42.490922492939205	25.9217009566535	258.2328184846404	203.79148599589607	31.017899456977425	44.30987191116358	21.78568386024613	5.779983609156045	9.522290970207118	5.468725858699136	11.057507335887882	7.104322871802338	5.225199990057187	7.796883540148327	2.3048382697622656	1.9907939171156763	2.068891708207232	1.01655	1.4717182791932786	1.271998456037903	1.231780551023361	2.208208941272835	7.91116366	0.09598366	0.62033475	0.02341991	-0.01103682	-0.19565842	-0.25929624	0.02851	-0.06969842	-0.0951672	-0.015	-0.031	0.002	-0.015	-0.001	0.009	0.0095	0.017	-5.1702	2060.72457719	0.2874	0.7741	0.4366	1.3125440109010302	0.8607905148670276	11.447773230126442	73.60763186839911	212.49167616500293	63.77183697215493	162.8410792747422	43.84850673445535	30.869875877002425	294.32396146397366	65.8411541809842	21.985787218877977	32.29834626018769	46.00592948844255	26.364298833948386	776.9222665291917	8.549975754028395	11.49712660674188	6.128710920721384	11.405786075001568	7.775547222573954	5.658089675623122	7.975978420209077	2.3455755669915272	2.228241257597954	2.002389490628066	2.1154692238230743	1.01953	1.4776535824883588	1.2756248434050157	1.2422743708960933	2.242777721429165	8.30448149	0.11858456	0.63036504	0.02755023	0.00866184	-0.18037743	-0.23346357	0.04373	-0.0539124	-0.08253434	-0.012	-0.027	-0.009	0.003	0.02	0.0115	0.021	1.379	0.3362	0.7933	0.4797	2.1	1
