ligand_1_name	buried_volume_2.0A	buried_volume_3.5A	buried_volume_5.0A	quadrant_buried_volume_ligand_max	quadrant_buried_volume_ligand_range_max	quadrant_total_volume_ligand_min	quadrant_total_volume_ligand_range_max	pyramidalization_alpha	sterimol_ligand_B1	sterimol_ligand_B5	buried_sterimol_ligand_L	buried_sterimol_ligand_B1	buried_sterimol_ligand_B5	distance_Pd_N	distance_Pd_C	distance_Pd_O	distance_avg_amine_N_H	distance_amine_N_C	distance_carb_C_OH	distance_carb_C_O	distance_carb_OH_O	homo_lumo	partial_charge_metal	partial_charge_phosphine	partial_charge_amine_nitrogen	partial_charge_carbon	partial_charge_carboxylic_oxygen	partial_charge_carbonyl_oxygen	partial_charge_avg_amine_proton	partial_charge_amine_carbon	partial_charge_carbonyl_carbon	fukui_f_plus_amine_nitrogen	fukui_f_minus_amine_nitrogen	fukui_f_plus_aryl_carbon	fukui_f_minus_aryl_carbon	fukui_f_plus_carb_oh	fukui_f_minus_carb_oh	fukui_f_plus_avg_amine_proton	fukui_f_minus_avg_amine_proton	global_nucleophilicity	bond_order_Pd_P	bond_order_Pd_N	bond_order_Pd_C	bond_order_Pd_O	mlep_Pd_C	mlep_Pd_O	num_conformers	min_buried_volume_2.0A	min_buried_volume_ipso_2.5A	min_buried_volume_ipso_3.5A	min_quadrant_buried_volume_ligand_max	min_quadrant_buried_volume_ligand_range_max	min_quadrant_total_volume_ligand_max	min_quadrant_total_volume_ligand_range_max	min_P_int_phosphine	min_P_int_ipso_carbon	min_pyramidalization_alpha	min_sasa_phosphine_area	min_sterimol_ligand_L	min_sterimol_ligand_B1	min_sterimol_ligand_B5	min_buried_sterimol_ligand_L	min_buried_sterimol_ligand_B1	min_buried_sterimol_ligand_B5	min_distance_Pd_P	min_distance_Pd_C	min_distance_Pd_O	min_distance_avg_amine_N_H	min_distance_amine_N_C	min_distance_carb_C_OH	min_distance_carb_C_O	min_distance_carb_OH_O	min_homo_lumo	min_partial_charge_metal	min_partial_charge_phosphine	min_partial_charge_amine_nitrogen	min_partial_charge_carbon	min_partial_charge_carboxylic_oxygen	min_partial_charge_carbonyl_oxygen	min_partial_charge_avg_amine_proton	min_partial_charge_amine_carbon	min_partial_charge_carbonyl_carbon	min_fukui_f_plus_amine_nitrogen	min_fukui_f_minus_amine_nitrogen	min_fukui_f_plus_aryl_carbon	min_fukui_f_minus_aryl_carbon	min_fukui_f_plus_carb_oh	min_fukui_f_minus_carb_oh	min_fukui_f_plus_avg_amine_proton	min_fukui_f_minus_avg_amine_proton	min_global_nucleophilicity	min_tolman_electronic_parameter	min_bond_order_Pd_N	min_bond_order_Pd_C	min_bond_order_Pd_O	min_mlep_Pd_P	min_mlep_Pd_N	max_buried_volume_2.0A	max_buried_volume_3.5A	max_buried_volume_5.0A	max_buried_volume_ipso_2.5A	max_buried_volume_ipso_3.5A	max_quadrant_buried_volume_ligand_max	max_quadrant_buried_volume_ligand_range_max	max_quadrant_total_volume_ligand_max	max_quadrant_total_volume_ligand_min	max_P_int_ligand	max_P_int_phosphine	max_P_int_ipso_carbon	max_pyramidalization_alpha	max_sasa_ligand_area	max_sasa_phosphine_area	max_sterimol_ligand_L	max_sterimol_ligand_B1	max_sterimol_ligand_B5	max_buried_sterimol_ligand_L	max_buried_sterimol_ligand_B1	max_buried_sterimol_ligand_B5	max_distance_Pd_P	max_distance_Pd_N	max_distance_Pd_C	max_distance_Pd_O	max_distance_avg_amine_N_H	max_distance_amine_N_C	max_distance_carb_C_OH	max_distance_carb_C_O	max_distance_carb_OH_O	max_homo_lumo	max_partial_charge_metal	max_partial_charge_phosphine	max_partial_charge_amine_nitrogen	max_partial_charge_carbon	max_partial_charge_carboxylic_oxygen	max_partial_charge_carbonyl_oxygen	max_partial_charge_avg_amine_proton	max_partial_charge_amine_carbon	max_partial_charge_carbonyl_carbon	max_fukui_f_plus_amine_nitrogen	max_fukui_f_minus_amine_nitrogen	max_fukui_f_minus_aryl_carbon	max_fukui_f_plus_carb_oh	max_fukui_f_minus_carb_oh	max_fukui_f_plus_avg_amine_proton	max_fukui_f_minus_avg_amine_proton	max_global_electrophilicity	max_bond_order_Pd_N	max_bond_order_Pd_C	max_bond_order_Pd_O	product_1_yield	buchwald-type
L-084	11.263251411668948	67.01096872757242	190.42840074107175	42.30606798917259	24.43156312341385	46.19380904233692	80.48823633476616	17.737415213849772	5.3456640257195644	11.235851871605982	7.245366666078892	5.2619573037365095	7.97767291348059	2.1833357901402413	1.9953413867007013	2.0860056575514934	1.0163337719377197	1.477860396661697	1.2736121209862676	1.2357908571790233	2.2261973419797454	8.403132000177601	0.1036444901338013	0.6305646783427836	0.0232808925434254	-0.0011614664993649	-0.199443127802278	-0.2476868769743697	0.0509835415354153	-0.0748929442854428	-0.0893948892100921	-0.0140292202922029	-0.0249268792687926	-0.000720837208372	-0.0047541075410754	0.0026540565405654	0.0107652076520765	0.0082225122251222	0.0243492184921849	-5.09729384293843	0.9269854968549688	0.3182909399093991	0.7735131821318213	0.4574570155701557	2.204260679611989	0.7434925549553257	20	8.989888068640212			41.60294944128496	22.33111027782073	116.80984124464078	67.92271064923858	27.537164260918143		15.408720257129382	8.799975045081856	7.343380790576413	4.557089758530682	10.9291397288156	7.044361553939117	4.487147132554284	7.956120567246198	2.2808263416046253	1.979386886493547	2.067835893191403	1.01368	1.471648399682976	1.27003283206669	1.2309473286362542	2.2024357901686744	8.0178368	0.091206	0.61945736	0.01378813	-0.01719335	-0.21725229	-0.27381164	0.03299	-0.08354557	-0.09235008	-0.017	-0.03	-0.004	-0.013	0.001	0.001	0.0075	0.0185	-5.2139	2063.40051681	0.2901	0.7665	0.4105	1.3307189286839622	0.6607281566269779	11.75392705966016	69.86538501466661	197.35055550581083			43.830726355329176	31.81955730327104	146.6126529030475	52.01860383837608	21.095215742903736	28.857282031606925		21.00586727381481	567.1533182721079	12.689964013873729	8.71258311222593	5.71737365700306	11.327604536108948	7.371448489530995	5.424999553753814	8.009537201783973	2.341519293313942	2.220176488312599	2.0038193648503184	2.1476065012466767	1.0209	1.4808681762789178	1.2759798983417532	1.244463706005318	2.2448351834337443	8.73029153	0.12218986	0.63161429	0.02860582	0.01708434	-0.17650923	-0.21039933	0.06156	-0.0587476	-0.0706317	-0.013	-0.019	0.0	0.007	0.026	0.0105	0.026	1.4529	0.3504	0.7894	0.4815	0.0	0
L-085	9.82396793638048	65.91291132538346	200.36907908324656	42.98981901312656	22.235932954262964	39.90292979973656	115.5812152316711	16.850447862698065	5.808410503611745	11.25990903029008	7.86174151114634	5.504246477831866	7.932828497598592	2.186234159311227	1.9830059105595037	2.1082844516274584	1.01826	1.4791038292816945	1.270163058789913	1.2440954086969995	2.20957058796026	6.90248511	0.10337274	0.58663002	0.0287269	0.00072839	-0.18846754	-0.26216285	0.04031	-0.05814869	-0.09186852	-0.013	-0.029	-0.005	-0.008	0.004	0.016	0.0055	0.022	-5.1979	0.8878	0.3052	0.7867	0.4325	2.103086601304194	0.8421421161734272	1	9.82396793638048	58.80173122888175	131.37085412606774	42.98981901312656	22.235932954262964	155.48414503140765	115.5812152316711	31.11160106974148	36.16564802229143	16.850447862698065	9.64997263466363	8.247755432905281	5.808410503611745	11.25990903029008	7.86174151114634	5.504246477831866	7.932828497598592	2.316803705835388	1.9830059105595037	2.1082844516274584	1.01826	1.4791038292816945	1.270163058789913	1.2440954086969995	2.20957058796026	6.90248511	0.10337274	0.58663002	0.0287269	0.00072839	-0.18846754	-0.26216285	0.04031	-0.05814869	-0.09186852	-0.013	-0.029	-0.005	-0.008	0.004	0.016	0.0055	0.022	-5.1979	2074.96102014	0.3052	0.7867	0.4325	1.1784176852945494	0.7267647009012197	9.82396793638048	65.91291132538346	200.36907908324656	58.80173122888175	131.37085412606774	42.98981901312656	22.235932954262964	155.48414503140765	39.90292979973656	22.55960659386817	31.11160106974148	36.16564802229143	16.850447862698065	667.1557416904329	9.64997263466363	8.247755432905281	5.808410503611745	11.25990903029008	7.86174151114634	5.504246477831866	7.932828497598592	2.316803705835388	2.186234159311227	1.9830059105595037	2.1082844516274584	1.01826	1.4791038292816945	1.270163058789913	1.2440954086969995	2.20957058796026	6.90248511	0.10337274	0.58663002	0.0287269	0.00072839	-0.18846754	-0.26216285	0.04031	-0.05814869	-0.09186852	-0.013	-0.029	-0.008	0.004	0.016	0.0055	0.022	2.7767	0.3052	0.7867	0.4325	6.6	1
L-086	10.66129325107693	66.42435870142461	203.04085943947945	44.81701444450462	26.461387758365625	44.64177079356246	209.7416913149061	15.970188702211152	5.975371830556217	11.433612383665468	7.813357108410925	5.192735438070381	7.626053493813116	2.221053002430821	1.990842657145368	2.121351708111563	1.01687	1.4794802039735253	1.2722156818899284	1.2424334913889843	2.2051957972706586	8.26367783	0.09692778	0.64393737	0.0220536	0.00996744	-0.1731785	-0.27180955	0.04244	-0.05032173	-0.08715899	-0.011	-0.027	0.001	-0.011	0.002	0.013	0.008	0.017	-4.7508	0.8999	0.2896	0.793	0.4321	2.007787892407021	0.9534491921750656	1	10.66129325107693	64.53573103816284	168.24736043375373	44.81701444450462	26.461387758365625	254.3834621084686	209.7416913149061	31.94449078899176	52.10620212348371	15.970188702211152	8.829974960008272	10.32236809170712	5.975371830556217	11.433612383665468	7.813357108410925	5.192735438070381	7.626053493813116	2.323408875609801	1.990842657145368	2.121351708111563	1.01687	1.4794802039735253	1.2722156818899284	1.2424334913889843	2.2051957972706586	8.26367783	0.09692778	0.64393737	0.0220536	0.00996744	-0.1731785	-0.27180955	0.04244	-0.05032173	-0.08715899	-0.011	-0.027	0.001	-0.011	0.002	0.013	0.008	0.017	-4.7508	2069.37026284	0.2896	0.793	0.4321	1.1713092427092138	0.6413277647945854	10.66129325107693	66.42435870142461	203.04085943947945	64.53573103816284	168.24736043375373	44.81701444450462	26.461387758365625	254.3834621084686	44.64177079356246	23.111851061439577	31.94449078899176	52.10620212348371	15.970188702211152	745.3327914645168	8.829974960008272	10.32236809170712	5.975371830556217	11.433612383665468	7.813357108410925	5.192735438070381	7.626053493813116	2.323408875609801	2.221053002430821	1.990842657145368	2.121351708111563	1.01687	1.4794802039735253	1.2722156818899284	1.2424334913889843	2.2051957972706586	8.26367783	0.09692778	0.64393737	0.0220536	0.00996744	-0.1731785	-0.27180955	0.04244	-0.05032173	-0.08715899	-0.011	-0.027	-0.011	0.002	0.013	0.008	0.017	1.2793	0.2896	0.793	0.4321	2.3	1
L-087	10.545746390747055	69.67021070929604	212.63741249339043	44.10947983342645	21.970773799740467	66.92295395914513	211.9549554488304	26.757626306744903	5.564823253701587	10.681911680744228	7.0993413248971216	5.264863439763702	7.80785325331771	2.2134513512827363	2.0003499368691107	2.088499676926773	1.0184466359336404	1.4816338612002249	1.2731081288616524	1.2330928735585602	2.236723409607247	8.336399909108408	0.0968176949100508	0.6284926303586964	0.0184083833798661	0.0054880419465805	-0.1883409036435635	-0.2299010021227787	0.0377746008539914	-0.0768867964345356	-0.0856235948156518	-0.0152243777562224	-0.0245454945450545	0.0055451845481545	-0.0053887361126388	0.0007758022419775	0.017610343896561	0.0101922280777192	0.0208846961530384	-5.070074238257616	0.8984850791492084	0.3065953850461496	0.7739558184418155	0.4625426915730842	1.9282320297051996	1.1598869750650918	6	9.48319600598076	64.31838879344092	165.5112738576318	44.0095760512454	21.865682706576745	245.9353890275533	172.0350574375277	31.82277938258647	47.31030674395979	21.15163056892665	6.579981340527116	9.814285441466952	5.242563233787692	10.680185780741288	7.072326913080254	5.084057357403093	7.697572991778603	2.2944376567148232	1.9917169018011447	2.068750472955862	1.01638	1.4760340758117163	1.2714582117643416	1.2309113237193856	2.2076453957328	8.01807475	0.09133452	0.62458628	0.00710294	0.00210273	-0.19341838	-0.26542022	0.03152	-0.08143241	-0.09486979	-0.016	-0.031	0.004	-0.009	0.0	0.014	0.0095	0.018	-5.0799	2059.71089514	0.2851	0.7739	0.4333	1.2467062788358876	0.6746601966484491	10.717547664984188	71.0075128973597	215.43692959748208	64.62309409731577	167.40436128224215	44.258501359011845	22.436746647923297	295.72418896139936	73.9003315900256	22.113531737361303	32.18874089636893	53.99750080637693	27.958875271203578	737.9024506043156	8.799975045081856	10.22013648122223	6.225843247375556	11.439909093675984	7.800575314492521	5.55166326859406	7.927868083924852	2.333203657956883	2.233128410868222	2.005305503521212	2.118098776114038	1.01975	1.4822934139745252	1.2757306966752406	1.242471319877354	2.2382126046322584	8.44067657	0.10776493	0.63068965	0.02720469	0.01085401	-0.17961863	-0.22220537	0.04769	-0.0573138	-0.07980004	-0.013	-0.019	-0.004	0.003	0.018	0.0105	0.0225	1.3661	0.3169	0.7895	0.4795	4.3	1
L-089	9.332125231795398	59.73139111931411	170.2776432943943	43.90665296699749	30.222360949229987	19.5369252240045	118.89125929446696	29.22698095570524	4.5374520177654585	11.213746183333075	6.898126718567742	4.530052092292436	7.800428370706056	2.234862521798855	1.9944629832533656	2.1176749498957457	1.0168437696	1.4793495427124177	1.2742766317652012	1.2410102238683265	2.2102232282753644	8.491775306097399	0.0840888791304	0.6040818992964	0.0203306686012	0.0150459240317999	-0.1713933063728	-0.276246050203	0.0515863325999999	-0.0775962983124	-0.0894254820349999	-0.014	-0.0285062	0.0059219799999999	-0.01075952	0.00283112	0.01982074	0.00907802	0.02365397	-5.100948697999999	0.87947106	0.287352588	0.7858737819999999	0.432017472	1.9564492287424464	0.9132469020017832	4	9.015851644289716	62.96532677973097	144.27208803908908	43.66128980130328	27.59933202244079	137.9838397970838	94.20515339279753	27.13083342436089	37.00490061601846	24.29127236748908	6.089982730062339	7.090155217065146	4.502385135071751	11.192797754307705	6.881645433798635	4.502385135071751	7.787835867541967	2.334099781804433	1.9902149914235567	2.086025953177677	1.01658	1.479262953371442	1.2725705975003203	1.23180347372106	2.2051021846800256	8.03719341	0.0820046	0.59514208	0.01681085	-0.00760218	-0.1960561	-0.28156104	0.03131	-0.08200581	-0.09056802	-0.014	-0.029	0.005	-0.011	-0.001	0.016	0.009	0.0195	-5.2473	2067.26689985	0.2857	0.7855	0.4293	1.1744667679013694	0.5998386164146229	9.700640952045342	65.85747837869597	190.41259516013557	63.10382919058317	147.76436368040066	43.981336625574414	30.647098185598	142.5612332404451	48.35607984764757	20.632389657221125	29.06865687864796	40.62061265623765	29.67181022442028	520.8427787941689	7.5899784763831	9.204615760704725	5.087328857145006	11.216057101559503	7.090155217065146	4.939076936039923	7.897265147269792	2.354497420786555	2.236986864328756	1.999146083720704	2.120087212902809	1.02149	1.4801770403526944	1.274983986183763	1.2415521427354022	2.2426416123194968	8.51173858	0.10642975	0.60522885	0.02249971	0.01679081	-0.16871351	-0.21910045	0.05304	-0.06111211	-0.07832876	-0.014	-0.021	-0.009	0.003	0.024	0.01	0.024	1.3803	0.3196	0.789	0.4704	5.3	1
L-091	10.251122857415552	66.60841578927074	199.45669761839488	43.341565858258015	24.651614933508583	39.81406980919801	216.01220774141532	27.85901662568039	5.169124675563935	11.12706246214461	7.039218546147301	4.914711029268031	7.871636409747571	2.19005579744684	1.998221962632614	2.1052242078289485	1.0169655236	1.4766947621448052	1.2728464561883712	1.2386531955150262	2.213310286678002	8.3079773652654	0.0935836100532	0.6233558428793	0.028334235441	0.0193678172184	-0.1802163616552	-0.2505521290431	0.0386500369	-0.0593372125363999	-0.0884242316531	-0.01435159	-0.0283108399999999	0.00464571	-0.0080857699999999	0.00416832	0.0116424299999999	0.010787085	0.0215376399999999	-5.090402266000001	0.8038734550000001	0.306232595	0.785310512	0.453244221	1.802945278534612	0.708191487204647	33	9.590295755534957	63.29347095313464	160.12172717309195	43.052573292395415	23.25673589703628	218.1775796750316	176.08444631333182	32.23419232961618	45.20736098742519	26.315460690721384	4.739986558373644	9.86106351958329	4.615755990525205	10.390289612937194	6.945675368709173	4.615755990525205	7.792387100142267	2.361206904161357	1.9925409742175224	2.0769969757307587	1.01533	1.4732151807302405	1.2706256375017884	1.2312504430252835	2.2075978538794345	7.83328904	0.08501183	0.61278511	0.0218617	0.00589175	-0.19262906	-0.25986339	0.03447	-0.0613873	-0.09115908	-0.018	-0.03	0.001	-0.011	0.0	0.004	0.0095	0.019	-5.16	2062.27352617	0.3017	0.7809	0.4322	0.7038716406251855	0.6268851188445957	10.646147831948056	67.59263420047971	204.71781698249924	63.6823431066812	163.5554321537526	43.82654273671125	27.195612825811185	277.6075399337924	50.634622635336726	22.40778199890172	35.25004219902499	56.41654350608454	28.61589181424221	774.4119723734849	5.559984233028987	10.373990559170451	5.480102086040345	11.51172651184296	7.289589662484429	5.193512169957366	7.9742273425228	2.4217413042454186	2.2135534455440764	2.005802158811965	2.1404527524088284	1.01812	1.482460633196882	1.2758546418016998	1.241342836521634	2.2468529679148737	8.57172777	0.11460812	0.6278592	0.03372235	0.02784696	-0.17091552	-0.23179326	0.04293	-0.05675611	-0.07884771	-0.012	-0.025	-0.005	0.006	0.02	0.0125	0.023	1.3527	0.3273	0.7894	0.4807	4.6	1
L-092	9.911312542130794	59.97209690295905	175.31942822157774	42.47828464919532	25.332874845380815	45.97445230144397	112.11506174458869	15.78639005044296	5.683612790823359	11.02963927696063	7.666848401383691	5.462630522908302	7.924700203649237	2.200108658466584	1.9883036542891224	2.116689310602732	1.0158640809	1.4816365961993208	1.2722698555991503	1.2419784056504544	2.2076868211158147	7.827923501131899	0.1000079765602	0.5988508108322	0.0188220357772	0.0021535903535	-0.1826872909166	-0.2630357146668	0.0483465027999999	-0.0578853009812999	-0.0886131719219	-0.01340457	-0.0288285099999999	-0.00372025	-0.009829	0.00325701	0.0176538799999999	0.006779035	0.02157934	-5.200625175000001	0.911372681	0.303016359	0.78122234	0.4322519169999999	2.1457009484233844	0.8874938618424236	18	9.69090461117678			40.45663793997394	20.956791561832887	116.98347351589516	35.14682711812512	28.125545096090317		14.669290856797566	6.339982021115799	7.034819327488178	5.013166520457311	10.525190052032835	6.949305408804044	4.764701401885661	7.879122786080626	2.269263725792165	1.98268326794446	2.0640295837580425	1.01541	1.473987664607515	1.2709542668365803	1.2315923653733551	2.2015886827671824	7.2427598	0.09235781	0.58451389	0.01579159	-0.02809731	-0.21210264	-0.27320114	0.02997	-0.08582683	-0.09897277	-0.016	-0.031	-0.006	-0.012	0.001	0.004	0.006	0.017	-5.3563	2075.1597904	0.301	0.7695	0.4184	1.2779180046120275	0.7404838046606151	11.138373953636538	73.33883437219752	208.60732650843264			43.26593784190952	27.69241753668959	182.8175199430853	81.83664639777004	21.541122414118146	30.70383950368437		18.374140050415857	616.6138184285708	12.829963616863663	8.317091344982657	6.107130892955807	11.41319922232064	7.893107852641208	5.858347944965479	7.992352226890789	2.3160068483252485	2.2092965142127965	1.999690518565084	2.1351060954608765	1.02151	1.4836373184409248	1.2757159473295046	1.2433624710759483	2.2442152185946744	8.08669258	0.12646105	0.6072256	0.03155178	0.00624054	-0.17565412	-0.2034037	0.05699	-0.05278405	-0.07706463	-0.012	-0.018	-0.004	0.004	0.022	0.0085	0.024	1.9994	0.3444	0.7854	0.4819	0.0	0
L-093	9.227887512093986	39.60840926518997	92.71666061235368	41.95855702380844	37.43815710714219	4.503269725223461	79.15702321741723	11.67598011235728	3.783159926846056	11.203399311309388	7.232040867761491	3.693184379894193	7.970894935769965	2.183991357100099	1.9809567545130735	2.1407546493274885	1.01501	1.4891636045272036	1.269883428888828	1.2454586319377758	2.2047976733367745	9.21543691	0.10636882	0.63916164	0.00703446	-0.02320078	-0.21016094	-0.27396489	0.05625	-0.0715866	-0.09361245	-0.014	-0.03	0.016	-0.016	0.005	0.021	0.016	0.0195	-5.2387	0.9713	0.301	0.7862	0.3976	2.1587541562892065	0.7006884871316741	1	9.227887512093986			41.95855702380844	37.43815710714219	83.6602929426407	79.15702321741723	19.828817681818137		11.67598011235728	29.089917506980825	7.72620531865787	3.783159926846056	11.203399311309388	7.232040867761491	3.693184379894193	7.970894935769965	2.2717828938287195	1.9809567545130735	2.1407546493274885	1.01501	1.4891636045272036	1.269883428888828	1.2454586319377758	2.2047976733367745	9.21543691	0.10636882	0.63916164	0.00703446	-0.02320078	-0.21016094	-0.27396489	0.05625	-0.0715866	-0.09361245	-0.014	-0.03	0.016	-0.016	0.005	0.021	0.016	0.0195	-5.2387	2079.15918214	0.301	0.7862	0.3976	1.5427918324466885	0.7542751871194653	9.227887512093986	39.60840926518997	92.71666061235368			41.95855702380844	37.43815710714219	83.6602929426407	4.503269725223461	17.186422927440006	19.828817681818137		11.67598011235728	291.480313410453	29.089917506980825	7.72620531865787	3.783159926846056	11.203399311309388	7.232040867761491	3.693184379894193	7.970894935769965	2.2717828938287195	2.183991357100099	1.9809567545130735	2.1407546493274885	1.01501	1.4891636045272036	1.269883428888828	1.2454586319377758	2.2047976733367745	9.21543691	0.10636882	0.63916164	0.00703446	-0.02320078	-0.21016094	-0.27396489	0.05625	-0.0715866	-0.09361245	-0.014	-0.03	-0.016	0.005	0.021	0.016	0.0195	1.118	0.301	0.7862	0.3976	0.0	0
L-094	10.670022725231291	70.88775655817243	218.5033278194327	44.41474844233389	27.555239431291163	48.21420949092309	256.5063875187366	16.54661727013157	5.4845186110198005	11.307433971424008	7.836455486553748	5.207439501125533	7.954721484513887	2.211816399283014	1.981874957581556	2.1136364825977862	1.0179591115911155	1.4782633735469377	1.2731549382720968	1.241336299790473	2.209629860845558	8.334408048699986	0.0986921003194031	0.6412701443246431	0.0287945843297432	0.0045510583783837	-0.1921392589905899	-0.2596923766545665	0.0433696340963409	-0.0572219445860458	-0.0885031006435064	-0.0101192611926119	-0.0308397583975839	0.0003632836328363	-0.0117633776337763	0.0021190711907119	0.0157185971859718	0.0061766417664176	0.02240040400404	-5.018382858828588	0.9037029300293	0.2972523245232452	0.7911392893928939	0.4316976089760898	2.16053892563429	0.8830510636165115	5	10.262103275465831	63.75372511842811	165.1504367518359	44.38296401289507	27.348314905365392	302.7486804967085	253.80874944455056	32.3464028975521	45.86353398372674	15.798029073100318	7.899977597289393	12.872454625431995	5.466848594402396	10.769052400010503	7.781146004269678	5.193300830281866	7.940616865767035	2.3104612524890924	1.980115907937524	2.0867361019981	1.01595	1.4776259352109065	1.272605897074678	1.2285341536769367	2.207383796636889	7.77119234	0.09827411	0.62982565	0.00991134	-0.00499336	-0.21189352	-0.26658956	0.04001	-0.06046538	-0.09422114	-0.011	-0.031	-0.005	-0.02	0.002	0.004	0.006	0.017	-5.1586	2067.37426287	0.2684	0.7875	0.4301	1.1511749923371484	0.6953551535019847	10.975019790175086	71.05876222542926	218.71654256469256	63.88263890083669	165.29581749880876	44.58586951586435	30.063483388397685	314.6338602337413	48.93993105215793	23.05821874313954	32.886786167601656	48.72750840358307	16.64819893690428	807.1331967135267	8.419976122680602	13.01757506286324	5.933490066371842	11.348554732488616	7.886896594952423	5.495037990941011	7.957605499646959	2.333518137364968	2.266889780854505	1.985277685582588	2.11596638020595	1.01836	1.4832090606111423	1.2782807423794316	1.2417266741717945	2.239172804486266	8.35590449	0.11351554	0.64429707	0.02912693	0.00594468	-0.18189199	-0.22389382	0.04435	-0.05569036	-0.08489634	-0.01	-0.029	-0.01	0.003	0.016	0.007	0.0225	1.4038	0.298	0.7951	0.479	7.5	1
L-095	10.172214486157662	68.40595581003522	207.1990296138885	43.44301650343076	23.82771073598327	50.77202654986394	218.5002320413141	31.44021181545163	5.402527905953889	11.434634281655091	7.438645290882654	5.392041821381621	7.8034723193663105	2.2146181727211545	2.001664328204013	2.120066394962361	1.0166863172263445	1.4776141184188205	1.2720517104928486	1.2396997301603012	2.211727462455377	8.102716023599973	0.0889056790873817	0.6034792684476689	0.0319193785467709	0.0327620290833816	-0.1720567239686793	-0.2521590544223884	0.0431528648572971	-0.0621951859665193	-0.0894370552613052	-0.0141952539050781	-0.0324072981459629	0.0057685453709074	-0.0120266705334106	0.0046562231244624	0.0124898897977959	0.010730154603092	0.023340121802436	-4.958518672373448	0.7885057201144023	0.2955629912598251	0.7858257865157304	0.4442167753355067	1.806525529581304	0.8489431690819408	11	10.097667296352316	64.4377139474059	167.19831806530942	43.3485643096135	21.325995904864627	257.5535203006101	206.0121513598338	35.51155302392931	49.6306280513259	30.693819151202607	3.489990103106329	9.694204230568056	5.389487301084188	11.24890959327539	7.216703622548547	5.380160700309178	7.759510245470235	2.390947074054236	1.997023821372456	2.0744786195650557	1.01637	1.4753337017866168	1.270444653049003	1.2302071212522143	2.2075095186446023	7.75755497	0.08625455	0.59383503	0.02600258	0.01542478	-0.19596519	-0.26036942	0.03089	-0.06328256	-0.09212053	-0.017	-0.033	0.004	-0.017	0.0	0.009	0.01	0.0205	-5.0746	2059.1497227	0.287	0.78	0.4375	0.8514476927191212	0.673852388538413	10.276166878942645	68.65631923408674	208.37513238709144	64.47713386434076	167.4012235682787	43.77843112260513	24.066266099604466	298.3763965199752	55.21709304569376	22.912401381500764	36.469474609360496	60.91065494646711	31.639450643822013	796.9219750171887	3.8099891956547656	9.97916666420645	5.583410718154834	11.502224757897965	7.567236118034787	5.397117331332998	7.870199022525417	2.427653029298931	2.232919574716285	2.007911153896856	2.1286720615108425	1.01865	1.4800006460545465	1.273768450352626	1.2407045223830409	2.242984823781668	8.2737629	0.10468955	0.60465023	0.03382932	0.03782073	-0.16223779	-0.2305274	0.04458	-0.05542805	-0.08288281	-0.013	-0.029	-0.008	0.005	0.017	0.012	0.024	1.3834	0.3244	0.788	0.4859	5.4	1
L-097	9.472377849460132	63.70291479046541	199.5218285338193	44.7636733071261	22.28509047302357	69.67223347597138	211.0921645357736	14.805154773593296	6.0297006509461575	10.46442499376531	8.000266910322686	5.246641486926843	7.868704463505641	2.179416889838772	1.9937115831005123	2.128503499852762	1.02164	1.4780880845011717	1.2744893021260304	1.2313414990599538	2.2443897677807256	7.88043643	0.10595068	0.632307	0.02843365	0.00288071	-0.20235017	-0.20832723	0.0268	-0.0777686	-0.08237486	-0.014	-0.022	0.003	-0.012	0.001	0.018	0.009	0.0175	-5.1573	0.8765	0.3407	0.789	0.4497	2.015410262120916	0.9855375482120068	1	9.472377849460132	63.56088714639543	163.98425306208975	44.7636733071261	22.28509047302357	280.76439801174496	211.0921645357736	31.58029917594437	50.318773651973245	14.805154773593296	8.769975130155439	12.929645284700964	6.0297006509461575	10.46442499376531	8.000266910322686	5.246641486926843	7.868704463505641	2.3535394599535917	1.9937115831005123	2.128503499852762	1.02164	1.4780880845011717	1.2744893021260304	1.2313414990599538	2.2443897677807256	7.88043643	0.10595068	0.632307	0.02843365	0.00288071	-0.20235017	-0.20832723	0.0268	-0.0777686	-0.08237486	-0.014	-0.022	0.003	-0.012	0.001	0.018	0.009	0.0175	-5.1573	2066.5791534	0.3407	0.789	0.4497	1.0084734788786596	0.7553135187112755	9.472377849460132	63.70291479046541	199.5218285338193	63.56088714639543	163.98425306208975	44.7636733071261	22.28509047302357	280.76439801174496	69.67223347597138	23.30261435596869	31.58029917594437	50.318773651973245	14.805154773593296	796.312965606269	8.769975130155439	12.929645284700964	6.0297006509461575	10.46442499376531	8.000266910322686	5.246641486926843	7.868704463505641	2.3535394599535917	2.179416889838772	1.9937115831005123	2.128503499852762	1.02164	1.4780880845011717	1.2744893021260304	1.2313414990599538	2.2443897677807256	7.88043643	0.10595068	0.632307	0.02843365	0.00288071	-0.20235017	-0.20832723	0.0268	-0.0777686	-0.08237486	-0.014	-0.022	-0.012	0.001	0.018	0.009	0.0175	1.3641	0.3407	0.789	0.4497	9.7	1
