ligand_1_name	buried_volume_2.0A	buried_volume_3.5A	buried_volume_5.0A	buried_volume_ipso_2.5A	buried_volume_ipso_3.5A	buried_volume_ipso_4.5A	quadrant_buried_volume_ligand_max	quadrant_buried_volume_ligand_min	quadrant_buried_volume_ligand_range_max	quadrant_total_volume_ligand_max	quadrant_total_volume_ligand_min	quadrant_total_volume_ligand_range_max	solid_angle	cone_angle	P_int_ligand	P_int_phosphine	P_int_ipso_carbon	pyramidalization_P	pyramidalization_alpha	sasa_ligand_area	sasa_ligand_volume	sasa_phosphine_area	sterimol_ligand_L	sterimol_ligand_B1	sterimol_ligand_B5	buried_sterimol_ligand_L	buried_sterimol_ligand_B1	buried_sterimol_ligand_B5	distance_Pd_P	distance_Pd_N	distance_Pd_C	distance_Pd_O	distance_avg_amine_N_H	distance_amine_N_C	distance_carb_C_OH	distance_carb_C_O	distance_carb_OH_O	homo_lumo	partial_charge_metal	partial_charge_phosphine	partial_charge_amine_nitrogen	partial_charge_carbon	partial_charge_carboxylic_oxygen	partial_charge_carbonyl_oxygen	partial_charge_avg_amine_proton	partial_charge_amine_carbon	partial_charge_carbonyl_carbon	fukui_f_plus_amine_nitrogen	fukui_f_minus_amine_nitrogen	fukui_f_plus_aryl_carbon	fukui_f_minus_aryl_carbon	fukui_f_plus_carb_oh	fukui_f_minus_carb_oh	fukui_f_plus_avg_amine_proton	fukui_f_minus_avg_amine_proton	global_electrophilicity	global_nucleophilicity	tolman_electronic_parameter	bond_order_Pd_P	bond_order_Pd_N	bond_order_Pd_C	bond_order_Pd_O	mlep_Pd_P	mlep_Pd_N	mlep_Pd_C	mlep_Pd_O	num_conformers	min_buried_volume_2.0A	min_buried_volume_3.5A	min_buried_volume_5.0A	min_buried_volume_ipso_2.5A	min_buried_volume_ipso_3.5A	min_buried_volume_ipso_4.5A	min_quadrant_buried_volume_ligand_max	min_quadrant_buried_volume_ligand_min	min_quadrant_buried_volume_ligand_range_max	min_quadrant_total_volume_ligand_max	min_quadrant_total_volume_ligand_min	min_quadrant_total_volume_ligand_range_max	min_solid_angle	min_cone_angle	min_P_int_ligand	min_P_int_phosphine	min_P_int_ipso_carbon	min_pyramidalization_P	min_pyramidalization_alpha	min_sasa_ligand_area	min_sasa_ligand_volume	min_sasa_phosphine_area	min_sterimol_ligand_L	min_sterimol_ligand_B1	min_sterimol_ligand_B5	min_buried_sterimol_ligand_L	min_buried_sterimol_ligand_B1	min_buried_sterimol_ligand_B5	min_distance_Pd_P	min_distance_Pd_N	min_distance_Pd_C	min_distance_Pd_O	min_distance_avg_amine_N_H	min_distance_amine_N_C	min_distance_carb_C_OH	min_distance_carb_C_O	min_distance_carb_OH_O	min_homo_lumo	min_partial_charge_metal	min_partial_charge_phosphine	min_partial_charge_amine_nitrogen	min_partial_charge_carbon	min_partial_charge_carboxylic_oxygen	min_partial_charge_carbonyl_oxygen	min_partial_charge_avg_amine_proton	min_partial_charge_amine_carbon	min_partial_charge_carbonyl_carbon	min_fukui_f_plus_amine_nitrogen	min_fukui_f_minus_amine_nitrogen	min_fukui_f_plus_aryl_carbon	min_fukui_f_minus_aryl_carbon	min_fukui_f_plus_carb_oh	min_fukui_f_minus_carb_oh	min_fukui_f_plus_avg_amine_proton	min_fukui_f_minus_avg_amine_proton	min_global_electrophilicity	min_global_nucleophilicity	min_tolman_electronic_parameter	min_bond_order_Pd_P	min_bond_order_Pd_N	min_bond_order_Pd_C	min_bond_order_Pd_O	min_mlep_Pd_P	min_mlep_Pd_N	min_mlep_Pd_C	min_mlep_Pd_O	max_buried_volume_2.0A	max_buried_volume_3.5A	max_buried_volume_5.0A	max_buried_volume_ipso_2.5A	max_buried_volume_ipso_3.5A	max_buried_volume_ipso_4.5A	max_quadrant_buried_volume_ligand_max	max_quadrant_buried_volume_ligand_min	max_quadrant_buried_volume_ligand_range_max	max_quadrant_total_volume_ligand_max	max_quadrant_total_volume_ligand_min	max_quadrant_total_volume_ligand_range_max	max_solid_angle	max_cone_angle	max_P_int_ligand	max_P_int_phosphine	max_P_int_ipso_carbon	max_pyramidalization_P	max_pyramidalization_alpha	max_sasa_ligand_area	max_sasa_ligand_volume	max_sasa_phosphine_area	max_sterimol_ligand_L	max_sterimol_ligand_B1	max_sterimol_ligand_B5	max_buried_sterimol_ligand_L	max_buried_sterimol_ligand_B1	max_buried_sterimol_ligand_B5	max_distance_Pd_P	max_distance_Pd_N	max_distance_Pd_C	max_distance_Pd_O	max_distance_avg_amine_N_H	max_distance_amine_N_C	max_distance_carb_C_OH	max_distance_carb_C_O	max_distance_carb_OH_O	max_homo_lumo	max_partial_charge_metal	max_partial_charge_phosphine	max_partial_charge_amine_nitrogen	max_partial_charge_carbon	max_partial_charge_carboxylic_oxygen	max_partial_charge_carbonyl_oxygen	max_partial_charge_avg_amine_proton	max_partial_charge_amine_carbon	max_partial_charge_carbonyl_carbon	max_fukui_f_plus_amine_nitrogen	max_fukui_f_minus_amine_nitrogen	max_fukui_f_plus_aryl_carbon	max_fukui_f_minus_aryl_carbon	max_fukui_f_plus_carb_oh	max_fukui_f_minus_carb_oh	max_fukui_f_plus_avg_amine_proton	max_fukui_f_minus_avg_amine_proton	max_global_electrophilicity	max_global_nucleophilicity	max_tolman_electronic_parameter	max_bond_order_Pd_P	max_bond_order_Pd_N	max_bond_order_Pd_C	max_bond_order_Pd_O	max_mlep_Pd_P	max_mlep_Pd_N	max_mlep_Pd_C	max_mlep_Pd_O	product_1_yield	buchwald-type
L-001	8.81602476466131	59.421601693122504	167.94269548043013	0.0	0.0	0.0	44.461264302325525	18.375219455557307	26.086044846768225	84.88760321299068	25.96564370928469	58.921959503705985	4.5784698574643095	148.51483160321902	17.73746347495559	26.28068353996838	0.0	0.8508176875490913	27.614812506144922	394.6621033398193	654.801952393164	7.014109592018395	6.999140142383725	4.5204254958357275	11.008806667028162	6.999140142383725	4.4929166453143665	7.838786488358719	2.390887147719942	2.2717119345362145	1.9786242432228427	2.1507698984600085	1.0160485692713854	1.4818158928463798	1.2704313167460122	1.2432689875267646	2.204592835612536	9.1240001549696	0.08774705485379708	0.5997065752825056	0.019518291542730857	0.008038485779415589	-0.1810676963945279	-0.26041827208714174	0.04578251705034101	-0.06554225122452449	-0.08668276405868118	-0.01701295025900518	-0.028932098641972843	0.015372637452749055	-0.013764775295505913	0.003932208644172882	0.0201917438348767	0.013244154883097664	0.02240761315226304	1.1609873517470346	-5.1343226674533495	2066.2478283	0.830832314646293	0.27583506870137403	0.802330100602012	0.4106659253185064	0.8412248673754404	0.5327641776911157	2.1256473245217546	0.6476984634467075	49	8.613416221722428	58.878156619345226	167.04045089286572				44.34635734998824	14.366546333949021	20.880440522055785	83.46736819680248	17.351042404649043	49.46082786592109	4.530133605208264	147.598122005547	17.67382176240988	25.989038913515436		0.8420391112001832	27.326392456488517	393.16145955517857	652.6162166698203	6.059982815135922	6.896772493359352	4.03912333723985	9.662285512567234	6.896772493359352	4.03912333723985	7.661021502217576	2.369871759590875	2.240432438786099	1.9749934428461804	2.0688476616931903	1.01449	1.4766525000275026	1.2685362879600581	1.227784207024803	2.199963197747374	7.47232946	0.08354393	0.58974547	0.00309751	-0.00972234	-0.22247905	-0.26860622	0.03007	-0.08489833	-0.09400111	-0.03	-0.031	0.014	-0.017	-0.006	0.014	0.012	0.018	1.0905	-5.2672	2066.2478283	0.8179	0.2562	0.7944	0.3997	0.8412248673754404	0.5327641776911157	2.1256473245217546	0.6476984634467075	9.134851366016601	60.59971568062072	169.6162576789442				44.645486081169764	23.673005949519663	30.088585100105224	88.42147259124786	36.96844287619747	70.08042162242907	4.654137262392774	149.94637366180584	17.795358722527723	26.743952480685945		0.8536198489712553	28.516746685979864	395.22148843329245	655.5939798953989	7.199979582339702	7.038103009426699	4.841708152305813	11.310832563189834	7.038103009426699	4.778429539158509	7.896185442225302	2.409377876803325	2.3262755780420044	1.9856572440563809	2.1625554317400777	1.02128	1.4858137841763142	1.277810814605145	1.2449046113927549	2.245901027259524	9.22085687	0.11728975	0.60490313	0.02342088	0.01418872	-0.17320025	-0.20666521	0.04987	-0.05485831	-0.07989481	-0.015	-0.022	0.018	-0.01	0.005	0.032	0.0165	0.024	1.3215	-5.1016	2066.2478283	0.8539	0.306	0.8143	0.4844	0.8412248673754404	0.5327641776911157	2.1256473245217546	0.6476984634467075	5.3	0
L-002	8.413280326090845	59.18146896914468	178.4860731141784	0.0	0.0	0.0	44.26059316832081	14.327847861733227	29.932745306587584	144.85399153572234	44.20921320552521	100.64477833019714	4.826142335261608	153.1826022828921	20.53084552525675	30.075155567949306	0.0	0.8353609914742582	29.1867681632449	613.000230436064	1115.737799884483	6.029982900209506	7.9197589450216235	5.174602869099159	11.138733175705699	7.449228684506178	5.174602869099159	7.8003464047590025	2.418856531566392	2.12729125648883	1.999298316078365	2.234575100046617	1.02285	1.473590911130337	1.2704654876135881	1.2373656516248903	2.238530432949147	6.8774031	0.14077179	0.59335067	0.06102192	-0.0293392	-0.27251429	-0.22505458	0.0377	-0.07735147	-0.09668985	-0.016	-0.024	0.016	-0.007	-0.018	0.041	0.0205	0.02	1.3778	-5.0379	2061.37841501	0.8	0.4256	0.8384	0.3251	0.6306185441072407	0.6862110466553043	1.6969998652850056	0.7304328156513266	1	8.413280326090845	59.18146896914468	178.4860731141784				44.26059316832081	14.327847861733227	29.932745306587584	144.85399153572234	44.20921320552521	100.64477833019714	4.826142335261608	153.1826022828921	20.53084552525675	30.075155567949306		0.8353609914742582	29.1867681632449	613.000230436064	1115.737799884483	6.029982900209506	7.9197589450216235	5.174602869099159	11.138733175705699	7.449228684506178	5.174602869099159	7.8003464047590025	2.418856531566392	2.12729125648883	1.999298316078365	2.234575100046617	1.02285	1.473590911130337	1.2704654876135881	1.2373656516248903	2.238530432949147	6.8774031	0.14077179	0.59335067	0.06102192	-0.0293392	-0.27251429	-0.22505458	0.0377	-0.07735147	-0.09668985	-0.016	-0.024	0.016	-0.007	-0.018	0.041	0.0205	0.02	1.3778	-5.0379	2061.37841501	0.8	0.4256	0.8384	0.3251	0.6306185441072407	0.6862110466553043	1.6969998652850056	0.7304328156513266	8.413280326090845	59.18146896914468	178.4860731141784				44.26059316832081	14.327847861733227	29.932745306587584	144.85399153572234	44.20921320552521	100.64477833019714	4.826142335261608	153.1826022828921	20.53084552525675	30.075155567949306		0.8353609914742582	29.1867681632449	613.000230436064	1115.737799884483	6.029982900209506	7.9197589450216235	5.174602869099159	11.138733175705699	7.449228684506178	5.174602869099159	7.8003464047590025	2.418856531566392	2.12729125648883	1.999298316078365	2.234575100046617	1.02285	1.473590911130337	1.2704654876135881	1.2373656516248903	2.238530432949147	6.8774031	0.14077179	0.59335067	0.06102192	-0.0293392	-0.27251429	-0.22505458	0.0377	-0.07735147	-0.09668985	-0.016	-0.024	0.016	-0.007	-0.018	0.041	0.0205	0.02	1.3778	-5.0379	2061.37841501	0.8	0.4256	0.8384	0.3251	0.6306185441072407	0.6862110466553043	1.6969998652850056	0.7304328156513266	4.0	0
L-004	9.088333292977909	58.29558772679939	162.61431495316597	0.0	0.0	0.0	44.10789108876661	20.19223525940738	23.915655829359228	151.9343297079846	31.695504954419473	120.23882475356513	4.281126261345824	142.83889537675495	18.80897173212787	26.33918835130412	0.0	0.8646052798497111	25.83099494401245	493.7022140264865	818.2380789605818	7.8199778241522875	7.365523895887055	4.639947283176921	11.281566098506056	6.955959878835493	4.639947283176921	7.851410894819048	2.335502506905012	2.2166094715535936	1.9889757414998464	2.1290207173871982	1.01616	1.4879443885552062	1.2704297220162157	1.2439899802760246	2.2094659304843627	8.77254614	0.08987071	0.60349733	0.01654733	0.01047867	-0.18058336	-0.27011853	0.05064	-0.0679272	-0.09232424	-0.013	-0.029	0.011	-0.011	0.003	0.016	0.012	0.02	1.1575	-4.9524	2064.87469622	0.8851	0.2932	0.7926	0.4242	1.1881999822044087	0.6272230044686172	2.0478576273706794	0.9142580252537518	1	9.088333292977909	58.29558772679939	162.61431495316597				44.10789108876661	20.19223525940738	23.915655829359228	151.9343297079846	31.695504954419473	120.23882475356513	4.281126261345824	142.83889537675495	18.80897173212787	26.33918835130412		0.8646052798497111	25.83099494401245	493.7022140264865	818.2380789605818	7.8199778241522875	7.365523895887055	4.639947283176921	11.281566098506056	6.955959878835493	4.639947283176921	7.851410894819048	2.335502506905012	2.2166094715535936	1.9889757414998464	2.1290207173871982	1.01616	1.4879443885552062	1.2704297220162157	1.2439899802760246	2.2094659304843627	8.77254614	0.08987071	0.60349733	0.01654733	0.01047867	-0.18058336	-0.27011853	0.05064	-0.0679272	-0.09232424	-0.013	-0.029	0.011	-0.011	0.003	0.016	0.012	0.02	1.1575	-4.9524	2064.87469622	0.8851	0.2932	0.7926	0.4242	1.1881999822044087	0.6272230044686172	2.0478576273706794	0.9142580252537518	9.088333292977909	58.29558772679939	162.61431495316597				44.10789108876661	20.19223525940738	23.915655829359228	151.9343297079846	31.695504954419473	120.23882475356513	4.281126261345824	142.83889537675495	18.80897173212787	26.33918835130412		0.8646052798497111	25.83099494401245	493.7022140264865	818.2380789605818	7.8199778241522875	7.365523895887055	4.639947283176921	11.281566098506056	6.955959878835493	4.639947283176921	7.851410894819048	2.335502506905012	2.2166094715535936	1.9889757414998464	2.1290207173871982	1.01616	1.4879443885552062	1.2704297220162157	1.2439899802760246	2.2094659304843627	8.77254614	0.08987071	0.60349733	0.01654733	0.01047867	-0.18058336	-0.27011853	0.05064	-0.0679272	-0.09232424	-0.013	-0.029	0.011	-0.011	0.003	0.016	0.012	0.02	1.1575	-4.9524	2064.87469622	0.8851	0.2932	0.7926	0.4242	1.1881999822044087	0.6272230044686172	2.0478576273706794	0.9142580252537518	2.5	0
L-005	9.349060633822647	54.84148910623454	153.62168255311556	0.0	0.0	0.0	41.513452201760096	13.280968256060119	28.23248394569998	120.03530739771196	19.350491693845438	100.68481570386655	4.160181023778624	140.50172828990185	18.622752404813394	26.23269985879871	0.0	0.9062743430319695	21.28631281243553	519.8338930195016	866.7878323715375	10.952091520896662	7.439685848623656	5.0856265486438	11.279328764733778	6.980274445046549	4.922460105267199	7.919561806070975	2.2979258462071512	2.2060502347804167	1.981004936304605	2.125871601119215	1.0160551449485504	1.4820409587807164	1.272113871834061	1.242598552493247	2.2061956574675263	9.137778693127467	0.09691402415905839	0.6188567276416236	0.013936753868461315	-0.002362274756352437	-0.1902680906560934	-0.2704856473329267	0.046478051119488814	-0.05671941737102629	-0.0874045971394286	-0.012120638793612063	-0.031095469045309545	0.016345656543434565	-0.011837651623483764	0.00262160378396216	0.021174058259417407	0.012736732632673673	0.022944640553594457	1.050770970290297	-5.165841630583693	2066.77686849	0.9250132778672211	0.29535736042639577	0.7878859601403986	0.41999044009559905	1.4216227119377498	0.7196454461792355	2.119728203424807	0.9076661774808094	27	8.714025077364251	49.48697872676164	142.99545966064275				40.33531300005416	7.717730445414226	26.277308539176992	108.76487934318746	9.111124970559215	76.05296559622036	3.840113254746078	134.23693763613213	18.571082101094603	25.220551975240348		0.8261750914210895	18.603612583120768	513.260393371355	859.0630303209721	9.639972663021487	7.220325736105215	4.741819127385936	10.90482537816485	6.7555760094822705	4.593857121031881	7.861347999905419	2.2899432846950427	2.1954919756017617	1.9750112176708194	2.0748745008645035	1.01462	1.4693545940746937	1.2690205690972685	1.2321845436731573	2.2007827158394253	8.8211744	0.09078148	0.61017192	0.00971901	-0.01703637	-0.21413634	-0.28460086	0.03435	-0.08511742	-0.09586196	-0.016	-0.033	0.013	-0.015	-0.001	0.006	0.011	0.018	0.9857	-5.3176	2066.77686849	0.8986	0.2808	0.7831	0.4041	1.42162271193775	0.7196454461792355	2.119728203424807	0.9076661774808092	9.642222906833961	56.236201462126594	156.24394023743582				43.232468892966125	15.427093653592607	35.5147384475519	137.97368586309233	32.71191374696709	113.67633721486858	4.249125317556273	142.22261465047023	18.75031971877169	26.588316586324474		0.9276361698582033	30.06213913201749	521.6404440921286	868.8312159801012	14.039960185562421	7.9683286658610015	5.844302813006042	11.366485717792175	7.490207863489074	5.41826883931779	7.970927191958768	2.3320292086528163	2.2424125985536643	1.9892517323797634	2.147830633687721	1.0228	1.4841757377003826	1.2742436014380565	1.245182427764253	2.2427639995428894	9.34211488	0.10938774	0.62482692	0.02116812	0.00207728	-0.17696991	-0.19844145	0.0628	-0.05145941	-0.08065416	-0.009	-0.024	0.018	-0.009	0.005	0.024	0.014	0.025	1.1367	-5.1269	2066.77686849	0.9374	0.3218	0.7945	0.4657	1.42162271193775	0.7196454461792355	2.119728203424807	0.9076661774808092	0.0	0
L-006	10.243802588631734	58.536102277672526	170.27179475557003	63.341079370335024	160.8714934856984	288.1793035825122	44.20196921936063	15.11804276473367	29.083926454626955	246.00508116643996	19.82413399290814	226.18094717353188	4.712076951802365	151.03886973074543	21.69046577753614	29.676944600386843	42.81028385060677	0.8678748282632891	25.589185246425	627.8880628257746	1166.0542082001173	8.55277411810909	9.70687788416395	5.433841958725961	11.364653606618878	8.054062862049236	5.040860267410207	7.89114466688293	2.285159774340226	2.2115451173060037	1.9877915785923415	2.1054538355868155	1.0185513613863864	1.4751392348742116	1.2714478609435995	1.241756710792489	2.2086519176088957	8.562909471932482	0.10444969751902482	0.6194219893248067	0.018085987707222934	-0.004964425593344067	-0.18596250978500217	-0.2694316613627864	0.043107117228827714	-0.058999864972750275	-0.08308674727492725	-0.010244977550224499	-0.025148768512314887	0.006422955770442296	-0.010011819881801182	0.002133078669213309	0.00946770532294677	0.009216672833271669	0.01899567504324957	1.2325748792512077	-5.023662098379018	2067.94593455	0.9301978700212997	0.29102704372956273	0.7860359116408837	0.43909680503194964	1.5857738506871548	0.6979925675980239	2.057595735873257	0.9894966137166441	9	8.969333571251024	55.40156954785087	168.9320590013921	61.41303437502592	149.04455097748522	258.94813506556784	43.51067953105803	11.537374243578308	23.738897942751958	161.81004590810264	15.453272141640555	102.89184392251269	4.551134224570157	147.99676515656915	21.275004539804506	27.833726554793127	40.71558476053227	0.8543355789292376	22.540743217297198	625.0720658657305	1161.167107681854	6.709980971874924	8.187618947679992	4.974780548666212	11.143034596350713	7.144885044384738	4.837669577797781	7.864135986233996	2.2831398758159795	2.1448747750308197	1.984002547847552	2.067754184564562	1.01796	1.4738520032508793	1.2712220151090028	1.2301435367778857	2.205351375757268	7.95766393	0.10142177	0.60689794	0.01663379	-0.02590607	-0.22063243	-0.27166194	0.01162	-0.08221394	-0.08989166	-0.015	-0.028	0.0	-0.011	-0.001	0.003	0.009	0.0165	1.1732	-5.0619	2067.94593455	0.9077	0.2886	0.7781	0.4166	1.5857738506871546	0.6979925675980236	2.057595735873257	0.989496613716644	10.438439226752035	73.23528981140392	217.82491713874234	63.57154117799944	160.99191984562003	288.7407550716116	44.23339964730431	19.918208239933396	31.973305287479725	246.92438219832394	58.91820198558994	226.80740817439448	5.728168938329567	169.8645050493205	21.775585853254785	32.14887403652302	44.67113280507738	0.8939845226449252	27.13786861201771	670.192364242072	1202.5149444333022	12.179965460124663	9.94976812199714	5.503421223687102	11.538210794685407	8.073747415705927	5.167921579782181	7.9814097805654995	2.315126922218389	2.2136463760924663	1.9945339933133657	2.130937492529715	1.02546	1.4793688490647017	1.2769809288728895	1.2422722574623946	2.2458931077668454	8.62268162	0.12316778	0.6217834	0.02283169	-0.00461747	-0.18401019	-0.20388766	0.04391	-0.05854166	-0.07811299	-0.01	-0.018	0.008	-0.007	0.003	0.018	0.0115	0.021	1.2849	-4.9416	2067.94593455	0.9408	0.3426	0.7875	0.4736	1.5857738506871546	0.6979925675980236	2.057595735873257	0.989496613716644	9.5	1
L-007	9.625995672053023	56.57193685621495	159.13346708079308	63.349937320635924	156.08139749283242	278.99597987372334	43.73868674573486	15.893567129491068	27.845119616243792	263.20723074706876	26.46216737520826	236.7450633718605	4.5331336936885345	147.65509558016623	21.69495205684268	28.83658621205049	43.63115880917346	0.8804967650549406	24.225145764974958	681.3018748411416	1259.2467774962913	9.94997178392778	10.555830963241434	5.183352036274499	11.310431482779215	8.286909676500304	4.779937413073507	7.948564158023008	2.316544360075518	2.1859178352676563	1.9825222310394652	2.136788590648465	1.01632	1.4795312167930572	1.2708738361499996	1.2427567687234804	2.2055090909202164	9.0063723	0.08966416	0.61717015	0.01851018	0.00498757	-0.19219093	-0.26347693	0.05316	-0.07119639	-0.09074235	-0.01	-0.03	0.005	-0.011	0.003	0.021	0.008	0.0225	1.2582	-5.1523	2064.77325534	0.9088	0.3111	0.7887	0.4123	1.27334491503622	0.7447636267663158	2.1036256502014483	0.7290483572257047	1	9.625995672053023	56.57193685621495	159.13346708079308	63.349937320635924	156.08139749283242	278.99597987372334	43.73868674573486	15.893567129491068	27.845119616243792	263.20723074706876	26.46216737520826	236.7450633718605	4.5331336936885345	147.65509558016623	21.69495205684268	28.83658621205049	43.63115880917346	0.8804967650549406	24.225145764974958	681.3018748411416	1259.2467774962913	9.94997178392778	10.555830963241434	5.183352036274499	11.310431482779215	8.286909676500304	4.779937413073507	7.948564158023008	2.316544360075518	2.1859178352676563	1.9825222310394652	2.136788590648465	1.01632	1.4795312167930572	1.2708738361499996	1.2427567687234804	2.2055090909202164	9.0063723	0.08966416	0.61717015	0.01851018	0.00498757	-0.19219093	-0.26347693	0.05316	-0.07119639	-0.09074235	-0.01	-0.03	0.005	-0.011	0.003	0.021	0.008	0.0225	1.2582	-5.1523	2064.77325534	0.9088	0.3111	0.7887	0.4123	1.27334491503622	0.7447636267663158	2.1036256502014483	0.7290483572257047	9.625995672053023	56.57193685621495	159.13346708079308	63.349937320635924	156.08139749283242	278.99597987372334	43.73868674573486	15.893567129491068	27.845119616243792	263.20723074706876	26.46216737520826	236.7450633718605	4.5331336936885345	147.65509558016623	21.69495205684268	28.83658621205049	43.63115880917346	0.8804967650549406	24.225145764974958	681.3018748411416	1259.2467774962913	9.94997178392778	10.555830963241434	5.183352036274499	11.310431482779215	8.286909676500304	4.779937413073507	7.948564158023008	2.316544360075518	2.1859178352676563	1.9825222310394652	2.136788590648465	1.01632	1.4795312167930572	1.2708738361499996	1.2427567687234804	2.2055090909202164	9.0063723	0.08966416	0.61717015	0.01851018	0.00498757	-0.19219093	-0.26347693	0.05316	-0.07119639	-0.09074235	-0.01	-0.03	0.005	-0.011	0.003	0.021	0.008	0.0225	1.2582	-5.1523	2064.77325534	0.9088	0.3111	0.7887	0.4123	1.27334491503622	0.7447636267663158	2.1036256502014483	0.7290483572257047	8.7	1
L-008	9.938936293716267	57.461090880650744	167.29413082375214	63.536082195626264	161.86023982586423	294.5497144545821	43.164356057167645	13.43427276694579	29.730083290221856	263.43299369113106	21.503399217956982	241.92959447317406	4.600117149201688	148.9241494207005	21.58813877470809	29.672198385002087	47.26753591046704	0.8742069495168918	24.990415030684268	700.4418430691032	1316.5868470409762	8.972270656486971	10.68235616764635	5.298816114333245	11.44300071296631	8.057136572389675	5.017069092129045	7.9257059410624695	2.296299258003793	2.1950898535686103	1.9870370547354763	2.0980828092538966	1.0170637706999999	1.476291069735672	1.272876449076869	1.2399689177218347	2.214108558749125	8.3783929815104	0.10419851954859997	0.6156727385085	0.020096201190800002	-0.0052346385572	-0.19036663576610002	-0.26153021740890003	0.045528406	-0.0608205999899	-0.0844365612554	-0.01209305	-0.028251040000000005	0.00609452	-0.010169170000000002	0.00245405	0.01466485	0.009940565000000002	0.021078859999999994	1.298374544	-5.22041765	2067.02264506	0.9203441050000001	0.30209733499999997	0.7855639550000001	0.44644941900000007	1.4239136814962527	0.7417947466127726	2.098788424331439	0.9677502249427737	9	9.098069633846473	53.391340801938675	160.3150771649517	63.442627395590854	161.62992168485337	294.2511934275603	43.05048148308646	8.734349769569617	29.24454004393918	262.05780541923275	11.457699115991328	239.61761129805154	4.404129889036909	145.19757833768261	21.533646270946942	28.36148540640135	46.618030248196995	0.8392288201416601	24.249547424860154	699.7421622184243	1315.2800838410324	8.639975498807646	9.909768258121284	4.911811386557302	10.536813823039541	7.051726319255215	4.797184236797026	7.853952141528083	2.2862166116578093	2.1663181254380577	1.9838940496660395	2.060828305789519	1.01459	1.475486451463326	1.271714995319557	1.2311607119733592	2.2075529124889166	7.80310285	0.0939973	0.60789372	0.0153848	-0.01499069	-0.20779941	-0.26932782	0.03739	-0.07873078	-0.09201229	-0.014	-0.031	0.003	-0.013	-0.001	0.008	0.009	0.0175	1.2295	-5.2809	2067.02264506	0.9082	0.297	0.7791	0.4254	1.423913681496253	0.7417947466127726	2.0987884243314396	0.9677502249427737	10.108485452872943	58.181584119460986	169.10543061199354	63.583260612763866	162.41748788967743	295.4175004931239	44.04409090484327	13.821630008964494	35.309741135273654	290.41266609045374	22.735673600333378	272.05536882724857	4.658137380366467	150.0219033864463	21.682121434341568	30.384581256202026	49.98841516565913	0.8805278409798293	28.582661800399208	702.7421100028333	1322.287156166691	11.289967983974345	11.184491407316575	5.342830089025831	11.513673281223676	8.154831301858557	5.151631657274024	7.959019480991938	2.3150959094540347	2.2232305233302547	1.9921632260617614	2.1186377017067075	1.01941	1.4822357397906303	1.2765185305403204	1.2427158727198084	2.2445873576850284	8.96049613	0.11569321	0.61710178	0.02593319	-0.00299754	-0.18816802	-0.23629713	0.0469	-0.05503564	-0.07476201	-0.012	-0.023	0.008	-0.007	0.004	0.022	0.0115	0.022	1.3357	-5.1694	2067.02264506	0.9327	0.327	0.7883	0.4813	1.423913681496253	0.7417947466127726	2.0987884243314396	0.9677502249427737	7.0	1
