,symbol_slice_1,symbol_slice_2,symbol_slice_3,symbol_slice_4,symbol_slice_5,symbol_slice_6,symbol_slice_7,symbol_slice_8,symbol_slice_9,symbol_slice_10,disp_slice_1,disp_slice_2,disp_slice_3,disp_slice_4,disp_slice_5,disp_slice_6,disp_slice_7,disp_slice_8,disp_slice_9,disp_slice_10,pol_slice_1,pol_slice_2,pol_slice_3,pol_slice_4,pol_slice_5,pol_slice_6,pol_slice_7,pol_slice_8,pol_slice_9,pol_slice_10,charge_slice_1,charge_slice_2,charge_slice_3,charge_slice_4,charge_slice_5,charge_slice_6,charge_slice_7,charge_slice_8,charge_slice_9,charge_slice_10,covCN_slice_1,covCN_slice_2,covCN_slice_3,covCN_slice_4,covCN_slice_5,covCN_slice_6,covCN_slice_7,covCN_slice_8,covCN_slice_9,covCN_slice_10,f+_slice_1,f+_slice_2,f+_slice_3,f+_slice_4,f+_slice_5,f+_slice_6,f+_slice_7,f+_slice_8,f+_slice_9,f+_slice_10,f-_slice_1,f-_slice_2,f-_slice_3,f-_slice_4,f-_slice_5,f-_slice_6,f-_slice_7,f-_slice_8,f-_slice_9,f-_slice_10,f0_slice_1,f0_slice_2,f0_slice_3,f0_slice_4,f0_slice_5,f0_slice_6,f0_slice_7,f0_slice_8,f0_slice_9,f0_slice_10,max_bond_order_slice_1,max_bond_order_slice_2,max_bond_order_slice_3,max_bond_order_slice_4,max_bond_order_slice_5,max_bond_order_slice_6,max_bond_order_slice_7,max_bond_order_slice_8,max_bond_order_slice_9,max_bond_order_slice_10,C_rdf_slice_1,C_rdf_slice_2,C_rdf_slice_3,C_rdf_slice_4,C_rdf_slice_5,C_rdf_slice_6,C_rdf_slice_7,C_rdf_slice_8,C_rdf_slice_9,C_rdf_slice_10,N_rdf_slice_1,N_rdf_slice_2,N_rdf_slice_3,N_rdf_slice_4,N_rdf_slice_5,N_rdf_slice_6,N_rdf_slice_7,N_rdf_slice_8,N_rdf_slice_9,N_rdf_slice_10,S_rdf_slice_1,S_rdf_slice_2,S_rdf_slice_3,S_rdf_slice_4,S_rdf_slice_5,S_rdf_slice_6,S_rdf_slice_7,S_rdf_slice_8,S_rdf_slice_9,S_rdf_slice_10,O_rdf_slice_1,O_rdf_slice_2,O_rdf_slice_3,O_rdf_slice_4,O_rdf_slice_5,O_rdf_slice_6,O_rdf_slice_7,O_rdf_slice_8,O_rdf_slice_9,O_rdf_slice_10,F_rdf_slice_1,F_rdf_slice_2,F_rdf_slice_3,F_rdf_slice_4,F_rdf_slice_5,F_rdf_slice_6,F_rdf_slice_7,F_rdf_slice_8,F_rdf_slice_9,F_rdf_slice_10
nuc2182,47.32872759999999,52.30973439999999,0.0,61.73872319999998,26.154867199999998,20.285554150400003,21.173860400000002,5.5752928000000015,72.88930879999998,272.70550310079994,55.842999999999996,63.656000000000006,0.0,86.6,24.97,25.287000000000003,26.382,1.988,66.59400000000001,250.548,19.702,22.681999999999995,0.0,26.433999999999997,10.254,8.937,9.21,2.205,24.031,102.45300000000003,0.137,-0.031,0.0,-0.104,0.30400000000000005,-0.422,-0.01899999999999999,0.079,0.10500000000000001,-0.046999999999999854,7.258000000000001,7.708,0.0,8.812999999999999,3.684,1.784,3.55,0.924,13.201,44.433999999999976,0.125,0.20099999999999998,0.0,0.097,0.107,0.161,0.07300000000000001,0.004,-0.006999999999999999,0.24400000000000002,0.167,0.11599999999999999,0.0,0.058,0.045000000000000005,0.08399999999999999,0.041999999999999996,0.033,0.025,0.43000000000000016,0.14500000000000002,0.158,0.0,0.077,0.075,0.123,0.057,0.018,0.008999999999999998,0.3370000000000001,4.424,4.813,0.0,4.313,2.633,2.629,2.174,0.96,4.925,26.147,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2183,47.32872759999999,52.30973439999999,0.0,41.15914879999999,39.46068674239999,15.5985676,31.730159999999998,31.730159999999998,52.30973439999999,95.78476599999999,56.349,64.631,0.0,54.358999999999995,41.4,23.81,25.411,25.997,46.083,85.673,19.809,22.825,0.0,17.076,15.052,7.247,11.346,11.642,17.808,38.058,0.10899999999999999,-0.07000000000000002,0.0,0.08200000000000002,-0.172,-0.13,0.087,0.046,0.08499999999999999,-0.033999999999999996,7.260000000000001,7.697,0.0,5.718999999999999,4.619,2.74,5.607,5.601,9.388,16.697,0.173,0.302,0.0,0.135,0.217,0.035,-0.0009999999999999992,0.039,0.009999999999999998,0.088,0.169,0.129,0.0,0.04,0.08,0.092,0.062,0.091,0.03899999999999999,0.297,0.172,0.216,0.0,0.088,0.149,0.064,0.03,0.064,0.024,0.19300000000000003,4.409,4.832,0.0,2.898,3.242,1.1,2.932,2.925,3.9589999999999996,9.874,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nuc2184,47.32872759999999,52.30973439999999,0.0,56.75771639999999,31.730159999999998,20.579574399999995,26.154867199999998,26.154867199999998,36.178141999999994,60.49703302719999,55.11900000000001,64.757,0.0,79.885,31.963,28.966,30.770999999999997,28.805,52.829,51.05200000000001,19.547,22.912,0.0,24.563000000000002,13.369000000000002,8.826,10.996,10.783999999999999,16.048000000000002,18.472,0.17900000000000002,-0.08199999999999999,0.0,-0.095,0.127,-0.039,0.049,0.122,-0.13999999999999999,-0.121,7.267,7.692,0.0,7.715,4.841,2.917,3.849,3.842,4.813,5.710000000000001,0.12,0.16899999999999998,0.0,0.097,0.177,0.032,0.075,0.089,0.154,0.086,0.174,0.172,0.0,0.15600000000000003,0.128,0.017,0.051000000000000004,0.07,0.15000000000000002,0.08,0.14800000000000002,0.17099999999999999,0.0,0.127,0.152,0.025,0.063,0.079,0.152,0.08299999999999999,4.436,4.8,0.0,4.3,3.3229999999999995,1.433,2.388,2.396,2.8609999999999998,3.819,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
nuc2185,47.32872759999999,52.30973439999999,0.0,61.73872319999998,31.730159999999998,21.173860400000002,57.88502719999999,11.150585600000003,52.30973439999999,232.72868079999995,56.603,64.918,0.0,84.51599999999999,27.772,26.823999999999998,48.17,5.423,48.331999999999994,210.014,19.886,23.044,0.0,26.111,11.797,9.792,20.206,5.15,18.154,89.22200000000001,0.08900000000000002,-0.09800000000000002,0.0,-0.016,-0.04700000000000001,-0.118,0.146,0.043,-0.04699999999999999,0.04799999999999997,7.257000000000001,7.704,0.0,8.809999999999999,5.609,3.663,10.305,1.846,9.470999999999998,40.98899999999999,0.16599999999999998,0.28800000000000003,0.0,0.188,0.106,0.08299999999999999,0.036000000000000004,0.040999999999999995,0.006999999999999999,0.08800000000000002,0.14400000000000002,0.10700000000000001,0.0,0.046,0.042,0.10200000000000001,0.032,0.06,0.027000000000000003,0.43700000000000017,0.15500000000000003,0.198,0.0,0.11699999999999999,0.075,0.092,0.033,0.051000000000000004,0.018,0.263,4.4030000000000005,4.832,0.0,4.279,2.973,2.016,4.933999999999999,1.922,3.955,21.633999999999997,1.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2186,47.32872759999999,52.30973439999999,0.0,56.75771639999999,5.5752928000000015,15.5985676,31.730159999999998,57.88502719999999,31.730159999999998,227.15338799999995,57.24000000000001,61.876,0.0,82.914,2.737,23.094,25.284000000000002,49.774,26.508,207.417,19.994,22.586,0.0,25.009,2.587,7.137,11.149,20.442999999999998,11.454,86.666,0.059,0.027000000000000003,0.0,-0.21600000000000003,0.02,-0.095,0.107,0.05299999999999999,0.026000000000000002,0.020999999999999994,7.2490000000000006,7.680999999999999,0.0,7.648,0.926,2.747,5.612,10.339999999999998,5.66,40.06299999999999,0.15,0.33799999999999997,0.0,0.22799999999999998,0.093,0.046,-0.004999999999999999,0.015999999999999997,0.057999999999999996,0.07599999999999998,0.161,0.11400000000000002,0.0,0.07200000000000001,0.035,0.068,0.036000000000000004,0.049,0.046,0.41700000000000015,0.15600000000000003,0.226,0.0,0.149,0.064,0.057,0.015000000000000001,0.032,0.051,0.24700000000000003,4.394,4.867,0.0,4.271,0.963,1.177,2.924,4.915,2.929,20.659999999999993,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2187,47.32872759999999,52.30973439999999,0.0,61.73872319999998,11.150585600000003,14.7102613504,31.730159999999998,0.0,20.579574399999995,134.0358027008,56.44199999999999,64.19,0.0,84.19,4.979,18.667,24.5,0.0,21.774,218.80699999999996,19.837,22.846,0.0,26.041000000000004,4.933,5.833,11.333,0.0,6.635,60.25599999999999,0.10100000000000003,-0.062,0.0,0.008,0.074,-0.281,0.145,0.0,-0.069,0.08399999999999982,7.257000000000001,7.7010000000000005,0.0,8.7,1.852,1.706,5.539,0.0,3.871,19.466,0.124,0.263,0.0,0.136,0.146,0.036,0.023000000000000003,0.0,-0.006,0.27799999999999997,0.239,0.172,0.0,0.092,0.107,0.089,0.057999999999999996,0.0,-0.007,0.25099999999999995,0.182,0.217,0.0,0.11400000000000002,0.127,0.062,0.04,0.0,-0.006,0.26299999999999996,4.417,4.8580000000000005,0.0,4.302,1.935,1.032,2.929,0.0,1.012,13.808000000000002,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2188,47.32872759999999,41.753434799999994,0.0,61.73872319999998,26.749153200000002,5.5752928000000015,37.3054528,41.15914879999999,0.0,104.61946879999998,54.293,62.283,0.0,83.37299999999999,28.817,2.795,27.807000000000002,56.771,0.0,125.458,19.412,19.646,0.0,25.910000000000004,11.751000000000001,2.614,13.748,17.476,0.0,45.22,0.21899999999999997,-0.397,0.0,0.046,0.013000000000000012,0.016,0.135,-0.030000000000000002,0.0,-0.0010000000000000009,7.246,5.709,0.0,8.721,4.492,0.926,6.514,5.897,0.0,15.387,0.108,0.129,0.0,0.076,0.09100000000000001,0.038,0.10200000000000001,0.073,0.0,0.385,0.17099999999999999,0.187,0.0,0.085,0.195,0.062,0.08399999999999999,0.02,0.0,0.195,0.14,0.158,0.0,0.081,0.14300000000000002,0.05,0.093,0.046,0.0,0.289,4.438,3.785,0.0,4.228000000000001,3.1,0.964,3.8869999999999996,2.871,0.0,9.66,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2189,47.32872759999999,35.289835750399995,36.178141999999994,41.15914879999999,73.48359479999999,36.178141999999994,72.88930879999998,58.47931319999999,63.46031999999999,288.75459708479997,51.643,53.285,54.427,51.392,78.46300000000001,53.427,68.744,54.012,50.436,301.442,18.791,15.453999999999999,16.25,16.619,29.242,16.094,24.576,23.372,22.424,112.963,0.3959999999999999,-0.5579999999999999,-0.21299999999999997,0.206,0.075,-0.152,-0.031999999999999994,0.051,0.20899999999999996,0.020999999999999998,7.112,3.921,4.962,6.0,12.468,4.741,13.207999999999998,10.190000000000001,11.222999999999999,43.101,0.052,0.059,0.066,0.05,0.11599999999999999,0.07200000000000001,0.0019999999999999966,0.073,0.034,0.47700000000000004,0.06899999999999999,0.10200000000000001,0.06899999999999999,0.018,0.11000000000000001,0.04,0.003999999999999998,0.115,0.085,0.389,0.06,0.081,0.068,0.034,0.11199999999999999,0.056,0.003999999999999998,0.09400000000000001,0.059,0.43300000000000016,4.7490000000000006,3.0789999999999997,2.7640000000000002,2.9210000000000003,6.393,2.745,4.973,5.997,5.884999999999999,25.129999999999995,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nuc2190,51.1782348,50.5943831008,20.579574399999995,37.3054528,52.30973439999999,20.285554150400003,5.5752928000000015,0.0,0.0,0.0,133.764,81.893,20.65,27.227,43.904,21.237,2.16,0.0,0.0,0.0,28.474999999999998,23.829,6.461,13.407,17.439999999999998,8.201,2.298,0.0,0.0,0.0,1.213,-1.432,-0.007,0.17600000000000002,0.228,-0.242,0.063,0.0,0.0,0.0,8.158,5.378,3.879,6.626,9.274999999999999,2.624,0.924,0.0,0.0,0.0,0.445,0.341,-0.028,0.07400000000000001,0.045,0.076,0.047,0.0,0.0,0.0,0.159,0.259,-0.016,0.198,0.11599999999999999,0.21000000000000002,0.073,0.0,0.0,0.0,0.302,0.3,-0.022,0.136,0.08,0.14300000000000002,0.06,0.0,0.0,0.0,4.404,5.1,0.99,3.889,3.9130000000000003,1.96,0.968,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc2191,47.32872759999999,61.444702950399986,20.579574399999995,56.75771639999999,26.749153200000002,56.75771639999999,16.725878400000006,78.46460159999998,41.15914879999999,16.725878400000006,55.169000000000004,81.371,22.472,82.69,27.99,74.303,6.930999999999999,85.16099999999999,57.929,7.566000000000001,19.408,26.278,7.763,24.994,11.443000000000001,22.624000000000002,7.130000000000001,31.162,17.65,7.449,0.21300000000000002,-0.4159999999999999,0.268,-0.21400000000000002,0.08399999999999999,-0.19,0.15200000000000002,0.07500000000000001,-0.077,0.10400000000000001,7.255,7.664,2.757,7.700000000000001,4.492999999999999,8.5,2.7750000000000004,12.407000000000002,5.843,2.777,0.10099999999999999,0.22,0.04,0.129,0.108,0.040999999999999995,0.092,0.094,0.055,0.121,0.13999999999999999,0.14600000000000002,0.007,0.09899999999999999,0.097,0.095,0.10200000000000001,0.128,0.038,0.147,0.12,0.183,0.024,0.11399999999999999,0.10400000000000001,0.06899999999999999,0.097,0.11199999999999999,0.046,0.13299999999999998,4.402,5.5169999999999995,1.659,4.415,3.0509999999999997,3.809,2.9299999999999997,6.805000000000001,2.896,2.926,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
