name,smiles,type,sites
nuc1582,Cc1ccccc1C(=O)NN,nuc,10
nuc1583,NNC(=O)c1ccc(F)cc1,nuc,0
nuc1584,NNC(=O)c1ccc(C(F)(F)F)cc1,nuc,0
nuc1585,COc1ccccc1C(=O)NN,nuc,11
nuc1586,COc1ccc(C(=O)NN)cc1,nuc,9
nuc1587,NNC(=O)c1ccc(O)cc1,nuc,0
nuc1588,CC(=O)NN,nuc,4
nuc1589,CC(C)C(=O)NN,nuc,6
nuc1590,NNC(=O)c1csc(-c2ccccc2)n1,nuc,0
nuc1591,CN(C)C(=O)c1ccc(N)cc1,nuc,9
nuc1592,CCc1cccc(CC)c1N,nuc,10
nuc1593,Nc1nncc2ccccc12,nuc,0
nuc1594,CN1CCCC1CCN,nuc,8
nuc1595,NC(=O)Nc1ccccn1,nuc,0
nuc1596,COc1ccc(CNC(N)=O)cc1,nuc,9
nuc1597,COc1ccc(CNC(N)=O)c(OC)c1,nuc,9
nuc1598,COc1ccc(NC(N)=O)cc1,nuc,8
nuc1599,CCn1nccc1N,nuc,7
nuc1600,CCOC(=O)[C@@H](N)CO,nuc,6
nuc1601,COc1ccc2c(c1)CCc1sc(N)nc1-2,nuc,13
nuc1602,NC(=O)N1CCOCC1,nuc,0
nuc1603,CN1CCC(Oc2ccc3ncc(-c4cnc(N)nc4)n3n2)C1,nuc,17
nuc1604,C[C@@H](N)Cc1cn(C)c2ccccc12,nuc,2
nuc1605,CC(C)(C)OC(=O)NC1(CN)CC1,nuc,10
nuc1606,C=CCCCC(C)(C)CN,nuc,9
nuc1607,Nc1cc(C2CC2)[nH]n1,nuc,0
nuc1608,CC1(C)[C@H]2CC[C@]1(CS(=O)(=O)Nc1cccc(N)n1)C(=O)C2,nuc,17
nuc1609,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)Nc1cccc(N)n1)C(=O)C2,nuc,17
nuc1610,CO[C@H]1CCN(c2nccc(N)n2)C[C@H]1F,nuc,11
nuc1611,COc1ccc(Cn2cc(-c3nc(N)sc3C)cn2)cc1,nuc,13
nuc1612,Nc1cccc2c1OCO2,nuc,0
nuc1613,Nc1ccn(-c2ccccn2)n1,nuc,0
nuc1614,Nc1ccnc(F)c1,nuc,0
nuc1615,Cc1nnc(N)nc1C,nuc,5
nuc1616,CC(C)(C)OC(=O)Nc1cccc(C(F)(F)F)c1N,nuc,18
nuc1617,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O[Si](C)(C)C(C)(C)C,nuc,20
nuc1618,CC(C)CCC(C)(C)N,nuc,8
nuc1619,CC1(C)CC(N)CC(C)(C)N1,nuc,5
nuc1620,CC(CCCN)NCCC12CC3CC(CC(C3)C1)C2,nuc,5
nuc1621,Nc1cc(-c2cccc(-c3cccc(O)c3)c2)nc2c1C(=O)NCC2,nuc,0
nuc1622,CN1CCCN(c2cccc(N)c2)CC1,nuc,11
nuc1623,COC(=O)CCCCCNC(=O)Nc1ccc(N)cc1,nuc,17
nuc1624,CC(C)(C)OC(=O)N1CCC2(CC1)CC(N)C2,nuc,15
nuc1625,CC(C)(C)OC(=O)n1nc(N)c2c(OCc3ccccc3)cccc21,nuc,10
nuc1626,Nc1nsc2cccc(OCc3ccccc3)c12,nuc,0
nuc1627,Nc1c(F)cccc1[N+](=O)[O-],nuc,0
nuc1628,COc1cc(OC)cc(-c2ccccc2N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)c1,nuc,24
nuc1629,NC(=O)NNc1ccccc1,nuc,0
nuc1630,Cc1ccccc1CN,nuc,8
nuc1631,Cc1ccc(N)cc1O,nuc,5
nuc1632,COc1cnccc1N,nuc,8
nuc1633,Cc1cc(N)ccc1F,nuc,4
nuc1634,N#Cc1cc(N)ccc1F,nuc,5
nuc1635,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(N)(=O)=O)ccc32)cn1,nuc,23
nuc1636,CC(C)(C)OC(=O)N1CC[C@H](N)[C@@H](C(=O)NC2CCCCC2)C1,nuc,11
nuc1637,CC(N)CNC(=O)OC(C)(C)C,nuc,2
nuc1638,CC(C)c1cc(N)nn1C1CCCCO1,nuc,6
nuc1639,CCc1cc(N)nn1C(=O)OC(C)(C)C,nuc,5
nuc1640,NCC1(C2CCN(Cc3ccccc3)CC2)CCOCC1,nuc,0
nuc1641,NCCCn1c2c(c3ccccc3c1=O)C(=O)c1ccccc1-2,nuc,0
nuc1642,COc1cc(N)cc(CSC)c1,nuc,5
nuc1643,CSCc1cc(N)cc(F)c1F,nuc,6
nuc1644,CN1CCN(c2ccc(N)nn2)CC1,nuc,9
nuc1645,CCCN1CCN(c2ccc(N)nc2)CC1,nuc,11
nuc1646,CCCCN1CCN(c2ccc(N)nc2)CC1,nuc,12
nuc1647,N#CC1CCN(c2ccc(N)nc2)CC1,nuc,10
nuc1648,CN(C)c1ccc(-c2ccc(N)nc2)cc1,nuc,11
nuc1649,Nc1cc(N2CCOCC2)ncc1F,nuc,0
nuc1650,Cn1cccc(-c2ccc(N)c(F)c2)c1=O,nuc,10
nuc1651,CN1CCN(c2cc(N)cc(F)c2)CC1,nuc,8
nuc1652,Cc1nc2ncccc2cc1-c1cnc(N)s1,nuc,15
nuc1653,Cc1ccc(S(=O)(=O)[N][S](N)C(C)(C)C)cc1,nuc,10
nuc1654,C[C@@H](N)c1ccccc1F,nuc,2
nuc1655,C[C@@H](N)c1cccc(F)c1,nuc,2
nuc1656,C[C@@H](N)c1ccc(F)cc1F,nuc,2
nuc1657,C[C@@H](N)c1cc(F)ccc1F,nuc,2
nuc1658,Cc1ccc([C@@H](C)N)cc1,nuc,7
nuc1659,Cc1cccc([C@@H](C)N)c1,nuc,8
nuc1660,Cc1ccc([C@@H](C)N)cc1C,nuc,7
nuc1661,C[Si](C)(C)CCOCn1ccc(N)n1,nuc,12
nuc1662,CCCc1ccc(CN)cc1,nuc,8
nuc1663,CC(C)(C)OC(=O)NCCCc1ccc(N)cc1,nuc,15
nuc1664,Cn1cnc(N)c1,nuc,5
nuc1665,NC(=O)C1CCOCC1,nuc,0
nuc1666,CC(O)(C#Cc1cc2n(n1)CCCN2c1ccnc(N)n1)c1nccs1,nuc,19
nuc1667,Cn1nc(N)cc1C(F)(F)F,nuc,4
nuc1668,Cc1nn(C)c(C)c1N,nuc,8
nuc1669,Cn1cc(N)c(C(F)(F)F)n1,nuc,4
nuc1670,COc1cc(OC)cc(-c2ccc3nc(N)ncc3c2)c1,nuc,15
nuc1671,Cc1cc([C@@H](C)N)c2nc(OCc3ccccc3)cc(=O)n2c1,nuc,6
nuc1672,COC(=O)c1cccc(N)c1C,nuc,9
nuc1673,COC(=O)c1cccc(N)c1F,nuc,9
nuc1674,COC(=O)c1cccc(N)c1OC,nuc,9
nuc1675,CCOC(=O)c1cccc(N)c1C1CC1,nuc,10
nuc1676,COC(=O)c1cccc(N)c1-c1ccco1,nuc,9
nuc1677,COC(=O)c1ccc(OC)c(N)c1,nuc,11
nuc1678,COC(=O)c1cc(N)ccc1F,nuc,7
nuc1679,Nc1ccc(C(=O)N2CCOCC2)cn1,nuc,0
nuc1680,C[C@@H]1CN(c2ccc(N)nn2)C[C@H](C)N1C,nuc,8
nuc1681,CC(C)n1nnc2ccc(-c3ccnc(N)c3)cc21,nuc,15
nuc1682,CC(C)(C)n1nnc2ccc(-c3ccnc(N)c3)cc21,nuc,16
nuc1683,Nc1cc(-c2ccc3nnn(C4CCCC4)c3c2)ccn1,nuc,0
nuc1684,Nc1cc(-c2ccc3nnn(C4CCCCC4)c3c2)ccn1,nuc,0
nuc1685,COC(=O)c1cc(N)ccc1OC,nuc,7
nuc1686,Nc1ccnc(C(F)(F)F)c1,nuc,0
nuc1687,Nc1ccnc(OC(F)F)c1,nuc,0
nuc1688,CC1CN(C(=O)OC(C)(C)C)CCC1N,nuc,14
nuc1689,CC(C)(C)OC(=O)N1CCC(N)CC12CC2,nuc,11
nuc1690,CC(C)(C)OC(=O)N1CC[C@@H](N)[C@@H](O)C1,nuc,11
nuc1691,CC(C)(C)OC(=O)N1CCC(N)CC1(C)C,nuc,11
nuc1692,CC(C)(C)OC(=O)N1CCCC(N)C1,nuc,12
nuc1693,NC(=O)c1cccc(C(F)(F)F)n1,nuc,0
nuc1694,Cc1cc2c(c(=O)o1)C=C1CC[C@H](C(C)CN)C[C@@H]1O2,nuc,16
nuc1695,NC1CCN(Cc2ccccc2)C1,nuc,0
nuc1696,NC(=O)c1cnccn1,nuc,0
nuc1697,Cc1nc2cc(N)ccc2s1,nuc,6
nuc1698,NCCC1(c2ccccc2)CCOCC1,nuc,0
nuc1699,COc1cc(C(=O)N2CCOCC2)ncc1N,nuc,16
nuc1700,Cc1c(N)cnn1C,nuc,3
nuc1701,CC1CC1C(N)=O,nuc,5
nuc1702,Nc1cccc2c(Nc3ccc(C(F)(F)F)cc3)nccc12,nuc,0
nuc1703,Cc1cc(N)c(OC(C)C)cc1C1CCN(C)CC1,nuc,4
nuc1704,Cc1cc(N)c(OC(C)C)cc1C1CCNCC1,nuc,4
nuc1705,Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1,nuc,0
nuc1706,Nc1nc(-c2ccc(F)cc2F)cs1,nuc,0
nuc1707,CN1CCC(Oc2ccc3ncc(-c4cnc(N)nc4)n3n2)CC1,nuc,17
nuc1708,Nc1ncc(Cc2ccccc2)s1,nuc,0
nuc1709,NCCC1CCOCC1,nuc,0
nuc1710,C[C@H](N)C(=O)N(C)C,nuc,2
nuc1711,CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1N,nuc,14
nuc1712,NC1CN2CCC1CC2,nuc,0
nuc1713,CC(C)[Si](C(C)C)(C(C)C)n1ccc2ccc(N)cc21,nuc,17
nuc1714,Nc1ncc(F)cn1,nuc,0
nuc1715,Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1,nuc,17
nuc1716,CCN1CCN(Cc2cnc(N)cn2)CC1,nuc,11
nuc1717,CCN1CCN(Cc2ccc(N)nn2)CC1,nuc,11
nuc1718,CCN1CCN(Cc2ncc(N)cn2)CC1,nuc,11
nuc1719,CC(C)(C)OC(=O)N1CCN(Cc2cnc(N)cn2)CC1,nuc,16
nuc1720,CCN1CCN(Cc2cnc(N)nc2)CC1,nuc,11
nuc1721,NC1CCNC1,nuc,0
nuc1722,CC(C)(C)OC(=O)N1CCc2nc(N)ccc2C1,nuc,13
nuc1723,CC(CCCN)NCC12CC3CC(CC(C3)C1)C2,nuc,5
nuc1724,Nc1cc(-c2cccc(-c3cccc(C(=O)NC4CC4)c3)c2)nc2c1C(=O)NCC2,nuc,0
nuc1725,COC(=O)c1sccc1N,nuc,9
nuc1726,CN1CCC(CN)CC1,nuc,6
nuc1727,CO[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](OC)[C@@H]1N,nuc,17
nuc1728,CO[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H](OCC2CCOCC2)[C@H]1N,nuc,23
nuc1729,CC(C)(C)OC(=O)NC1CCN(Cc2ccc(N)cc2)CC1,nuc,17
nuc1730,Cc1ccc(C#N)cc1N,nuc,9
nuc1731,CC1(C)Oc2ccc(N)cc2O1,nuc,8
nuc1732,CCOc1cccc(N)c1,nuc,8
nuc1733,CC(C)(C)OC(=O)NCc1ccc(N)cc1,nuc,13
nuc1734,COC(=O)c1ccc(N2CCC(N)CC2)cc1,nuc,12
nuc1735,Nc1ccc2c(ccn2S(=O)(=O)C(F)(F)F)c1,nuc,0
nuc1736,CN1CCN(c2ccc([N+](=O)[O-])cc2N)CC1,nuc,14
nuc1737,CCOC(=O)N=S(C)(=O)Cc1cc(N)cc(F)c1,nuc,13
nuc1738,COC(=O)c1cccc(N(N)C(=O)OC(C)(C)C)c1,nuc,10
nuc1739,Cn1cc(-c2ccc(N)nc2)cn1,nuc,8
nuc1740,CS(=O)(=O)Nc1cccc(N)c1,nuc,10
nuc1741,COC(=O)[C@@H](N)C(C)C,nuc,5
nuc1742,CN1CCN(C(=O)c2ccc(N)nc2)CC1,nuc,11
nuc1743,Nc1ncc(C(F)(F)F)c(NCC2CCOCC2)n1,nuc,0
nuc1744,C[C@H]1CC[C@H](Nc2nc(N)ncc2C(F)(F)F)CC1,nuc,9
nuc1745,CC(=O)N1CCN(c2cc(N)c(F)cc2C)CC1,nuc,10
nuc1746,CC(C)Oc1cc(N)c(F)cn1,nuc,7
nuc1747,Nc1ccnc(N2CCCC2)c1,nuc,0
nuc1748,Nc1ccnc(N2CCOCC2)c1,nuc,0
