name,smiles,type,sites
el601,CC(C)COc1nc(Br)cnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,el,-
el602,COc1cc(F)c([N+](=O)[O-])cc1Nc1nn(C2CCCCO2)c2cc(Br)ccc12,el,-
el603,CCN1CCC(=Cc2cnc(Br)cn2)CC1,el,-
el604,COc1ccc(C(=C(c2ccccc2)c2ccc(Br)cc2)c2ccc(OC)cc2)cc1,el,-
el605,CN(C)Cc1cc(C(F)(F)F)cc(Br)c1F,el,-
el606,COc1ccc(-c2ccc(Br)c3nsnc23)cc1,el,-
el607,Nc1ccccc1Br,el,-
el608,CN1CCOc2c1cnn1c(-c3cccc(Br)c3)nnc21,el,-
el609,COC(=O)c1cc(Br)cnc1NCc1ccccc1,el,-
el610,COC(=O)c1cc(Br)cnc1NCCc1ccccc1,el,-
el611,Brc1cnc2c(ccc3cccnc32)c1,el,-
el612,Brc1cc2cccnc2c2ncccc12,el,-
el613,C=CCC(O)/C=C/c1ccc(Br)cc1,el,-
el614,Cc1cnc2c(Br)cccc2c1,el,-
el615,FC(F)(F)c1cc(Br)c2ncccc2c1,el,-
el616,Cc1cnc2c(Br)cc(C)cc2c1,el,-
el617,CCOC(=O)[C@H]1C[C@@H]1C(=O)c1ncc(Br)cc1OC,el,-
el618,C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2c(Br)cccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,el,-
el619,Fc1cccc(Br)n1,el,-
el620,Brc1ccnc2[nH]ccc12,el,-
el621,CCOC(=O)c1cc2c(Br)cccc2[nH]1,el,-
el622,CCOC(=O)c1cc2c(Br)ccc(C#N)c2[nH]1,el,-
el623,Brc1ccc2ccsc2c1,el,-
el624,COc1ncccc1Br,el,-
el625,[2H]C([2H])([2H])Oc1ncccc1Br,el,-
el626,Oc1ncccc1Br,el,-
el627,CC(C)(C)OC(=O)/C=C/c1cc(Br)cc(CCOCCO[Si](C)(C)C(C)(C)C)c1,el,-
el628,Brc1cccnc1OCc1ccccc1,el,-
el629,Brc1ccnc(OCc2ccccc2)c1,el,-
el630,CCCCCCCCN(CCCCCCCC)c1ncc(Br)cn1,el,-
el631,CCCCN(CCCC)c1ncc(Br)cn1,el,-
el632,COC(=O)c1cccnc1Br,el,-
el633,Cc1nc2cncnc2cc1Br,el,-
el634,CC(C)(C)OC(=O)c1cc(-n2ncc3cc(Br)cnc32)cs1,el,-
el635,C[C@@H](c1ccccc1)c1ccccc1Br,el,-
el636,CCc1cc(Br)cc(CC)c1NC(=O)OC(C)(C)C,el,-
el637,NC(=O)c1ccc(Br)cn1,el,-
el638,O=C(Nc1ccccc1)c1ccc(Br)cn1,el,-
el639,O=C(Nc1ccncc1)c1ccc(Br)cn1,el,-
el640,O=C(NC1CC1)c1ccc(Br)cn1,el,-
el641,O=C(c1ccc(Br)cn1)N1CCOCC1,el,-
el642,CN1CCN(C(=O)c2ccc(Br)cn2)CC1,el,-
el643,C[C@H]1CC[C@@H](OCc2ncccc2Br)CC1,el,-
el644,Brc1ncccc1C1OCCO1,el,-
el645,O=C(Cc1ccccc1)c1ccc(Br)cc1,el,-
el646,CC(C)[Si](Oc1ccc2cc(Br)ccc2c1CCCC#C[Si](C)(C)C)(C(C)C)C(C)C,el,-
el647,O=CN(Cc1ccc(Br)cc1)C(F)(F)F,el,-
el648,CC(C)(C)c1ccccc1Br,el,-
el649,Cc1ccc(Br)nc1,el,-
el650,COC(=O)c1cc2c(Br)cccc2s1,el,-
el651,C[C@H](NC(=O)c1ccc2c(-c3ccccc3)cccc2c1)c1cccc(Br)n1,el,-
el652,C[C@H](NC(=O)c1ccc2ccccc2c1)c1cccc(Br)n1,el,-
el653,CCc1cc(C)cc(CC)c1Br,el,-
el654,Cc1ccc(Br)c2ccccc12,el,-
el655,CC(C)c1cccc(C(C)C)c1N=Cc1ccc2cccc(Br)c2n1,el,-
el656,Cc1sc2c(C)c(Br)cc(C)c2c1C,el,-
el657,Cc1sc2ccc(Br)cc2c1C,el,-
el658,Brc1ccnc2ccccc12,el,-
el659,CCN(CC)CCOc1c(C)n(Cc2ccccc2)c2ccc(Br)cc12,el,-
el660,Cc1cc(C)c(-c2cccc(Br)n2)c(C)c1,el,-
el661,Cc1ccc(Br)c(C#N)c1,el,-
el662,Cc1cccc(C#N)c1Br,el,-
el663,COc1ncc(Br)c2c([N+](=O)[O-])cccc12,el,-
el664,N#Cc1ccccc1Br,el,-
el665,Cn1cnc(Br)c1,el,-
el666,COC(=O)c1ccc(Br)s1,el,-
el667,O=S(=O)(c1ccc(Br)s1)N1CCCC1,el,-
el668,Cc1cccc(Br)c1,el,-
el669,CN(C)c1ccncc1Br,el,-
el670,Cc1c2c(nn1-c1ccc(Br)c(C#N)c1)CC(C)(C)CC2=O,el,-
el671,Cc1c2c(nn1-c1ccc(C#N)c(Br)c1)CC(C)(C)CC2=O,el,-
el672,CCCCCCCc1ncc(Br)cn1,el,-
el673,Brc1cccn2cc(-c3cccnc3)nc12,el,-
el674,COC(=O)c1sc2cc(OC)ccc2c1Br,el,-
el675,CCOC(=O)c1sc2ncccc2c1Br,el,-
el676,CCOC(=O)Cc1ccc(Br)cc1,el,-
el677,Cc1noc(C)c1-c1cc2cnc(Br)cc2n1C(=O)OC(C)(C)C,el,-
el678,CC(C)(C)OC(=O)n1c(-c2cnco2)cc2cnc(Br)cc21,el,-
el679,COc1c(C(F)(F)F)cc(Br)c2ncc(-c3ccc(NS(C)(=O)=O)cc3)cc12,el,-
el680,CC1(C)CC(=O)c2c(n(-c3ccc(C#N)c(Br)c3)c3ccccc23)C1,el,-
el681,Nc1ccc(Br)nc1,el,-
el682,Brc1ccc2nn[nH]c2c1,el,-
el683,CCCCCCN(CCCCCC)c1ncc(Br)cn1,el,-
el684,CC(C)[C@H]1CC[C@H](C)C[C@@H]1c1ccccc1Br,el,-
el685,Cc1ccc(Br)cc1C=O,el,-
el686,CN(C)Cc1cccc(Br)n1,el,-
el687,CC(C)(C)CCc1ccc(-c2nnc(-c3cccc(Br)n3)nc2-c2ccc(CCC(C)(C)C)cc2)cc1,el,-
el688,Brc1ccc2c(Nc3cnccn3)ccnc2c1,el,-
el689,Brc1cnccn1,el,-
el690,Cc1cccc(Br)c1C#N,el,-
el691,COc1ccc(C#N)c(Br)c1,el,-
el692,[18F]c1ccc(Br)nc1,el,-
el693,C=Cc1ccc(F)cc1Br,el,-
el694,C=Cc1c(Br)ccc2ccccc12,el,-
el695,CC(C)(C)c1ccnc(Br)c1,el,-
el696,CCC(C)(O)c1cccc(Br)n1,el,-
el697,Cc1cc(C)nc(Br)c1,el,-
el698,Fc1cnc2[nH]ccc2c1Br,el,-
el699,FC(F)(F)Oc1cccn2nc(Br)nc12,el,-
el700,Brc1nc2c(OCC3COC3)cccn2n1,el,-
el701,CCOC(=O)c1cc2c(Br)cc(F)cc2[nH]1,el,-
el702,CCOC(=O)c1cc2c(Br)cc(C)cc2[nH]1,el,-
el703,CCOC(=O)c1cc2c(Br)ccc(C(F)(F)F)c2[nH]1,el,-
el704,Brc1sc(-c2ccncc2)nc1-c1ccccn1,el,-
el705,N#Cc1cccc(-c2ncc(Br)cn2)c1,el,-
el706,CCCC(=O)c1ccc(Br)cc1,el,-
el707,CCn1c2ccccc2c2cc(Br)ccc21,el,-
el708,COc1cc2nc3occc3c(Br)c2cc1OC,el,-
el709,COc1ccc(-c2nc(-c3ccccn3)c(Br)s2)cc1,el,-
el710,C=Cc1ccc(Cn2c3ccccc3c3cc(Br)ccc32)cc1,el,-
el711,COc1ccc(-c2cn3ccc(Br)cc3n2)c(OC)c1,el,-
el712,Cc1cccc(C)c1NC(=O)c1cc2c([nH]c3ccccc32)c(CCc2ccc(Br)cc2)n1,el,-
el713,Brc1ccc2nc(-c3ccccc3)ncc2c1,el,-
el714,FC(F)(F)Oc1ccc2c(Br)cc(C(F)(F)F)nc2c1,el,-
el715,FC(F)(F)Oc1cccc2c(Br)cc(C(F)(F)F)nc12,el,-
el716,Brc1ccc(Nc2ccccc2)c2nccnc12,el,-
