rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles
L0	Cc1nn(-c2cccc(F)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(F)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L1	Cc1nn(-c2ccc(F)cc2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2ccc(F)cc2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L2	Cc1nn(-c2cccc(Cl)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(Cl)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L3	Cc1nn(-c2cccc(C(C)C)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(C(C)C)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L4	Cc1nn(-c2cccc(C#N)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(C#N)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L5	Cc1nn(-c2cccc(N(C)C)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(N(C)C)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L6	Cc1nn(-c2cccc(S(C)(=O)=O)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cccc(S(C)(=O)=O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L7	Cc1cc(C)cc(-n2nc(C)c3cnc(Cl)cc32)c1	C[C@H](N)c1ccccc1	Cc1cc(C)cc(-n2nc(C)c3cnc(N[C@@H](C)c4ccccc4)cc32)c1
L8	Cc1nn(-c2cc(Cl)cc(Cl)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cc(Cl)cc(Cl)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L9	Cc1nn(-c2cc(Cl)cc(Br)c2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(-c2cc(Cl)cc(Br)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L10	Cc1nn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c2cc(Cl)ncc12	C[C@H](N)c1ccccc1	Cc1nn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c2cc(N[C@@H](C)c3ccccc3)ncc12
L11	Clc1cc(Br)cc(-n2ncc3cnc(Cl)cc32)c1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc2c(cn1)cnn2-c1cc(Cl)cc(Br)c1)c1ccccc1
L12	COc1ccccc1Br	NC(=O)c1cccnc1	COc1ccccc1NC(=O)c1cccnc1
L13	CCOC(=O)c1cnc2cc(OC)c(Br)cc2c1Nc1cccc(Cl)c1Cl	NCCN1CCCCC1	CCOC(=O)c1cnc2cc(OC)c(NCCN3CCCCC3)cc2c1Nc1cccc(Cl)c1Cl
L14	CCOC(=O)c1cnc2cc(Br)c(OC)cc2c1Nc1cccc(Cl)c1Cl	NCCN1CCCCC1	CCOC(=O)c1cnc2cc(NCCN3CCCCC3)c(OC)cc2c1Nc1cccc(Cl)c1Cl
L15	CCOC(=O)c1cnc2cc(OC)c(Br)cc2c1Nc1ccc(F)cc1F	NCCN1CCCCC1	CCOC(=O)c1cnc2cc(OC)c(NCCN3CCCCC3)cc2c1Nc1ccc(F)cc1F
L16	CCOC(=O)c1cnc2cc(OC)c(Br)cc2c1Nc1ccc(F)cc1F	NCCN1CCOCC1	CCOC(=O)c1cnc2cc(OC)c(NCCN3CCOCC3)cc2c1Nc1ccc(F)cc1F
L17	CCOC(=O)c1cnc2cc(OC)c(Br)cc2c1Nc1cccc(Cl)c1Cl	CN(C)CCN	CCOC(=O)c1cnc2cc(OC)c(NCCN(C)C)cc2c1Nc1cccc(Cl)c1Cl
L18	CCOC(=O)c1cnc2cc(Br)c(OC)cc2c1Nc1cccc(Cl)c1Cl	CN(C)CCN	CCOC(=O)c1cnc2cc(NCCN(C)C)c(OC)cc2c1Nc1cccc(Cl)c1Cl
L19	CCOC(=O)c1cnc2cc(OC)c(Br)cc2c1Nc1ccc(F)cc1F	CN(C)CCN	CCOC(=O)c1cnc2cc(OC)c(NCCN(C)C)cc2c1Nc1ccc(F)cc1F
L20	CCOC(=O)c1cnc2cc(Br)c(OC)cc2c1Nc1ccc(F)cc1F	CN(C)CCN	CCOC(=O)c1cnc2cc(NCCN(C)C)c(OC)cc2c1Nc1ccc(F)cc1F
L21	Cc1cc(C)c(Br)c(C)c1	N[C@@H](c1ccccc1)[C@@H](Nc1ccccc1-c1ccccc1)c1ccccc1	Cc1cc(C)c(N[C@@H](c2ccccc2)[C@@H](Nc2ccccc2-c2ccccc2)c2ccccc2)c(C)c1
L22	Cc1cc(C)c(Br)c(C)c1	CC(C)(C)c1cc(-c2ccccc2N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc(C(C)(C)C)c1	Cc1cc(C)c(N[C@@H](c2ccccc2)[C@@H](Nc2ccccc2-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccccc2)c(C)c1
L23	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(Br)c2cccnc12	CC(N)=O	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(NC(C)=O)c2cccnc12
L24	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(Br)c2cccnc12	CS(N)(=O)=O	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(NS(C)(=O)=O)c2cccnc12
L25	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(Br)c2cccnc12	CN(C)S(N)(=O)=O	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(NS(=O)(=O)N(C)C)c2cccnc12
L26	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(Br)c2cccnc12	Cc1ccc(S(N)(=O)=O)cc1	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(NS(=O)(=O)c2ccc(C)cc2)c2cccnc12
L27	COc1c(-c2nnc(Cc3ccc(F)cc3)o2)nc(Br)c2cccnc12	CCOC(=O)C(N)=O	CCOC(=O)C(=O)Nc1nc(-c2nnc(Cc3ccc(F)cc3)o2)c(OC)c2ncccc12
L28	Clc1ncccc1Br	Nc1ccccn1	Clc1ncccc1Nc1ccccn1
L29	Clc1ncccc1Br	Nc1ncccc1[N+](=O)[O-]	O=[N+]([O-])c1cccnc1Nc1cccnc1Cl
L30	Cc1ccc(-c2ccnc(Cl)c2)cc1	COc1ccc(N)cc1	COc1ccc(Nc2cc(-c3ccc(C)cc3)ccn2)cc1
L31	FC(F)(F)c1cccc(-c2ccnc(Cl)c2)c1	Nc1ccc2ccccc2c1	FC(F)(F)c1cccc(-c2ccnc(Nc3ccc4ccccc4c3)c2)c1
L32	COc1ccc(-c2cnc3ccccc3c2Cl)cc1	COc1ccc(N)cc1	COc1ccc(Nc2c(-c3ccc(OC)cc3)cnc3ccccc23)cc1
L33	Clc1c(-c2ccccc2)cnc2ccccc12	COc1ccc(N)cc1	COc1ccc(Nc2c(-c3ccccc3)cnc3ccccc23)cc1
L34	Clc1nc2ccccc2cc1-c1ccccc1	CCc1ccc(N)cc1	CCc1ccc(Nc2nc3ccccc3cc2-c2ccccc2)cc1
L35	Cc1ccc(-c2cc3ccccc3nc2Cl)cc1	COc1ccc(N)cc1	COc1ccc(Nc2nc3ccccc3cc2-c2ccc(C)cc2)cc1
L36	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1CO	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5CO)c4)cc3c2cc1OC
L37	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1OCc1ccccc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5OCc5ccccc5)c4)cc3c2cc1OC
L38	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1F	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5F)c4)cc3c2cc1OC
L39	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccc(CO)cc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccc(CO)cc5)c4)cc3c2cc1OC
L40	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1cccc(CO)c1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5cccc(CO)c5)c4)cc3c2cc1OC
L41	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1CCO	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5CCO)c4)cc3c2cc1OC
L42	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	COc1cccc(N)c1	COc1cccc(Nc2cncc(-c3cc4c(cnc5cc(OC)c(OC)cc54)c(N)n3)c2)c1
L43	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	COc1ccccc1N	COc1ccccc1Nc1cncc(-c2cc3c(cnc4cc(OC)c(OC)cc43)c(N)n2)c1
L44	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	COc1ccc(N)cc1	COc1ccc(Nc2cncc(-c3cc4c(cnc5cc(OC)c(OC)cc54)c(N)n3)c2)cc1
L45	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5)c4)cc3c2cc1OC
L46	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1N	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5N)c4)cc3c2cc1OC
L47	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccc(CCO)cc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccc(CCO)cc5)c4)cc3c2cc1OC
L48	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1Nc1ccccc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5Nc5ccccc5)c4)cc3c2cc1OC
L49	CC(=O)Oc1ccc2ncnc(Cl)c2c1	Nc1cccnn1	CC(=O)Oc1ccc2ncnc(Nc3cccnn3)c2c1
L50	CC(=O)Oc1ccc2ncnc(Cl)c2c1	Cc1nsc(N)n1	CC(=O)Oc1ccc2ncnc(Nc3nc(C)ns3)c2c1
L51	Nc1cnc(Cl)cn1	CC(=O)Oc1ccc2ncnc(Cl)c2c1	CC(=O)Oc1ccc2ncnc(Nc3cnc(Cl)cn3)c2c1
L52	COC(=O)c1ccc(Cl)nc1	Cc1cccc(N)n1	COC(=O)c1ccc(Nc2cccc(C)n2)nc1
L53	Nc1ccc(Cl)cn1	COC(=O)c1ccc(Cl)nc1	COC(=O)c1ccc(Nc2ccc(Cl)cn2)nc1
L54	COC(=O)c1ccc(Cl)nc1	NC1CCCCC1	COC(=O)c1ccc(NC2CCCCC2)nc1
L55	COC(=O)c1ccc(Cl)nc1	Nc1ccc(Cl)cc1	COC(=O)c1ccc(Nc2ccc(Cl)cc2)nc1
L56	COC(=O)c1ccc(Cl)nc1	Nc1ccccc1Cl	COC(=O)c1ccc(Nc2ccccc2Cl)nc1
L57	COC(=O)c1ccc(Cl)nc1	Nc1ccc(F)cc1	COC(=O)c1ccc(Nc2ccc(F)cc2)nc1
L58	Nc1ccc(Cl)cc1	COC(=O)c1ccc(Cl)nn1	COC(=O)c1ccc(Nc2ccc(Cl)cc2)nn1
L59	Nc1ccc(Cl)cc1	COC(=O)c1cnc(Cl)nc1	COC(=O)c1cnc(Nc2ccc(Cl)cc2)nc1
L60	COC(=O)c1sc2ccc3oc(-c4ccccc4)cc3c2c1Cl	C[C@H](CN)NC(=O)OC(C)(C)C	COC(=O)c1sc2ccc3oc(-c4ccccc4)cc3c2c1NC[C@@H](C)NC(=O)OC(C)(C)C
L61	COC(=O)c1sc2ccc3occc3c2c1Cl	C[C@H](CN)NC(=O)OC(C)(C)C	COC(=O)c1sc2ccc3occc3c2c1NC[C@@H](C)NC(=O)OC(C)(C)C
L62	COC(=O)c1sc2ccc(OC)cc2c1Cl	C[C@H](CN)NC(=O)OC(C)(C)C	COC(=O)c1sc2ccc(OC)cc2c1NC[C@@H](C)NC(=O)OC(C)(C)C
L63	COC(=O)c1sc2ccc(OC)cc2c1Cl	CC(C)(C)OC(=O)N1[C@@H](CN)COC1(C)C	COC(=O)c1sc2ccc(OC)cc2c1NC[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C
L64	COC(=O)c1sc2ccc(OC)cc2c1Cl	CCC[C@H](CN)NC(=O)OC(C)(C)C	CCC[C@H](CNc1c(C(=O)OC)sc2ccc(OC)cc12)NC(=O)OC(C)(C)C
L65	COC(=O)c1sc2ccc(OC)cc2c1Cl	CC(C)(C)OC(=O)NCCN	COC(=O)c1sc2ccc(OC)cc2c1NCCNC(=O)OC(C)(C)C
L66	COC(=O)c1sc2ccc(OC)cc2c1Cl	C[C@@H](CN)NC(=O)OC(C)(C)C	COC(=O)c1sc2ccc(OC)cc2c1NC[C@H](C)NC(=O)OC(C)(C)C
L67	C[C@H](Nc1cncc(Cl)n1)c1ccc(F)cn1	CC(C)Oc1cc(N)nn1C(=O)OC(C)(C)C	CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1
L68	C[C@H](Nc1cncc(Cl)n1)c1ccc(F)cn1	COc1cc(N)nn1C(=O)OC(C)(C)C	COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1
L69	C[C@H](Nc1cncc(Cl)n1)c1ccc(F)cn1	Cc1cc(N)nn1C(=O)OC(C)(C)C	Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1
L71	Clc1cccc2cc3ccccc3cc12	NCCCOCCOCCOCCCN	NCCCOCCOCCOCCCNc1cccc2cc3ccccc3cc12
L72	CC(C)(C)OC(=O)N1CCN(c2nc(Cl)nc(NC3Cc4ccccc4C3)n2)CC1	Nc1cccnc1	CC(C)(C)OC(=O)N1CCN(c2nc(Nc3cccnc3)nc(NC3Cc4ccccc4C3)n2)CC1
L73	CC(C)(C)OC(=O)N1CCN(c2nc(Cl)cc(NC3Cc4ccccc4C3)n2)CC1	Nc1ccncc1	CC(C)(C)OC(=O)N1CCN(c2nc(Nc3ccncc3)cc(NC3Cc4ccccc4C3)n2)CC1
L74	CC(C)(C)OC(=O)N1CCN(c2cc(Cl)nc(NC3Cc4ccccc4C3)n2)CC1	Nc1ccncc1	CC(C)(C)OC(=O)N1CCN(c2cc(Nc3ccncc3)nc(NC3Cc4ccccc4C3)n2)CC1
L75	CC(C)(C)OC(=O)N1CCN(c2nc(Cl)nc(NC3Cc4ccccc4C3)n2)CC1	Nc1ccccn1	CC(C)(C)OC(=O)N1CCN(c2nc(Nc3ccccn3)nc(NC3Cc4ccccc4C3)n2)CC1
L76	O=C(c1ccccc1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccccc2)ccn1)c1ccccc1
L77	CC(=O)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	C[C@H](N)c1ccccc1	CC(=O)N(Cc1ccc(F)cc1)c1ccnc(N[C@@H](C)c2ccccc2)c1
L78	O=CN(Cc1ccc(F)cc1)c1ccnc(Cl)c1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc(N(C=O)Cc2ccc(F)cc2)ccn1)c1ccccc1
L79	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1)c1ccccc1
L80	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	C[C@@H](N)c1ccccc1	C[C@@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1)c1ccccc1
L81	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	NC1CCCCC1	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(NC2CCCCC2)c1
L82	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	CC(C)N	CC(C)Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1
L83	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(Cl)c1	NCc1ccccc1	O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(NCc2ccccc2)c1
L84	CC(C)CN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CC(C)CN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L85	O=C(c1ccc2c(c1)CCO2)N(CC1CC1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CC2CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L86	COCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	COCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L87	O=C(c1ccc2c(c1)CCO2)N(CC1CCOCC1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CC2CCOCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L89	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	CCC(N)COC	CCC(COC)Nc1nccc(N(CC2CCN(C(=O)OC(C)(C)C)CC2)C(=O)c2ccc3c(c2)CCO3)n1
L90	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CC2CCN(C(=O)OC(C)(C)C)CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L91	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	NC1CCC(O)CC1	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(NC3CCC(O)CC3)n2)CC1
L92	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	CC(C)(N)CO	CC(C)(CO)Nc1nccc(N(CC2CCN(C(=O)OC(C)(C)C)CC2)C(=O)c2ccc3c(c2)CCO3)n1
L93	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	COC[C@H](C)N	COC[C@H](C)Nc1nccc(N(CC2CCN(C(=O)OC(C)(C)C)CC2)C(=O)c2ccc3c(c2)CCO3)n1
L94	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	CC(C)N	CC(C)Nc1nccc(N(CC2CCN(C(=O)OC(C)(C)C)CC2)C(=O)c2ccc3c(c2)CCO3)n1
L95	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)CC1	NC1CC1	CC(C)(C)OC(=O)N1CCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(NC3CC3)n2)CC1
L96	CC(C)(C)OC(=O)N1CCCC(CN(C(=O)c2ccc3c(c2)CCO3)c2ccnc(Cl)n2)C1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CC2CCCN(C(=O)OC(C)(C)C)C2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L97	CC(C)(C)OC(=O)N1CCCCC1CN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CC2CCCCN2C(=O)OC(C)(C)C)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L98	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)CO	C[C@@H](CO)Nc1nccc(N(CCCCNC(=O)OC(C)(C)C)C(=O)c2ccc3c(c2)CCO3)n1
L99	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	NC1CCC(O)CC1	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(NC2CCC(O)CC2)n1
L100	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	COC[C@H](C)N	COC[C@H](C)Nc1nccc(N(CCCCNC(=O)OC(C)(C)C)C(=O)c2ccc3c(c2)CCO3)n1
L101	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	CC(C)N	CC(C)Nc1nccc(N(CCCCNC(=O)OC(C)(C)C)C(=O)c2ccc3c(c2)CCO3)n1
L102	O=C(c1ccc2c(c1)CCO2)N(CCCCO)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CCCCO)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L103	CS(=O)(=O)CCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	C[C@H](Nc1nccc(N(CCCS(C)(=O)=O)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
L104	CCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L105	CCN(C(=O)c1ccc2c(c1)OCO2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc2c(c1)OCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L106	CCN(C(=O)c1ccc2occc2c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc2occc2c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L107	CCN(C(=O)c1cccc2c1OCC2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc2c1OCC2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L108	CCN(C(=O)c1ccc2c(c1)CCC2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc2c(c1)CCC2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L109	CCN(C(=O)c1ccc2c(c1)CCCC2)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc2c(c1)CCCC2)c1ccnc(N[C@@H](C)c2ccccc2)n1
L110	CCN(C(=O)c1csc2ccccc12)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1csc2ccccc12)c1ccnc(N[C@@H](C)c2ccccc2)n1
L111	CCN(C(=O)c1cn(C)c2ccccc12)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cn(C)c2ccccc12)c1ccnc(N[C@@H](C)c2ccccc2)n1
L112	CCN(C(=O)c1cc2ccccc2o1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cc2ccccc2o1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L113	CCN(C(=O)c1ccccc1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccccc1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L114	CCN(C(=O)c1ccccc1Cl)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccccc1Cl)c1ccnc(N[C@@H](C)c2ccccc2)n1
L115	CCN(C(=O)c1cccc(Cl)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc(Cl)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L116	CCN(C(=O)c1ccc(Cl)cc1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc(Cl)cc1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L117	CCN(C(=O)c1cccc(C)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc(C)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L118	CCN(C(=O)c1ccc(C)c(C)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc(C)c(C)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L119	CCN(C(=O)c1cccc(C)c1C)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc(C)c1C)c1ccnc(N[C@@H](C)c2ccccc2)n1
L120	CCc1cccc(C(=O)N(CC)c2ccnc(Cl)n2)c1	C[C@H](N)c1ccccc1	CCc1cccc(C(=O)N(CC)c2ccnc(N[C@@H](C)c3ccccc3)n2)c1
L121	CCN(C(=O)c1cccc(C2CC2)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc(C2CC2)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L122	CCN(C(=O)c1cccc(C(F)(F)F)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cccc(C(F)(F)F)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L123	CCN(C(=O)c1ccc(F)c(C(F)(F)F)c1)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1ccc(F)c(C(F)(F)F)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1
L124	CCN(C(=O)c1cc(C(F)(F)F)ccc1F)c1ccnc(Cl)n1	C[C@H](N)c1ccccc1	CCN(C(=O)c1cc(C(F)(F)F)ccc1F)c1ccnc(N[C@@H](C)c2ccccc2)n1
L125	C[C@@H]1CN(c2nc(N3CCOCC3)c3ccc(Cl)nc3n2)C[C@H](C)O1	Nc1ccncc1	C[C@@H]1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccncc4)nc3n2)C[C@H](C)O1
L126	Fc1cccc(-n2ncc3c(Cl)nncc32)c1	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1cccc(F)c1
L127	Fc1ccc(-n2ncc3c(Cl)nncc32)c(F)c1	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1ccc(F)cc1F
L128	Fc1cccc(F)c1-n1ncc2c(Cl)nncc21	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1c(F)cccc1F
L129	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3)c12	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nnc(C)c2c1cnn2-c1ccc(F)cc1
