rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles
L1620	Clc1nccnc1OCc1ccccc1	Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	FC(F)(F)c1cc(Nc2nccnc2OCc2ccccc2)cc(C(F)(F)F)c1
L1621	Clc1nccnc1OCc1ccccc1	CCCCCCCCCCc1ccc(N)cc1	CCCCCCCCCCc1ccc(Nc2nccnc2OCc2ccccc2)cc1
L1622	Clc1nccnc1OCc1ccccc1	COc1cccc(-c2ccc(N)cc2)c1	COc1cccc(-c2ccc(Nc3nccnc3OCc3ccccc3)cc2)c1
L1623	Clc1nccnc1OCc1ccccc1	Nc1ccc(-c2ccc(F)cc2)cc1	Fc1ccc(-c2ccc(Nc3nccnc3OCc3ccccc3)cc2)cc1
L1624	Oc1cc(Br)c2ccncc2c1	CC(C)(C)OC(=O)N1CCCC[C@H](N)C1	CC(C)(C)OC(=O)N1CCCC[C@H](Nc2cc(O)cc3cnccc23)C1
L1625	CN(c1nc(Cl)ncc1C(F)(F)F)C1CCCCC1	COC(=O)c1ccc(N)cc1	COC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N(C)C3CCCCC3)n2)cc1
L1626	CCc1cnc(Cl)nc1N(C)C1CCCCC1	COC(=O)c1ccc(N)cc1	CCc1cnc(Nc2ccc(C(=O)OC)cc2)nc1N(C)C1CCCCC1
L1627	Brc1ccccc1	CC(N)CCc1ccccc1	CC(CCc1ccccc1)Nc1ccccc1
L1628	CNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1629	CCNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CCNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1630	CCCNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CCCNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1631	CCCCNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CCCCNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1632	FC(F)(F)CCCNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	FC(F)(F)CCCNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1633	Clc1nc(N2CCOCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(N3CCOCC3)nc(Nc3ccsc3)nc2[nH]1
L1634	CN1CCN(c2nc(Cl)nc3[nH]cnc23)CC1	Nc1ccsc1	CN1CCN(c2nc(Nc3ccsc3)nc3[nH]cnc23)CC1
L1635	Clc1nc(N2CCCCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(N3CCCCC3)nc(Nc3ccsc3)nc2[nH]1
L1636	Clc1nc(N2CCCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(N3CCCC3)nc(Nc3ccsc3)nc2[nH]1
L1637	CN1CCCN(c2nc(Cl)nc3[nH]cnc23)CC1	Nc1ccsc1	CN1CCCN(c2nc(Nc3ccsc3)nc3[nH]cnc23)CC1
L1638	FC1(F)CCN(c2nc(Cl)nc3[nH]cnc23)CC1	Nc1ccsc1	FC1(F)CCN(c2nc(Nc3ccsc3)nc3[nH]cnc23)CC1
L1639	FC(F)(F)C1CCN(c2nc(Cl)nc3[nH]cnc23)CC1	Nc1ccsc1	FC(F)(F)C1CCN(c2nc(Nc3ccsc3)nc3[nH]cnc23)CC1
L1640	Clc1nc(N2CCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(N3CCC3)nc(Nc3ccsc3)nc2[nH]1
L1641	Clc1nc(NC2CCCCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(NC3CCCCC3)nc(Nc3ccsc3)nc2[nH]1
L1642	CC(C)Nc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CC(C)Nc1nc(Nc2ccsc2)nc2[nH]cnc12
L1643	CCC(CC)Nc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CCC(CC)Nc1nc(Nc2ccsc2)nc2[nH]cnc12
L1644	Clc1nc(NC2CC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(NC3CC3)nc(Nc3ccsc3)nc2[nH]1
L1645	CC(C)(C)Nc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CC(C)(C)Nc1nc(Nc2ccsc2)nc2[nH]cnc12
L1646	CC(C)CNc1nc(Cl)nc2[nH]cnc12	Nc1ccsc1	CC(C)CNc1nc(Nc2ccsc2)nc2[nH]cnc12
L1647	Clc1nc(NC2CCCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(NC3CCCC3)nc(Nc3ccsc3)nc2[nH]1
L1648	Clc1nc(NCCN2CCCC2)c2nc[nH]c2n1	Nc1ccsc1	c1nc2c(NCCN3CCCC3)nc(Nc3ccsc3)nc2[nH]1
L1649	Cn1cnc2c(NCC(F)(F)F)nc(Cl)nc21	Nc1ccsc1	Cn1cnc2c(NCC(F)(F)F)nc(Nc3ccsc3)nc21
L1650	FC(F)(F)CNc1nc(Cl)nc2ccsc12	Nc1ccsc1	FC(F)(F)CNc1nc(Nc2ccsc2)nc2ccsc12
L1651	FC(F)(F)CNc1nc(Cl)nc2ccccc12	Nc1ccsc1	FC(F)(F)CNc1nc(Nc2ccsc2)nc2ccccc12
L1652	FC(F)(F)CNc1ccnc(Cl)n1	Nc1ccsc1	FC(F)(F)CNc1ccnc(Nc2ccsc2)n1
L1653	CCCCNc1nc(Cl)nc2[nH]cnc12	Cn1cc(N)cn1	CCCCNc1nc(Nc2cnn(C)c2)nc2[nH]cnc12
L1654	FC(F)(F)CCCNc1nc(Cl)nc2[nH]cnc12	Cn1cc(N)cn1	Cn1cc(Nc2nc(NCCCC(F)(F)F)c3nc[nH]c3n2)cn1
L1655	Clc1nc(N2CCOCC2)c2nc[nH]c2n1	Cn1cc(N)cn1	Cn1cc(Nc2nc(N3CCOCC3)c3nc[nH]c3n2)cn1
L1656	Clc1nc(NCCN2CCCC2)c2nc[nH]c2n1	Cn1cc(N)cn1	Cn1cc(Nc2nc(NCCN3CCCC3)c3nc[nH]c3n2)cn1
L1657	Nc1nc(Cl)nc2[nH]cnc12	Nc1ccc(F)cc1	Nc1nc(Nc2ccc(F)cc2)nc2[nH]cnc12
L1658	Cn1cnc2c(NCC(F)(F)F)nc(Cl)nc21	Cn1cc(N)cn1	Cn1cc(Nc2nc(NCC(F)(F)F)c3ncn(C)c3n2)cn1
L1659	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](C(=O)NC2CCCC2)C1	Cc1cc2ccnc(N[C@@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3C(=O)NC3CCCC3)c2nc1OCc1ccccc1
L1660	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](C(=O)NCC2CC2)C1	Cc1cc2ccnc(N[C@@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3C(=O)NCC3CC3)c2nc1OCc1ccccc1
L1661	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	CC(C)C(C)NC(=O)C1CN(C(=O)OC(C)(C)C)CCC1N	Cc1cc2ccnc(NC3CCN(C(=O)OC(C)(C)C)CC3C(=O)NC(C)C(C)C)c2nc1OCc1ccccc1
L1662	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	CC(C)(C)OC(=O)N1CCC(N)C(C(=O)NC2CCCOC2)C1	Cc1cc2ccnc(NC3CCN(C(=O)OC(C)(C)C)CC3C(=O)NC3CCCOC3)c2nc1OCc1ccccc1
L1663	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	COC(C)CNC(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1N	COC(C)CNC(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1Nc1nccc2cc(C)c(OCc3ccccc3)nc12
L1664	Cc1cc2ccnc(Cl)c2nc1OCc1ccccc1	CC(C)(C)OC(=O)N1CC[C@H](N)[C@@H](C(=O)NC2CCOCC2)C1	Cc1cc2ccnc(N[C@@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3C(=O)NC3CCOCC3)c2nc1OCc1ccccc1
L1665	COc1cc(OC)cc(C(=O)c2cn(COCC[Si](C)(C)C)c3nc(Br)ccc23)c1	Cc1cccc(N)c1N	COc1cc(OC)cc(C(=O)c2cn(COCC[Si](C)(C)C)c3nc(Nc4c(C)cccc4N)ccc23)c1
L1666	COc1cc(OC)cc(C(=O)c2cn(COCC[Si](C)(C)C)c3nc(Br)ccc23)c1	NC1CCCCC1N	COc1cc(OC)cc(C(=O)c2cn(COCC[Si](C)(C)C)c3nc(NC4CCCCC4N)ccc23)c1
L1667	O=C(c1ccccc1)c1ccccc1Br	COC(=O)[C@@H](N)Cc1ccc(/N=N/c2ccccc2)cc1	COC(=O)[C@H](Cc1ccc(/N=N/c2ccccc2)cc1)Nc1ccccc1C(=O)c1ccccc1
L1668	O=C(c1ccccc1)c1ccccc1Br	COC(=O)[C@@H](N)Cc1ccc(/N=N/c2ccc(Cl)cc2)cc1	COC(=O)[C@H](Cc1ccc(/N=N/c2ccc(Cl)cc2)cc1)Nc1ccccc1C(=O)c1ccccc1
L1669	Cc1cc(-c2ccnc(Cl)n2)ccc1CNC(=O)OC(C)(C)C	Cc1nnc(N)s1	Cc1nnc(Nc2nccc(-c3ccc(CNC(=O)OC(C)(C)C)c(C)c3)n2)s1
L1670	Cc1cc(-c2ccnc(Cl)n2)ccc1CNC(=O)OC(C)(C)C	Cn1cc(N)nn1	Cc1cc(-c2ccnc(Nc3cn(C)nn3)n2)ccc1CNC(=O)OC(C)(C)C
L1671	CC(C)c1ccc2ccc(C(C)C)c(Br)c2c1	NCCNC12CC3CC(CC(C3)C1)C2	CC(C)c1ccc2ccc(C(C)C)c(NCCNC34CC5CC(CC(C5)C3)C4)c2c1
L1672	COc1cc2nc(-c3ccc(C)o3)cc(Cl)c2cc1OC	CCOC(=O)c1cnc(N2CCC(CN)CC2)nc1	CCOC(=O)c1cnc(N2CCC(CNc3cc(-c4ccc(C)o4)nc4cc(OC)c(OC)cc34)CC2)nc1
L1674	O=S(Cc1ccnc(Cl)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	CC(C)CCN	CC(C)CCNc1cc(CS(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccn1
L1675	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC1CC1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC4CC4)cn3)C2=O)cc(C(F)(F)F)n1
L1676	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	Cc1nn(C)cc1N	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Nc4cn(C)nc4C)cn3)C2=O)cc(C(F)(F)F)n1
L1678	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	COCCN	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NCCOC)cn3)C2=O)cc(C(F)(F)F)n1
L1679	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC1CCOC2(CCC2)C1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC4CCOC5(CCC5)C4)cn3)C2=O)cc(C(F)(F)F)n1
L1680	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC(CO)CO	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC(CO)CO)cn3)C2=O)cc(C(F)(F)F)n1
L1681	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC1CCOC1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC4CCOC4)cn3)C2=O)cc(C(F)(F)F)n1
L1682	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	N[C@@H]1C[C@@H]2CC[C@H]1O2	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(N[C@@H]4C[C@@H]5CC[C@H]4O5)cn3)C2=O)cc(C(F)(F)F)n1
L1683	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC1COC1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC4COC4)cn3)C2=O)cc(C(F)(F)F)n1
L1684	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NC1CCS(=O)(=O)C1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NC4CCS(=O)(=O)C4)cn3)C2=O)cc(C(F)(F)F)n1
L1685	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NCc1ccc(F)cc1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NCc4ccc(F)cc4)cn3)C2=O)cc(C(F)(F)F)n1
L1686	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	COCn1cc(N)cn1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Nc4cnn(COC)c4)cn3)C2=O)cc(C(F)(F)F)n1
L1688	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NCC1CC1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NCC4CC4)cn3)C2=O)cc(C(F)(F)F)n1
L1689	CC(C)n1nc(Br)nc1Oc1cccc(Cl)c1	Cc1nnc(-c2ccc(N)cc2)o1	Cc1nnc(-c2ccc(Nc3nc(Oc4cccc(Cl)c4)n(C(C)C)n3)cc2)o1
L1690	CC(C)(O)c1cc(Cc2ccc(Cl)cc2)nc(Cl)n1	Cc1nnc(-c2ccc(N)cc2)o1	Cc1nnc(-c2ccc(Nc3nc(Cc4ccc(Cl)cc4)cc(C(C)(C)O)n3)cc2)o1
L1691	CC(C)n1nc(Br)nc1Oc1cccc(Cl)c1	Cc1nnc(N2C[C@H]3CC[C@@H](C2)[C@@H]3N)o1	Cc1nnc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc(Oc3cccc(Cl)c3)n(C(C)C)n2)o1
L1692	CNc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	CNc1nc(Nc2ccc(N3CCCC3=O)cc2OC)nc2c1c(C#N)cn2COCC[Si](C)(C)C
L1693	CC(C)Nc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC(C)C)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1694	CC(C)CNc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NCC(C)C)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1695	CCCCNc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	CCCCNc1nc(Nc2ccc(N3CCCC3=O)cc2OC)nc2c1c(C#N)cn2COCC[Si](C)(C)C
L1696	CC[C@H](C)Nc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	CC[C@H](C)Nc1nc(Nc2ccc(N3CCCC3=O)cc2OC)nc2c1c(C#N)cn2COCC[Si](C)(C)C
L1697	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1698	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1699	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	Cn1cc(N)cn1	Cn1cc(Nc2nc(NC3CCCCC3)c3c(C#N)cn(COCC[Si](C)(C)C)c3n2)cn1
L1701	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1702	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	CCOc1cc(N2CCCC2=O)ccc1N	CCOc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1703	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	Nc1ccc(N2CCCC2=O)cc1	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Nc3ccc(N4CCCC4=O)cc3)nc21
L1704	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	Nc1ccc(N2CCCC2=O)cn1	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Nc3ccc(N4CCCC4=O)cn3)nc21
L1705	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	COc1cc(N2CCOCC2=O)ccc1N	COc1cc(N2CCOCC2=O)ccc1Nc1nc(NC2CCCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1706	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCCCC3)nc(Cl)nc21	Cc1cc(N2CCOCC2)ccc1N	Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1707	C[Si](C)(C)CCOCn1cc(C#N)c2c(NCC3CCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NCC2CCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1708	CC(C)(C)CNc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NCC(C)(C)C)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1709	C[Si](C)(C)CCOCn1cc(C#N)c2c(NCC3CCCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NCC2CCCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1710	COCC(C)(C)Nc1nc(Cl)nc2c1c(C#N)cn2COCC[Si](C)(C)C	COc1cc(N2CCCC2=O)ccc1N	COCC(C)(C)Nc1nc(Nc2ccc(N3CCCC3=O)cc2OC)nc2c1c(C#N)cn2COCC[Si](C)(C)C
L1711	C[Si](C)(C)CCOCn1cc(C#N)c2c(NC3CCOCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCOCC2)c2c(C#N)cn(COCC[Si](C)(C)C)c2n1
L1714	C[Si](C)(C)CCOCn1cc(Cl)c2c(NC3CCCCC3)nc(Cl)nc21	Cc1cc(N2CCOCC2)ccc1N	Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2c(Cl)cn(COCC[Si](C)(C)C)c2n1
L1715	C[Si](C)(C)CCOCn1ccc2c(NC3CCCCC3)nc(Cl)nc21	COc1cc(N2CCCC2=O)ccc1N	COc1cc(N2CCCC2=O)ccc1Nc1nc(NC2CCCCC2)c2ccn(COCC[Si](C)(C)C)c2n1
L1716	FC(F)(F)c1cccc(Br)n1	NCC1(N2CC3CN(Cc4ccccc4)CC3C2)CCOCC1	FC(F)(F)c1cccc(NCC2(N3CC4CN(Cc5ccccc5)CC4C3)CCOCC2)n1
L1717	Brc1ccccc1	NCC1(N2CCN(Cc3ccccc3)CC2)CCCCC1	c1ccc(CN2CCN(C3(CNc4ccccc4)CCCCC3)CC2)cc1
L1718	Brc1ccccc1	NCCN1CCN(Cc2ccccc2)CC1	c1ccc(CN2CCN(CCNc3ccccc3)CC2)cc1
L1719	Brc1ccccc1	CC(C)(CN)N1CCN(Cc2ccccc2)CC1	CC(C)(CNc1ccccc1)N1CCN(Cc2ccccc2)CC1
L1720	Brc1ccccc1	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	c1ccc(CN2CCN(C3(CNc4ccccc4)CC3)CC2)cc1
L1721	Brc1ccccc1	CN1CCC(CN)(N2CCN(Cc3ccccc3)CC2)CC1	CN1CCC(CNc2ccccc2)(N2CCN(Cc3ccccc3)CC2)CC1
L1722	Brc1ccccc1	NCC1(N2CCN(Cc3ccccc3)CC2)COC1	c1ccc(CN2CCN(C3(CNc4ccccc4)COC3)CC2)cc1
L1723	Brc1ccccc1	CN1CCN(C2(CN)CCCCC2)CC1	CN1CCN(C2(CNc3ccccc3)CCCCC2)CC1
L1724	Oc1ccccc1Br	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	Oc1ccccc1NCC1(N2CCN(Cc3ccccc3)CC2)CC1
L1725	Fc1ccccc1Br	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	Fc1ccccc1NCC1(N2CCN(Cc3ccccc3)CC2)CC1
L1726	Fc1cccc(Br)c1	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	Fc1cccc(NCC2(N3CCN(Cc4ccccc4)CC3)CC2)c1
L1727	Brc1ccccn1	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	c1ccc(CN2CCN(C3(CNc4ccccn4)CC3)CC2)cc1
L1728	Fc1cccnc1Br	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	Fc1cccnc1NCC1(N2CCN(Cc3ccccc3)CC2)CC1
L1729	FC(F)(F)c1cccnc1Br	NCC1(N2CCN(Cc3ccccc3)CC2)CC1	FC(F)(F)c1cccnc1NCC1(N2CCN(Cc3ccccc3)CC2)CC1
L1730	FC(F)(F)c1cccc(Br)n1	NCC1(N2CCN(Cc3ccccc3)CC2)CCSCC1	FC(F)(F)c1cccc(NCC2(N3CCN(Cc4ccccc4)CC3)CCSCC2)n1
L1731	FC(F)(F)c1cccc(Br)n1	CC1(C)CC(CN)(N2CCN(Cc3ccccc3)CC2)CCO1	CC1(C)CC(CNc2cccc(C(F)(F)F)n2)(N2CCN(Cc3ccccc3)CC2)CCO1
L1732	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2Cl)c1F	CN1CCN(CCN)CC1	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2NCCN2CCN(C)CC2)c1F
L1733	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2Cl)c1F	CC(C)(C)OC(=O)N1CCC(N)CC1	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2NC2CCN(C(=O)OC(C)(C)C)CC2)c1F
L1734	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2Cl)c1F	NCCN1CCOCC1	COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2NCCN2CCOCC2)c1F
L1735	CC(C)(C)OC(=O)N1CCN(c2ncnc3cc(Cl)ccc23)CC1	CC(C)c1c2cc(-c3ccnc(N)n3)ccc2nn1C	CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C(=O)OC(C)(C)C)CC6)ncnc5c4)n3)ccc2nn1C
L1736	CC(C)(C)OC(=O)N1CCCN(c2ncnc3cc(Cl)ccc23)CC1	CC(C)c1c2cc(-c3ccnc(N)n3)ccc2nn1C	CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCCN(C(=O)OC(C)(C)C)CC6)ncnc5c4)n3)ccc2nn1C
L1737	CC(C)(C)OC(=O)N1CC2CC1CN2c1ncnc2cc(Cl)ccc12	CC(C)c1c2cc(-c3ccnc(N)n3)ccc2nn1C	CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CC7CC6CN7C(=O)OC(C)(C)C)ncnc5c4)n3)ccc2nn1C
L1738	Clc1ccc2ccc3ccccc3c2n1	Nc1cc2ccc1CCc1ccc(cc1)CC2	c1ccc2c(c1)ccc1ccc(Nc3cc4ccc3CCc3ccc(cc3)CC4)nc12
L1739	Brc1ccccn1	Nc1cc2ccc1CCc1ccc(cc1)CC2	c1ccc(Nc2cc3ccc2CCc2ccc(cc2)CC3)nc1
L1740	Brc1ccc2ccccc2n1	Nc1cc2ccc1CCc1ccc(cc1)CC2	c1ccc2nc(Nc3cc4ccc3CCc3ccc(cc3)CC4)ccc2c1
L1744	CC(C)OC1CN(C(=O)NC2CCCc3cc(-c4ccnc(Cl)n4)ccc32)C1	Cn1cc(N)cn1	CC(C)OC1CN(C(=O)NC2CCCc3cc(-c4ccnc(Nc5cnn(C)c5)n4)ccc32)C1
L1745	COc1ccc2nc(C)cc(Cl)c2c1	Nc1ccc(F)cc1	COc1ccc2nc(C)cc(Nc3ccc(F)cc3)c2c1
L1746	COc1ccc2nc(C)cc(Cl)c2c1	CC(C)(C)c1ccc(CN)cc1	COc1ccc2nc(C)cc(NCc3ccc(C(C)(C)C)cc3)c2c1
L1747	CCCOc1ccc2nc(C)cc(Cl)c2c1	NCc1ccc(F)cc1	CCCOc1ccc2nc(C)cc(NCc3ccc(F)cc3)c2c1
L1748	CCCCCCCCCCOc1ccc2nc(C)cc(Cl)c2c1	NCc1ccc(F)cc1	CCCCCCCCCCOc1ccc2nc(C)cc(NCc3ccc(F)cc3)c2c1
L1749	Clc1ccc(Br)nc1	CCCCOC(=O)c1ccc2c(c1)[C@H](N)C[C@H](C)N2C(C)=O	CCCCOC(=O)c1ccc2c(c1)[C@H](Nc1ccc(Cl)cn1)C[C@H](C)N2C(C)=O
L1750	C[C@]1(N2CCC(c3cc4nc(N)ncc4cc3Cl)CC2)COC[C@H]1O	Cc1c(Br)cnn1C1CC1(F)F	Cc1c(Nc2ncc3cc(Cl)c(C4CCN([C@]5(C)COC[C@@H]5O)CC4)cc3n2)cnn1C1CC1(F)F
L1751	Fc1ccc(Br)nc1	Nc1cccc(C(=O)c2ccsc2)c1	O=C(c1ccsc1)c1cccc(Nc2ccc(F)cn2)c1
L1752	COc1ccc(-c2ccc(Br)c3nonc23)cc1	CCCCN	CCCCNc1ccc(-c2ccc(OC)cc2)c2nonc12
L1753	COc1ccc(-c2ccc(Br)c3nonc23)cc1	Nc1ccccc1	COc1ccc(-c2ccc(Nc3ccccc3)c3nonc23)cc1
L1754	CN1CCC([C@@](C)(O)c2ccc3cnc(Cl)cc3n2)CC1	COC(=O)c1cc(N)c(F)cn1	COC(=O)c1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cn1
